"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ILO (000)",60591,2294,5522,5974,5394,11355,10843,15658,3551
"Sin nivel (001)",3775,2294,221,40,24,60,132,539,465
"Educación inicial (002)",1720,,1645,26,10,16,23,,
"Primaria (003)",12799,,3656,3308,175,407,739,2954,1560
"Secundaria (004)",20296,,,2600,3859,4135,3671,5286,745
"Superior no univ. incompleto (005)",4812,,,,723,1721,1154,1108,106
"Superior no univ. completo (006)",7419,,,,,2378,2401,2383,257
"Superior univ. incompleto (007)",3711,,,,603,1275,762,967,104
"Superior univ. completo (008)",6059,,,,,1363,1961,2421,314
"Hombres (010)",30655,1162,2772,3062,2735,5588,5307,8057,1972
"Sin nivel (011)",1545,1162,121,25,10,26,27,78,96
"Educación inicial (012)",848,,818,19,1,4,6,,
"Primaria (013)",6071,,1833,1730,76,133,244,1170,885
"Secundaria (014)",10922,,,1288,2033,2131,1902,3063,505
"Superior no univ. incompleto (015)",2525,,,,383,872,568,636,66
"Superior no univ. completo (016)",3702,,,,,1187,1187,1173,155
"Superior univ. incompleto (017)",1915,,,,232,612,409,597,65
"Superior univ. completo (018)",3127,,,,,623,964,1340,200
"Mujeres (020)",29936,1132,2750,2912,2659,5767,5536,7601,1579
"Sin nivel (021)",2230,1132,100,15,14,34,105,461,369
"Educación inicial (022)",872,,827,7,9,12,17,,
"Primaria (023)",6728,,1823,1578,99,274,495,1784,675
"Secundaria (024)",9374,,,1312,1826,2004,1769,2223,240
"Superior no univ. incompleto (025)",2287,,,,340,849,586,472,40
"Superior no univ. completo (026)",3717,,,,,1191,1214,1210,102
"Superior univ. incompleto (027)",1796,,,,371,663,353,370,39
"Superior univ. completo (028)",2932,,,,,740,997,1081,114
,,,,,,,,,
"URBANA (030)",59891,2291,5507,5951,5207,11157,10755,15505,3518
"Sin nivel (031)",3768,2291,220,39,23,60,132,538,465
"Educación inicial (032)",1717,,1642,26,10,16,23,,
"Primaria (033)",12732,,3645,3301,174,405,730,2938,1539
"Secundaria (034)",19944,,,2585,3718,4032,3644,5226,739
"Superior no univ. incompleto (035)",4730,,,,684,1683,1153,1104,106
"Superior no univ. completo (036)",7344,,,,,2344,2383,2360,257
"Superior univ. incompleto (037)",3679,,,,598,1270,757,952,102
"Superior univ. completo (038)",5977,,,,,1347,1933,2387,310
"Hombres (040)",30084,1161,2765,3046,2562,5420,5230,7945,1955
"Sin nivel (041)",1542,1161,121,24,9,26,27,78,96
"Educación inicial (042)",847,,817,19,1,4,6,,
"Primaria (043)",6035,,1827,1727,75,133,238,1162,873
"Secundaria (044)",10610,,,1276,1894,2038,1880,3018,504
"Superior no univ. incompleto (045)",2455,,,,355,834,567,633,66
"Superior no univ. completo (046)",3643,,,,,1165,1171,1152,155
"Superior univ. incompleto (047)",1890,,,,228,609,404,585,64
"Superior univ. completo (048)",3062,,,,,611,937,1317,197
"Mujeres (050)",29807,1130,2742,2905,2645,5737,5525,7560,1563
"Sin nivel (051)",2226,1130,99,15,14,34,105,460,369
"Educación inicial (052)",870,,825,7,9,12,17,,
"Primaria (053)",6697,,1818,1574,99,272,492,1776,666
"Secundaria (054)",9334,,,1309,1824,1994,1764,2208,235
"Superior no univ. incompleto (055)",2275,,,,329,849,586,471,40
"Superior no univ. completo (056)",3701,,,,,1179,1212,1208,102
"Superior univ. incompleto (057)",1789,,,,370,661,353,367,38
"Superior univ. completo (058)",2915,,,,,736,996,1070,113
,,,,,,,,,
"RURAL (060)",700,3,15,23,187,198,88,153,33
"Sin nivel (061)",7,3,1,1,1,,,1,
"Educación inicial (062)",3,,3,,,,,,
"Primaria (063)",67,,11,7,1,2,9,16,21
"Secundaria (064)",352,,,15,141,103,27,60,6
"Superior no univ. incompleto (065)",82,,,,39,38,1,4,
"Superior no univ. completo (066)",75,,,,,34,18,23,
"Superior univ. incompleto (067)",32,,,,5,5,5,15,2
"Superior univ. completo (068)",82,,,,,16,28,34,4
"Hombres (070)",571,1,7,16,173,168,77,112,17
"Sin nivel (071)",3,1,,1,1,,,,
"Educación inicial (072)",1,,1,,,,,,
"Primaria (073)",36,,6,3,1,,6,8,12
"Secundaria (074)",312,,,12,139,93,22,45,1
"Superior no univ. incompleto (075)",70,,,,28,38,1,3,
"Superior no univ. completo (076)",59,,,,,22,16,21,
"Superior univ. incompleto (077)",25,,,,4,3,5,12,1
"Superior univ. completo (078)",65,,,,,12,27,23,3
"Mujeres (080)",129,2,8,7,14,30,11,41,16
"Sin nivel (081)",4,2,1,,,,,1,
"Educación inicial (082)",2,,2,,,,,,
"Primaria (083)",31,,5,4,,2,3,8,9
"Secundaria (084)",40,,,3,2,10,5,15,5
"Superior no univ. incompleto (085)",12,,,,11,,,1,
"Superior no univ. completo (086)",16,,,,,12,2,2,
"Superior univ. incompleto (087)",7,,,,1,2,,3,1
"Superior univ. completo (088)",17,,,,,4,1,11,1
