"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CAYLLOMA (000)",33813,3991,10748,12401,1103,4359,309,902
"Agric., ganadería, caza y silvicultura (001)",18212,86,7051,6548,857,3670,,
"Pesca (002)",36,1,18,12,1,4,,
"Explotación de minas y canteras (003)",800,109,592,92,7,,,
"Industrias manufactureras (004)",1584,110,718,682,42,32,,
"Suministro de electricidad, gas y agua (005)",49,16,32,1,,,,
"Construcción (006)",1665,44,1281,309,12,19,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3793,551,124,2635,96,387,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",339,30,89,195,16,9,,
"Comercio al por mayor (009)",208,73,12,92,11,20,,
"Comercio al por menor (010)",3246,448,23,2348,69,358,,
"Hoteles y restaurantes (011)",1382,573,94,616,35,64,,
"Trans., almac. y comunicaciones (012)",1446,337,265,821,13,10,,
"Intermediación financiera (013)",24,23,1,,,,,
"Activid.inmobil., empres. y alquileres (014)",615,400,95,99,13,8,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",528,420,108,,,,,
"Enseñanza (016)",759,705,3,42,5,4,,
"Servicios sociales y de salud (017)",342,220,8,109,5,,,
"Otras activ. serv.comun.soc y personales (018)",611,230,155,190,6,30,,
"Hogares privados con servicio doméstico (019)",309,,,,,,309,
"Actividad economica no especificada (021)",756,166,203,245,11,131,,
"Desocupado (022)",902,,,,,,,902
"Hombres (023)",20768,2204,7407,7992,848,1689,36,592
"Agric., ganadería, caza y silvicultura (024)",11451,70,4306,4891,702,1482,,
"Pesca (025)",33,1,17,11,,4,,
"Explotación de minas y canteras (026)",769,98,580,85,6,,,
"Industrias manufactureras (027)",992,78,453,409,34,18,,
"Suministro de electricidad, gas y agua (028)",47,14,32,1,,,,
"Construcción (029)",1566,41,1191,305,12,17,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",1484,238,116,1011,42,77,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",310,25,85,181,13,6,,
"Comercio al por mayor (032)",114,46,10,49,5,4,,
"Comercio al por menor (033)",1060,167,21,781,24,67,,
"Hoteles y restaurantes (034)",427,237,50,107,14,19,,
"Trans., almac. y comunicaciones (035)",1334,274,260,781,11,8,,
"Intermediación financiera (036)",15,14,1,,,,,
"Activid.inmobil., empres. y alquileres (037)",432,257,80,80,11,4,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",395,323,72,,,,,
"Enseñanza (039)",325,297,3,22,2,1,,
"Servicios sociales y de salud (040)",148,53,2,90,3,,,
"Otras activ. serv.comun.soc y personales (041)",369,133,119,95,5,17,,
"Hogares privados con servicio doméstico (042)",36,,,,,,36,
"Actividad economica no especificada (044)",353,76,125,104,6,42,,
"Desocupado (045)",592,,,,,,,592
"Mujeres (046)",13045,1787,3341,4409,255,2670,273,310
"Agric., ganadería, caza y silvicultura (047)",6761,16,2745,1657,155,2188,,
"Pesca (048)",3,,1,1,1,,,
"Explotación de minas y canteras (049)",31,11,12,7,1,,,
"Industrias manufactureras (050)",592,32,265,273,8,14,,
"Suministro de electricidad, gas y agua (051)",2,2,,,,,,
"Construcción (052)",99,3,90,4,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",2309,313,8,1624,54,310,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",29,5,4,14,3,3,,
"Comercio al por mayor (055)",94,27,2,43,6,16,,
"Comercio al por menor (056)",2186,281,2,1567,45,291,,
"Hoteles y restaurantes (057)",955,336,44,509,21,45,,
"Trans., almac. y comunicaciones (058)",112,63,5,40,2,2,,
"Intermediación financiera (059)",9,9,,,,,,
"Activid.inmobil., empres. y alquileres (060)",183,143,15,19,2,4,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",133,97,36,,,,,
"Enseñanza (062)",434,408,,20,3,3,,
"Servicios sociales y de salud (063)",194,167,6,19,2,,,
"Otras activ. serv.comun.soc y personales (064)",242,97,36,95,1,13,,
"Hogares privados con servicio doméstico (065)",273,,,,,,273,
"Actividad economica no especificada (067)",403,90,78,141,5,89,,
"Desocupado (068)",310,,,,,,,310
,,,,,,,,
"URBANA (069)",21946,3382,6525,8429,476,2189,242,703
"Agric., ganadería, caza y silvicultura (070)",8906,65,3776,3201,249,1615,,
"Pesca (071)",20,1,12,5,1,1,,
"Explotación de minas y canteras (072)",277,9,177,85,6,,,
"Industrias manufactureras (073)",1388,88,626,609,41,24,,
"Suministro de electricidad, gas y agua (074)",39,16,22,1,,,,
"Construcción (075)",1409,36,1059,289,11,14,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",3458,488,108,2405,93,364,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",310,27,77,182,16,8,,
"Comercio al por mayor (078)",188,66,10,82,11,19,,
"Comercio al por menor (079)",2960,395,21,2141,66,337,,
"Hoteles y restaurantes (080)",1258,520,66,577,34,61,,
"Trans., almac. y comunicaciones (081)",1269,309,221,717,13,9,,
"Intermediación financiera (082)",23,22,1,,,,,
"Activid.inmobil., empres. y alquileres (083)",507,343,68,81,9,6,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",461,367,94,,,,,
"Enseñanza (085)",621,578,3,34,5,1,,
"Servicios sociales y de salud (086)",263,182,7,70,4,,,
"Otras activ. serv.comun.soc y personales (087)",531,207,121,171,5,27,,
"Hogares privados con servicio doméstico (088)",242,,,,,,242,
"Actividad economica no especificada (090)",571,151,164,184,5,67,,
"Desocupado (091)",703,,,,,,,703
"Hombres (092)",12980,1845,4380,5096,332,858,20,449
"Agric., ganadería, caza y silvicultura (093)",5417,55,2150,2324,198,690,,
"Pesca (094)",17,1,11,4,,1,,
"Explotación de minas y canteras (095)",261,8,170,78,5,,,
"Industrias manufactureras (096)",876,63,383,383,33,14,,
"Suministro de electricidad, gas y agua (097)",37,14,22,1,,,,
"Construcción (098)",1330,35,987,285,11,12,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",1354,216,101,925,41,71,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",283,22,73,169,13,6,,
"Comercio al por mayor (101)",101,42,8,42,5,4,,
"Comercio al por menor (102)",970,152,20,714,23,61,,
"Hoteles y restaurantes (103)",371,206,31,101,14,19,,
"Trans., almac. y comunicaciones (104)",1171,250,216,686,11,8,,
"Intermediación financiera (105)",14,13,1,,,,,
"Activid.inmobil., empres. y alquileres (106)",347,214,55,66,8,4,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",343,284,59,,,,,
"Enseñanza (108)",273,249,3,19,2,,,
"Servicios sociales y de salud (109)",104,44,1,57,2,,,
"Otras activ. serv.comun.soc y personales (110)",314,121,88,86,4,15,,
"Hogares privados con servicio doméstico (111)",20,,,,,,20,
"Actividad economica no especificada (113)",282,72,102,81,3,24,,
"Desocupado (114)",449,,,,,,,449
