"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ABANCAY (000)",31552,734,9617,11780,7687,1734
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",89,,5,37,41,6
"Profes., científicos e intelectuales (002)",4713,,845,2610,1219,39
"Técnicos de nivel medio y trab. asimilados (003)",1481,1,533,591,327,29
"Jefes y empleados de oficina (004)",1476,,538,573,351,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4944,116,1599,1799,1188,242
"Agricult. trabaj. calif.agrop. y pesqueros (006)",4928,15,837,1668,1691,717
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1539,37,632,481,316,73
"Obreros construc., conf., papel, fab., instr. (008)",2622,3,965,1086,507,61
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",8860,560,3402,2575,1823,500
"Otra (010)",215,,38,135,42,
"Ocupación no especificada (011)",685,2,223,225,182,53
"Hombres (012)",20119,493,5958,7274,5066,1328
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",69,,1,32,31,5
"Profes., científicos e intelectuales (014)",2482,,411,1309,729,33
"Técnicos de nivel medio y trab. asimilados (015)",975,1,341,393,217,23
"Jefes y empleados de oficina (016)",728,,205,291,221,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1541,55,590,519,306,71
"Agricult. trabaj. calif.agrop. y pesqueros (018)",4464,14,762,1527,1513,648
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",1292,35,542,394,260,61
"Obreros construc., conf., papel, fab., instr. (020)",2554,2,934,1062,497,59
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",5461,385,2020,1508,1157,391
"Otra (022)",208,,35,131,42,
"Ocupación no especificada (023)",345,1,117,108,93,26
"Mujeres (024)",11433,241,3659,4506,2621,406
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",20,,4,5,10,1
"Profes., científicos e intelectuales (026)",2231,,434,1301,490,6
"Técnicos de nivel medio y trab. asimilados (027)",506,,192,198,110,6
"Jefes y empleados de oficina (028)",748,,333,282,130,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",3403,61,1009,1280,882,171
"Agricult. trabaj. calif.agrop. y pesqueros (030)",464,1,75,141,178,69
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",247,2,90,87,56,12
"Obreros construc., conf., papel, fab., instr. (032)",68,1,31,24,10,2
