"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia BELLAVISTA (000)",12039,11713,54,2308,2504,2000,2477,1399,688,283,326,42073
"De 12 a 14 años (001)",43,21,,18,3,,,,,,22,24
"De 15 a 19 años (002)",788,709,7,581,109,11,1,,,,79,836
"De 20 a 24 años (003)",1663,1573,18,786,564,169,34,2,,,90,2575
"De 25 a 29 años (004)",1766,1712,9,441,619,401,227,13,2,,54,3936
"De 30 a 34 años (005)",1610,1589,4,182,501,409,418,64,9,2,21,4731
"De 35 a 39 años (006)",1455,1446,3,103,271,383,497,155,31,3,9,5255
"De 40 a 44 años (007)",1213,1195,2,51,169,250,433,206,66,18,18,5133
"De 45 a 49 años (008)",932,924,3,44,109,144,281,215,99,29,8,4455
"De 50 y más años (009)",2569,2544,8,102,159,233,586,744,481,231,25,15128
"Sin nivel (010)",1499,1460,6,94,122,148,345,388,236,121,39,8139
"De 12 a 14 años (011)",2,2,,,2,,,,,,,4
"De 15 a 19 años (012)",21,20,,12,6,1,1,,,,1,31
"De 20 a 24 años (013)",46,39,1,12,18,7,1,,,,7,73
"De 25 a 29 años (014)",96,92,1,13,21,23,28,6,,,4,280
"De 30 a 34 años (015)",106,105,,8,18,26,36,12,4,1,1,401
"De 35 a 39 años (016)",121,119,1,4,3,23,43,32,12,1,2,575
"De 40 a 44 años (017)",154,147,,4,12,16,52,38,19,6,7,782
"De 45 a 49 años (018)",152,149,,5,4,13,37,50,29,11,3,889
"De 50 y más años (019)",801,787,3,36,38,39,147,250,172,102,14,5104
"Educacion Inicial (020)",22,22,,2,5,2,10,2,1,,,80
"De 20 a 24 años (023)",3,3,,2,1,,,,,,,4
"De 25 a 29 años (024)",7,7,,,4,,3,,,,,20
