"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Hoteles y restaurantes (121)",295,,,12,3,192,,1,,87,,
"Trans., almac. y comunicaciones (122)",21,,,3,5,,,,3,10,,
"Intermediación financiera (123)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",11,,1,3,3,,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",17,3,1,1,10,,,,,2,,
"Enseñanza (126)",76,2,70,,4,,,,,,,
"Servicios sociales y de salud (127)",25,,12,8,2,2,,,,1,,
"Otras activ. serv.comun.soc y personales (128)",65,1,3,17,,14,,1,,29,,
"Hogares privados con servicio doméstico (129)",89,,,,,,,,,89,,
"Actividad economica no especificada (131)",121,,2,6,13,,,,,,,100
,,,,,,,,,,,,
"RURAL (132)",6904,8,153,240,74,1090,778,1042,606,2619,5,289
"Agric., ganadería, caza y silvicultura (133)",1226,1,1,3,,2,774,,6,439,,
"Pesca (134)",7,,,,,,4,,,3,,
"Explotación de minas y canteras (135)",2534,1,3,50,8,100,,813,37,1522,,
"Industrias manufactureras (136)",167,,,4,,,,148,14,1,,
"Suministro de electricidad, gas y agua (137)",10,,,,,,,,,10,,
"Construcción (138)",121,,2,3,1,,,7,56,52,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",751,1,2,55,1,496,,73,1,122,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",113,,,7,,30,,72,1,3,,
"Comercio al por mayor (141)",21,1,1,5,,14,,,,,,
"Comercio al por menor (142)",617,,1,43,1,452,,1,,119,,
"Hoteles y restaurantes (143)",656,,1,38,10,464,,,1,142,,
"Trans., almac. y comunicaciones (144)",538,,1,5,9,5,,,483,35,,
"Intermediación financiera (145)",10,,,3,6,1,,,,,,
"Activid.inmobil., empres. y alquileres (146)",60,,6,8,5,10,,,7,24,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",37,2,2,8,11,3,,1,1,4,5,
"Enseñanza (148)",118,2,116,,,,,,,,,
"Servicios sociales y de salud (149)",45,,12,26,1,,,,,6,,
"Otras activ. serv.comun.soc y personales (150)",126,1,3,20,3,9,,,,90,,
"Hogares privados con servicio doméstico (151)",169,,,,,,,,,169,,
"Actividad economica no especificada (153)",329,,4,17,19,,,,,,,289
"Hombres (154)",5270,8,92,158,50,283,696,978,594,2175,5,231
"Agric., ganadería, caza y silvicultura (155)",1077,1,1,3,,,692,,6,374,,
"Pesca (156)",7,,,,,,4,,,3,,
"Explotación de minas y canteras (157)",2339,1,3,40,8,6,,764,37,1480,,
"Industrias manufactureras (158)",146,,,2,,,,134,9,1,,
"Suministro de electricidad, gas y agua (159)",10,,,,,,,,,10,,
"Construcción (160)",117,,2,3,1,,,7,54,50,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",363,1,2,27,1,203,,72,1,56,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",100,,,6,,20,,71,1,2,,
"Comercio al por mayor (163)",14,1,1,3,,9,,,,,,
"Comercio al por menor (164)",249,,1,18,1,174,,1,,54,,
"Hoteles y restaurantes (165)",113,,1,18,1,55,,,1,37,,
"Trans., almac. y comunicaciones (166)",522,,1,5,5,5,,,478,28,,
"Intermediación financiera (167)",8,,,3,5,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",54,,5,7,4,10,,,7,21,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",31,2,2,5,9,3,,1,1,3,5,
"Enseñanza (170)",61,2,59,,,,,,,,,
"Servicios sociales y de salud (171)",24,,9,13,,,,,,2,,
"Otras activ. serv.comun.soc y personales (172)",94,1,3,18,3,1,,,,68,,
"Hogares privados con servicio doméstico (173)",42,,,,,,,,,42,,
"Actividad economica no especificada (175)",262,,4,14,13,,,,,,,231
"Mujeres (176)",1634,,61,82,24,807,82,64,12,444,,58
"Agric., ganadería, caza y silvicultura (177)",149,,,,,2,82,,,65,,
"Explotación de minas y canteras (179)",195,,,10,,94,,49,,42,,
"Industrias manufactureras (180)",21,,,2,,,,14,5,,,
"Construcción (182)",4,,,,,,,,2,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",388,,,28,,293,,1,,66,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",13,,,1,,10,,1,,1,,
"Comercio al por mayor (185)",7,,,2,,5,,,,,,
"Comercio al por menor (186)",368,,,25,,278,,,,65,,
"Hoteles y restaurantes (187)",543,,,20,9,409,,,,105,,
"Trans., almac. y comunicaciones (188)",16,,,,4,,,,5,7,,
"Intermediación financiera (189)",2,,,,1,1,,,,,,
"Activid.inmobil., empres. y alquileres (190)",6,,1,1,1,,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",6,,,3,2,,,,,1,,
"Enseñanza (192)",57,,57,,,,,,,,,
"Servicios sociales y de salud (193)",21,,3,13,1,,,,,4,,
"Otras activ. serv.comun.soc y personales (194)",32,,,2,,8,,,,22,,
"Hogares privados con servicio doméstico (195)",127,,,,,,,,,127,,
"Actividad economica no especificada (197)",67,,,3,6,,,,,,,58
