"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia LA MAR (000)",26558,23608,1435,498,1017
"Hombres (001)",19228,17132,996,331,769
"Mujeres (002)",7330,6476,439,167,248
"De 06 a 14 años (003)",871,807,54,6,4
"Hombres (004)",576,542,27,4,3
"Mujeres (005)",295,265,27,2,1
"De 15 a 29 años (006)",9340,8275,578,167,320
"Hombres (007)",6809,6062,411,112,224
"Mujeres (008)",2531,2213,167,55,96
"De 30 a 44 años (009)",9123,7865,520,239,499
"Hombres (010)",6577,5697,352,151,377
"Mujeres (011)",2546,2168,168,88,122
"De 45 a 64 años (012)",5677,5164,246,84,183
"Hombres (013)",4080,3692,172,62,154
"Mujeres (014)",1597,1472,74,22,29
"De 65 y más años (015)",1547,1497,37,2,11
"Hombres (016)",1186,1139,34,2,11
"Mujeres (017)",361,358,3,,
,,,,,
"URBANA (018)",12204,10279,905,382,638
"Hombres (019)",7964,6686,588,239,451
"Mujeres (020)",4240,3593,317,143,187
"De 06 a 14 años (021)",448,395,44,5,4
"Hombres (022)",274,245,23,3,3
"Mujeres (023)",174,150,21,2,1
"De 15 a 29 años (024)",4267,3592,359,126,190
"Hombres (025)",2775,2337,241,77,120
"Mujeres (026)",1492,1255,118,49,70
"De 30 a 44 años (027)",4413,3567,339,192,315
"Hombres (028)",2876,2315,220,116,225
"Mujeres (029)",1537,1252,119,76,90
"De 45 a 64 años (030)",2542,2216,147,58,121
"Hombres (031)",1672,1445,90,42,95
"Mujeres (032)",870,771,57,16,26
"De 65 y más años (033)",534,509,16,1,8
"Hombres (034)",367,344,14,1,8
"Mujeres (035)",167,165,2,,
,,,,,
"RURAL (036)",14354,13329,530,116,379
"Hombres (037)",11264,10446,408,92,318
"Mujeres (038)",3090,2883,122,24,61
"De 06 a 14 años (039)",423,412,10,1,
"Hombres (040)",302,297,4,1,
"Mujeres (041)",121,115,6,,
"De 15 a 29 años (042)",5073,4683,219,41,130
"Hombres (043)",4034,3725,170,35,104
"Mujeres (044)",1039,958,49,6,26
"De 30 a 44 años (045)",4710,4298,181,47,184
"Hombres (046)",3701,3382,132,35,152
"Mujeres (047)",1009,916,49,12,32
"De 45 a 64 años (048)",3135,2948,99,26,62
"Hombres (049)",2408,2247,82,20,59
"Mujeres (050)",727,701,17,6,3
"De 65 y más años (051)",1013,988,21,1,3
"Hombres (052)",819,795,20,1,3
"Mujeres (053)",194,193,1,,
