"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LAURICOCHA (000)",7915,7559,25,1156,1181,1121,1726,1299,750,301,356,32381
"De 12 a 14 años (001)",10,3,,2,1,,,,,,7,4
"De 15 a 19 años (002)",224,206,3,169,27,5,2,,,,18,246
"De 20 a 24 años (003)",798,685,4,353,238,69,20,1,,,113,1126
"De 25 a 29 años (004)",985,887,1,242,280,219,134,9,2,,98,2098
"De 30 a 34 años (005)",972,932,2,109,224,259,241,88,9,,40,3002
"De 35 a 39 años (006)",941,912,1,69,112,202,310,170,38,10,29,3772
"De 40 a 44 años (007)",824,816,3,36,57,101,273,199,112,35,8,4251
"De 45 a 49 años (008)",735,720,,31,58,54,196,203,132,46,15,4101
"De 50 y más años (009)",2426,2398,11,145,184,212,550,629,457,210,28,13781
"Sin nivel (010)",1231,1190,7,87,139,129,268,279,204,77,41,6290
"De 12 a 14 años (011)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (012)",9,9,,4,4,,1,,,,,16
"De 20 a 24 años (013)",40,33,1,15,10,3,4,,,,7,62
"De 25 a 29 años (014)",71,61,,15,17,16,9,4,,,10,161
"De 30 a 34 años (015)",73,65,,5,13,18,14,10,5,,8,250
"De 35 a 39 años (016)",94,92,1,6,15,12,20,26,8,4,2,433
"De 40 a 44 años (017)",95,94,1,2,6,11,23,21,23,7,1,548
"De 45 a 49 años (018)",100,98,,3,14,7,23,23,20,8,2,561
"De 50 y más años (019)",747,737,4,36,60,62,174,195,148,58,10,4258
"Educacion Inicial (020)",8,8,,,2,2,2,2,,,,32
"De 25 a 29 años (024)",3,3,,,1,1,1,,,,,9
"De 30 a 34 años (025)",2,2,,,1,,,1,,,,9
