"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ICA (000)",129879,274547,258247,,4969,94.1,1.8
"De 12 a 14 años (001)",9244,44,41,,8,93.2,18.2
"De 15 a 19 años (002)",16248,1825,1805,562,98.9,30.8,
"De 20 a 24 años (003)",16091,9207,9089,1288,98.7,14,
"De 25 a 29 años (004)",13908,15817,15636,1164,98.9,7.4,
"De 30 a 34 años (005)",12657,22202,21901,1051,98.6,4.7,
"De 35 a 39 años (006)",11775,26693,26154,660,98,2.5,
"De 40 a 44 años (007)",10406,28513,27676,208,97.1,0.7,
"De 45 a 49 años (008)",8776,27328,26260,28,96.1,0.1,
"De 50 y más años (009)",30774,142918,129685,,90.7,,
"Sin nivel (010)",3899,21791,18547,30,85.1,0.1,
"De 12 a 14 años (011)",42,,,,,,
"De 15 a 19 años (012)",67,4,4,1,100,25,
"De 20 a 24 años (013)",84,56,50,2,89.3,3.6,
"De 25 a 29 años (014)",84,95,95,6,100,6.3,
"De 30 a 34 años (015)",115,259,256,8,98.8,3.1,
"De 35 a 39 años (016)",154,404,394,9,97.5,2.2,
"De 40 a 44 años (017)",165,624,579,3,92.8,0.5,
"De 45 a 49 años (018)",193,958,898,1,93.7,0.1,
"De 50 y más años (019)",2995,19391,16271,,83.9,,
"Educacion Inicial (020)",95,94,93,5,98.9,5.3,
"De 12 a 14 años (021)",21,,,,,,
"De 15 a 19 años (022)",23,2,2,1,100,50,
"De 20 a 24 años (023)",10,7,7,,100,,
"De 25 a 29 años (024)",16,27,27,4,100,14.8,
"De 30 a 34 años (025)",12,30,30,,100,,
"De 35 a 39 años (026)",13,28,27,,96.4,,
"Primaria (030)",22088,89814,81905,426,91.2,0.5,
"De 12 a 14 años (031)",2848,13,13,3,100,23.1,
"De 15 a 19 años (032)",751,175,172,54,98.3,30.9,
"De 20 a 24 años (033)",659,779,769,91,98.7,11.7,
"De 25 a 29 años (034)",756,1498,1479,80,98.7,5.3,
"De 30 a 34 años (035)",947,2621,2557,101,97.6,3.9,
"De 35 a 39 años (036)",1084,3641,3520,58,96.7,1.6,
"De 40 a 44 años (037)",1321,5225,4962,31,95,0.6,
"De 45 a 49 años (038)",1450,6496,6119,8,94.2,0.1,
"De 50 y más años (039)",12272,69366,62314,,89.8,,
