"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia AREQUIPA (000)",692506,81373,140205,147769,117095,85892,120172
"Conviviente (001)",125971,1194,21815,48470,31592,13779,9121
"Separado(a) (002)",23046,108,1178,4427,6379,5468,5486
"Casado(a) (003)",219666,201,4354,35119,56033,51801,72158
"Viudo(a) (004)",25468,15,90,410,1192,2750,21011
"Divorciado(a) (005)",5585,,125,491,1191,1616,2162
"Soltero(a) (006)",292770,79855,112643,58852,20708,10478,10234
"Hombres (008)",328369,40828,68286,69417,53543,39567,56728
"Conviviente (009)",59932,601,7855,22356,16109,7689,5322
"Separado(a) (010)",6601,45,243,996,1731,1648,1938
"Casado(a) (011)",104666,117,1384,14122,25171,24646,39226
"Viudo(a) (012)",6603,7,31,85,260,584,5636
"Divorciado(a) (013)",2148,,55,175,457,585,876
"Soltero(a) (014)",148419,40058,58718,31683,9815,4415,3730
"Mujeres (016)",364137,40545,71919,78352,63552,46325,63444
"Conviviente (017)",66039,593,13960,26114,15483,6090,3799
"Separado(a) (018)",16445,63,935,3431,4648,3820,3548
"Casado(a) (019)",115000,84,2970,20997,30862,27155,32932
"Viudo(a) (020)",18865,8,59,325,932,2166,15375
"Divorciado(a) (021)",3437,,70,316,734,1031,1286
"Soltero(a) (022)",144351,39797,53925,27169,10893,6063,6504
,,,,,,,
"URBANA (024)",675754,79285,137115,144506,114316,83756,116776
"Conviviente (025)",121510,1170,21007,46862,30486,13259,8726
"Separado(a) (026)",22565,103,1147,4333,6257,5369,5356
"Casado(a) (027)",214584,200,4262,34463,54873,50610,70176
"Viudo(a) (028)",24756,14,87,401,1157,2666,20431
"Divorciado(a) (029)",5519,,124,487,1182,1602,2124
"Soltero(a) (030)",286820,77798,110488,57960,20361,10250,9963
"Hombres (032)",319243,39740,66591,67656,52050,38399,54807
"Conviviente (033)",57615,588,7573,21519,15481,7386,5068
"Separado(a) (034)",6423,43,243,975,1689,1594,1879
"Casado(a) (035)",101951,116,1358,13819,24582,24015,38061
"Viudo(a) (036)",6321,6,30,82,248,560,5395
"Divorciado(a) (037)",2117,,55,174,453,579,856
"Soltero(a) (038)",144816,38987,57332,31087,9597,4265,3548
"Mujeres (040)",356511,39545,70524,76850,62266,45357,61969
"Conviviente (041)",63895,582,13434,25343,15005,5873,3658
"Separado(a) (042)",16142,60,904,3358,4568,3775,3477
"Casado(a) (043)",112633,84,2904,20644,30291,26595,32115
"Viudo(a) (044)",18435,8,57,319,909,2106,15036
"Divorciado(a) (045)",3402,,69,313,729,1023,1268
"Soltero(a) (046)",142004,38811,53156,26873,10764,5985,6415
,,,,,,,
"RURAL (048)",16752,2088,3090,3263,2779,2136,3396
"Conviviente (049)",4461,24,808,1608,1106,520,395
"Separado(a) (050)",481,5,31,94,122,99,130
"Casado(a) (051)",5082,1,92,656,1160,1191,1982
"Viudo(a) (052)",712,1,3,9,35,84,580
"Divorciado(a) (053)",66,,1,4,9,14,38
"Soltero(a) (054)",5950,2057,2155,892,347,228,271
"Hombres (056)",9126,1088,1695,1761,1493,1168,1921
"Conviviente (057)",2317,13,282,837,628,303,254
"Separado(a) (058)",178,2,,21,42,54,59
"Casado(a) (059)",2715,1,26,303,589,631,1165
"Viudo(a) (060)",282,1,1,3,12,24,241
"Divorciado(a) (061)",31,,,1,4,6,20
"Soltero(a) (062)",3603,1071,1386,596,218,150,182
"Mujeres (064)",7626,1000,1395,1502,1286,968,1475
"Conviviente (065)",2144,11,526,771,478,217,141
"Separado(a) (066)",303,3,31,73,80,45,71
"Casado(a) (067)",2367,,66,353,571,560,817
"Viudo(a) (068)",430,,2,6,23,60,339
"Divorciado(a) (069)",35,,1,3,5,8,18
"Soltero(a) (070)",2347,986,769,296,129,78,89
