"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CARHUAZ (000)",12889,2208,49,5167,3273,416,861,262,653
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",49,1,,10,7,,17,,14
"Profes., científicos e intelectuales (002)",682,,,,18,52,224,49,339
"Técnicos de nivel medio ytrab.asimilados (003)",251,4,,16,56,19,104,19,33
"Jefes y empleados de oficina (004)",274,,,8,81,24,91,22,48
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",1094,134,6,310,352,76,115,37,64
"Agricult.trabaj. calif.agrop. y pesquros (006)",5025,1111,20,2757,988,42,58,16,33
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",600,35,1,182,226,50,66,18,22
"Obreros. construc., conf., papel, fab., instr (008)",786,24,2,209,369,47,69,31,35
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",3801,810,20,1583,1099,94,94,61,40
"Otra (010)",33,,,,3,3,12,1,14
"Ocupación no especificada (011)",294,89,,92,74,9,11,8,11
"Hombres (012)",9533,1170,26,4198,2696,294,535,186,428
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",41,,,10,7,,14,,10
"Profes., científicos e intelectuales (014)",391,,,,9,37,118,25,202
"Técnicos de nivel medio ytrab.asimilados (015)",175,1,,16,49,14,57,12,26
"Jefes y empleados de oficina (016)",163,,,5,56,16,42,18,26
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",411,15,1,108,160,33,41,18,35
"Agricult.trabaj. calif.agrop. y pesquros (018)",4534,847,15,2585,950,39,53,15,30
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",505,14,1,153,199,43,60,17,18
"Obreros. construc., conf., papel, fab., instr (020)",773,22,2,205,364,47,68,31,34
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",2416,259,7,1092,861,59,66,44,28
"Otra (022)",33,,,,3,3,12,1,14
"Ocupación no especificada (023)",91,12,,24,38,3,4,5,5
"Mujeres (024)",3356,1038,23,969,577,122,326,76,225
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",8,1,,,,,3,,4
"Profes., científicos e intelectuales (026)",291,,,,9,15,106,24,137
"Técnicos de nivel medio ytrab.asimilados (027)",76,3,,,7,5,47,7,7
"Jefes y empleados de oficina (028)",111,,,3,25,8,49,4,22
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",683,119,5,202,192,43,74,19,29
"Agricult.trabaj. calif.agrop. y pesquros (030)",491,264,5,172,38,3,5,1,3
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",95,21,,29,27,7,6,1,4
"Obreros. construc., conf., papel, fab., instr (032)",13,2,,4,5,,1,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",1385,551,13,491,238,35,28,17,12
"Ocupación no especificada (035)",203,77,,68,36,6,7,3,6
,,,,,,,,,
"URBANA (036)",5250,607,22,1505,1448,289,631,199,549
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",30,,,4,3,,11,,12
"Profes., científicos e intelectuales (038)",534,,,,9,31,165,42,287
