"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 20 a 24 años (023)",185,183,4,129,44,5,1,,,,2,236
"De 25 a 29 años (024)",218,212,1,97,68,30,16,,,,6,387
"De 30 a 34 años (025)",190,188,,58,50,47,31,2,,,2,447
"De 35 a 39 años (026)",169,168,,37,51,33,36,9,2,,1,472
"De 40 a 44 años (027)",134,134,,25,32,31,34,10,2,,,407
"De 45 a 49 años (028)",127,127,1,16,21,23,34,22,10,,,504
"De 50 y más años (029)",263,259,4,48,37,30,66,45,22,7,4,1054
"Casado(a) (030)",10241,10177,33,740,1385,1613,3201,2110,860,235,64,45798
"De 12 a 14 años (031)",3,,,,,,,,,,3,
"De 15 a 19 años (032)",71,61,1,37,16,6,1,,,,10,91
"De 20 a 24 años (033)",444,433,,156,160,88,26,3,,,11,865
"De 25 a 29 años (034)",965,959,3,128,282,284,235,24,3,,6,2701
"De 30 a 34 años (035)",1375,1370,3,97,243,329,533,147,16,2,5,5011
"De 35 a 39 años (036)",1408,1402,1,65,182,258,518,302,68,8,6,6086
"De 40 a 44 años (037)",1468,1466,4,50,134,153,513,419,164,29,2,7447
"De 45 a 49 años (038)",1228,1227,2,34,110,134,393,348,159,47,1,6468
"De 50 y más años (039)",3279,3259,19,173,258,361,982,867,450,149,20,17129
"Viudo(a) (040)",3054,3011,29,265,351,496,1009,595,211,55,43,13148
"De 15 a 19 años (042)",6,5,1,2,1,,1,,,,1,8
"De 20 a 24 años (043)",17,17,1,5,5,5,1,,,,,35
"De 25 a 29 años (044)",30,30,,5,5,16,3,1,,,,82
"De 30 a 34 años (045)",63,60,1,7,14,11,24,3,,,3,191
"De 35 a 39 años (046)",104,103,,10,11,18,45,14,5,,1,419
"De 40 a 44 años (047)",165,163,1,17,15,28,61,27,12,2,2,704
"De 45 a 49 años (048)",209,209,1,12,27,41,65,47,12,4,,928
"De 50 y más años (049)",2460,2424,24,207,273,377,809,503,182,49,36,10781
"Divorciado(a) (050)",132,130,,30,19,21,37,15,7,1,2,455
"De 15 a 19 años (052)",2,2,,2,,,,,,,,2
"De 20 a 24 años (053)",9,8,,6,1,1,,,,,1,11
"De 25 a 29 años (054)",8,8,,5,2,,1,,,,,13
"De 30 a 34 años (055)",17,17,,4,3,4,5,1,,,,51
"De 35 a 39 años (056)",15,15,,2,2,3,5,2,1,,,58
"De 40 a 44 años (057)",14,13,,,3,1,7,1,1,,1,54
"De 45 a 49 años (058)",11,11,,2,1,2,4,1,1,,,41
"De 50 y más años (059)",56,56,,9,7,10,15,10,4,1,,225
"Soltero(a) (060)",1665,1184,22,767,232,110,53,,,,481,1773
"De 12 a 14 años (061)",8,7,,6,1,,,,,,1,8
"De 15 a 19 años (062)",140,140,1,133,3,3,,,,,,148
"De 20 a 24 años (063)",438,236,3,191,37,4,1,,,,202,281
"De 25 a 29 años (064)",364,213,5,143,39,23,3,,,,151,302
"De 30 a 34 años (065)",206,162,1,90,43,16,12,,,,44,272
"De 35 a 39 años (066)",145,114,2,59,24,21,8,,,,31,202
"De 40 a 44 años (067)",96,81,1,35,28,8,9,,,,15,151
"De 45 a 49 años (068)",66,60,2,30,11,10,7,,,,6,110
"De 50 y más años (069)",202,171,7,80,46,25,13,,,,31,299
,,,,,,,,,,,,
"URBANA (080)",10560,10107,64,2235,1970,1647,2303,1275,478,135,453,34960
"De 12 a 14 años (081)",19,12,1,7,4,,,,,,7,15
"De 15 a 19 años (082)",384,353,6,306,29,9,3,,,,31,403
"De 20 a 24 años (083)",1213,1039,13,660,279,70,13,4,,,174,1506
"De 25 a 29 años (084)",1388,1271,8,477,411,254,114,6,1,,117,2587
"De 30 a 34 años (085)",1380,1345,4,281,361,330,305,60,3,1,35,3735
"De 35 a 39 años (086)",1229,1202,3,155,268,283,348,127,16,2,27,4027
"De 40 a 44 años (087)",1162,1150,4,89,183,188,390,200,83,13,12,4858
"De 45 a 49 años (088)",933,928,4,55,124,123,293,212,91,26,5,4383
"De 50 y más años (089)",2852,2807,21,205,311,390,837,666,284,93,45,13446
"Conviviente (090)",3234,3145,22,1085,823,524,467,175,38,11,89,7890
"De 12 a 14 años (091)",14,9,1,6,2,,,,,,5,10
"De 15 a 19 años (092)",265,238,4,201,28,4,1,,,,27,273
"De 20 a 24 años (093)",727,691,7,424,202,45,10,3,,,36,1022
"De 25 a 29 años (094)",729,720,2,250,261,143,59,4,1,,9,1486
"De 30 a 34 años (095)",577,576,2,128,165,149,109,22,1,,1,1524
"De 35 a 39 años (096)",387,383,2,43,94,96,117,30,1,,4,1228
"De 40 a 44 años (097)",226,225,2,15,34,42,81,37,12,2,1,920
"De 45 a 49 años (098)",143,141,,8,19,17,50,32,10,5,2,666
"De 50 y más años (099)",166,162,2,10,18,28,40,47,13,4,4,761
"Separado(a) (100)",749,739,5,228,166,119,137,57,21,6,10,2117
"De 12 a 14 años (101)",1,1,,,1,,,,,,,2
"De 15 a 19 años (102)",30,29,,28,1,,,,,,1,30
"De 20 a 24 años (103)",89,88,3,63,20,2,,,,,1,109
"De 25 a 29 años (104)",115,113,,52,35,17,9,,,,2,209
"De 30 a 34 años (105)",94,92,,24,21,28,18,1,,,2,235
"De 35 a 39 años (106)",103,102,,23,31,19,23,6,,,1,282
"De 40 a 44 años (107)",85,85,,14,21,23,22,4,1,,,252
"De 45 a 49 años (108)",78,78,1,6,13,10,23,17,8,,,340
"De 50 y más años (109)",154,151,1,18,23,20,42,29,12,6,3,658
"Casado(a) (110)",4264,4233,11,345,678,730,1245,805,325,94,31,18337
"De 12 a 14 años (111)",1,,,,,,,,,,1,
"De 15 a 19 años (112)",23,21,1,16,,3,1,,,,2,29
"De 20 a 24 años (113)",108,104,,49,33,20,1,1,,,4,185
"De 25 a 29 años (114)",299,296,1,76,97,75,45,2,,,3,696
"De 30 a 34 años (115)",540,536,1,64,136,134,162,36,2,1,4,1704
"De 35 a 39 años (116)",601,596,,38,123,145,186,88,14,2,5,2233
"De 40 a 44 años (117)",697,696,1,29,96,103,251,144,61,11,1,3200
"De 45 a 49 años (118)",562,562,1,16,67,68,183,142,66,19,,2840
"De 50 y más años (119)",1433,1422,6,57,126,182,416,392,182,61,11,7450
"Viudo(a) (120)",1168,1155,9,82,136,187,395,232,91,23,13,5210
"De 15 a 19 años (122)",2,1,,,,,1,,,,1,4
"De 20 a 24 años (123)",6,6,1,4,,,1,,,,,9
"De 25 a 29 años (124)",5,5,,1,1,3,,,,,,12
"De 30 a 34 años (125)",22,22,,3,8,5,5,1,,,,60
"De 35 a 39 años (126)",38,37,,5,3,10,15,3,1,,1,137
"De 40 a 44 años (127)",72,70,,4,6,14,24,14,8,,2,324
"De 45 a 49 años (128)",90,90,1,,13,19,28,20,7,2,,418
"De 50 y más años (129)",933,924,7,65,105,136,321,194,75,21,9,4246
"Divorciado(a) (130)",70,68,,14,14,12,18,6,3,1,2,230
"De 15 a 19 años (132)",1,1,,1,,,,,,,,1
"De 20 a 24 años (133)",5,4,,2,1,1,,,,,1,7
"De 25 a 29 años (134)",1,1,,,1,,,,,,,2
"De 30 a 34 años (135)",10,10,,1,3,2,4,,,,,31
"De 35 a 39 años (136)",5,5,,2,1,1,1,,,,,11
"De 40 a 44 años (137)",8,7,,,2,,3,1,1,,1,33
"De 45 a 49 años (138)",10,10,,2,1,2,4,1,,,,33
"De 50 y más años (139)",30,30,,6,5,6,6,4,2,1,,112
"Soltero(a) (140)",1075,767,17,481,153,75,41,,,,308,1176
"De 12 a 14 años (141)",3,2,,1,1,,,,,,1,3
"De 15 a 19 años (142)",63,63,1,60,,2,,,,,,66
"De 20 a 24 años (143)",278,146,2,118,23,2,1,,,,132,174
"De 25 a 29 años (144)",239,136,5,98,16,16,1,,,,103,182
"De 30 a 34 años (145)",137,109,1,61,28,12,7,,,,28,181
"De 35 a 39 años (146)",95,79,1,44,16,12,6,,,,16,136
"De 40 a 44 años (147)",74,67,1,27,24,6,9,,,,7,129
"De 45 a 49 años (148)",50,47,1,23,11,7,5,,,,3,86
"De 50 y más años (149)",136,118,5,49,34,18,12,,,,18,219
,,,,,,,,,,,,
"RURAL (160)",12150,11835,68,2164,1925,1766,3153,1867,711,181,315,45070
"De 12 a 14 años (161)",19,11,2,9,,,,,,,8,9
"De 15 a 19 años (162)",560,523,4,442,69,7,1,,,,37,605
"De 20 a 24 años (163)",1483,1381,5,701,474,153,45,3,,,102,2312
"De 25 a 29 años (164)",1579,1517,5,303,495,405,278,28,3,,62,3871
"De 30 a 34 años (165)",1461,1438,4,159,250,326,538,142,17,2,23,5051
"De 35 a 39 años (166)",1278,1260,4,90,136,205,486,262,71,6,18,5472
"De 40 a 44 años (167)",1115,1104,5,64,80,106,379,327,120,23,11,5588
"De 45 a 49 años (168)",939,935,3,54,80,111,291,260,106,30,4,4716
"De 50 y más años (169)",3716,3666,36,342,341,453,1135,845,394,120,50,17446
"Conviviente (170)",3010,2938,16,1023,775,450,471,159,37,7,72,7366
"De 12 a 14 años (171)",11,5,2,3,,,,,,,6,3
"De 15 a 19 años (172)",374,346,3,295,44,3,1,,,,28,396
"De 20 a 24 años (173)",876,852,3,450,304,75,19,1,,,24,1368
"De 25 a 29 años (174)",653,646,2,152,249,163,75,5,,,7,1487
"De 30 a 34 años (175)",413,410,1,56,93,100,129,27,3,1,3,1290
"De 35 a 39 años (176)",279,277,2,29,40,59,105,32,10,,2,1034
"De 40 a 44 años (177)",174,172,1,11,17,31,64,33,12,3,2,763
"De 45 a 49 años (178)",88,88,1,7,15,7,31,22,5,,,382
"De 50 y más años (179)",142,142,1,20,13,12,47,39,7,3,,643
"Separado(a) (180)",625,618,5,261,144,80,81,31,15,1,7,1483
"De 12 a 14 años (181)",1,1,,1,,,,,,,,1
"De 15 a 19 años (182)",56,55,,50,5,,,,,,1,60
"De 20 a 24 años (183)",96,95,1,66,24,3,1,,,,1,127
"De 25 a 29 años (184)",103,99,1,45,33,13,7,,,,4,178
"De 30 a 34 años (185)",96,96,,34,29,19,13,1,,,,212
"De 35 a 39 años (186)",66,66,,14,20,14,13,3,2,,,190
"De 40 a 44 años (187)",49,49,,11,11,8,12,6,1,,,155
"De 45 a 49 años (188)",49,49,,10,8,13,11,5,2,,,164
"De 50 y más años (189)",109,108,3,30,14,10,24,16,10,1,1,396
"Casado(a) (190)",5977,5944,22,395,707,883,1956,1305,535,141,33,27461
"De 12 a 14 años (191)",2,,,,,,,,,,2,
"De 15 a 19 años (192)",48,40,,21,16,3,,,,,8,62
"De 20 a 24 años (193)",336,329,,107,127,68,25,2,,,7,680
"De 25 a 29 años (194)",666,663,2,52,185,209,190,22,3,,3,2005
"De 30 a 34 años (195)",835,834,2,33,107,195,371,111,14,1,1,3307
"De 35 a 39 años (196)",807,806,1,27,59,113,332,214,54,6,1,3853
"De 40 a 44 años (197)",771,770,3,21,38,50,262,275,103,18,1,4247
"De 45 a 49 años (198)",666,665,1,18,43,66,210,206,93,28,1,3628
"De 50 y más años (199)",1846,1837,13,116,132,179,566,475,268,88,9,9679
"Viudo(a) (200)",1886,1856,20,183,215,309,614,363,120,32,30,7938
"De 15 a 19 años (202)",4,4,1,2,1,,,,,,,4
"De 20 a 24 años (203)",11,11,,1,5,5,,,,,,26
"De 25 a 29 años (204)",25,25,,4,4,13,3,1,,,,70
"De 30 a 34 años (205)",41,38,1,4,6,6,19,2,,,3,131
"De 35 a 39 años (206)",66,66,,5,8,8,30,11,4,,,282
"De 40 a 44 años (207)",93,93,1,13,9,14,37,13,4,2,,380
"De 45 a 49 años (208)",119,119,,12,14,22,37,27,5,2,,510
"De 50 y más años (209)",1527,1500,17,142,168,241,488,309,107,28,27,6535
"Divorciado(a) (210)",62,62,,16,5,9,19,9,4,,,225
"De 15 a 19 años (212)",1,1,,1,,,,,,,,1
"De 20 a 24 años (213)",4,4,,4,,,,,,,,4
"De 25 a 29 años (214)",7,7,,5,1,,1,,,,,11
"De 30 a 34 años (215)",7,7,,3,,2,1,1,,,,20
"De 35 a 39 años (216)",10,10,,,1,2,4,2,1,,,47
"De 40 a 44 años (217)",6,6,,,1,1,4,,,,,21
"De 45 a 49 años (218)",1,1,,,,,,,1,,,8
"De 50 y más años (219)",26,26,,3,2,4,9,6,2,,,113
"Soltero(a) (220)",590,417,5,286,79,35,12,,,,173,597
"De 12 a 14 años (221)",5,5,,5,,,,,,,,5
"De 15 a 19 años (222)",77,77,,73,3,1,,,,,,82
"De 20 a 24 años (223)",160,90,1,73,14,2,,,,,70,107
"De 25 a 29 años (224)",125,77,,45,23,7,2,,,,48,120
"De 30 a 34 años (225)",69,53,,29,15,4,5,,,,16,91
"De 35 a 39 años (226)",50,35,1,15,8,9,2,,,,15,66
"De 40 a 44 años (227)",22,14,,8,4,2,,,,,8,22
"De 45 a 49 años (228)",16,13,1,7,,3,2,,,,3,24
"De 50 y más años (229)",66,53,2,31,12,7,1,,,,13,80
