"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SAN ROMAN (000)",182249,27935,41700,41014,31208,20058,20334
"Conviviente (001)",48939,528,10075,20840,11788,3984,1724
"Separado(a) (002)",5193,25,437,1310,1541,1090,790
"Casado(a) (003)",47716,66,822,7457,14373,12634,12364
"Viudo(a) (004)",6422,3,35,214,569,1090,4511
"Divorciado(a) (005)",629,,26,68,153,187,195
"Soltero(a) (006)",73350,27313,30305,11125,2784,1073,750
"Hombres (008)",88450,14131,20546,19267,14796,9764,9946
"Conviviente (009)",23128,237,3524,9727,6273,2292,1075
"Separado(a) (010)",1136,11,66,216,351,266,226
"Casado(a) (011)",23097,34,274,2880,6558,6384,6967
"Viudo(a) (012)",1724,,11,44,118,274,1277
"Divorciado(a) (013)",256,,11,24,51,86,84
"Soltero(a) (014)",39109,13849,16660,6376,1445,462,317
"Mujeres (016)",93799,13804,21154,21747,16412,10294,10388
"Conviviente (017)",25811,291,6551,11113,5515,1692,649
"Separado(a) (018)",4057,14,371,1094,1190,824,564
"Casado(a) (019)",24619,32,548,4577,7815,6250,5397
"Viudo(a) (020)",4698,3,24,170,451,816,3234
"Divorciado(a) (021)",373,,15,44,102,101,111
"Soltero(a) (022)",34241,13464,13645,4749,1339,611,433
,,,,,,,
"URBANA (024)",167225,25636,38962,38646,29141,18279,16561
"Conviviente (025)",45900,503,9365,19727,11099,3698,1508
"Separado(a) (026)",4779,25,388,1217,1459,1017,673
"Casado(a) (027)",42692,63,747,6917,13355,11476,10134
"Viudo(a) (028)",5164,2,35,195,515,947,3470
"Divorciado(a) (029)",593,,26,67,141,182,177
"Soltero(a) (030)",68097,25043,28401,10523,2572,959,599
"Hombres (032)",81445,12991,19232,18146,13860,8999,8217
"Conviviente (033)",21693,229,3266,9179,5920,2147,952
"Separado(a) (034)",1071,11,65,206,336,254,199
"Casado(a) (035)",20639,32,247,2649,6099,5846,5766
"Viudo(a) (036)",1357,,11,38,107,242,959
"Divorciado(a) (037)",239,,11,24,46,83,75
"Soltero(a) (038)",36446,12719,15632,6050,1352,427,266
"Mujeres (040)",85780,12645,19730,20500,15281,9280,8344
"Conviviente (041)",24207,274,6099,10548,5179,1551,556
"Separado(a) (042)",3708,14,323,1011,1123,763,474
"Casado(a) (043)",22053,31,500,4268,7256,5630,4368
"Viudo(a) (044)",3807,2,24,157,408,705,2511
"Divorciado(a) (045)",354,,15,43,95,99,102
"Soltero(a) (046)",31651,12324,12769,4473,1220,532,333
,,,,,,,
"RURAL (048)",15024,2299,2738,2368,2067,1779,3773
"Conviviente (049)",3039,25,710,1113,689,286,216
"Separado(a) (050)",414,,49,93,82,73,117
"Casado(a) (051)",5024,3,75,540,1018,1158,2230
"Viudo(a) (052)",1258,1,,19,54,143,1041
"Divorciado(a) (053)",36,,,1,12,5,18
"Soltero(a) (054)",5253,2270,1904,602,212,114,151
"Hombres (056)",7005,1140,1314,1121,936,765,1729
"Conviviente (057)",1435,8,258,548,353,145,123
"Separado(a) (058)",65,,1,10,15,12,27
"Casado(a) (059)",2458,2,27,231,459,538,1201
"Viudo(a) (060)",367,,,6,11,32,318
"Divorciado(a) (061)",17,,,,5,3,9
"Soltero(a) (062)",2663,1130,1028,326,93,35,51
"Mujeres (064)",8019,1159,1424,1247,1131,1014,2044
"Conviviente (065)",1604,17,452,565,336,141,93
"Separado(a) (066)",349,,48,83,67,61,90
"Casado(a) (067)",2566,1,48,309,559,620,1029
"Viudo(a) (068)",891,1,,13,43,111,723
"Divorciado(a) (069)",19,,,1,7,2,9
"Soltero(a) (070)",2590,1140,876,276,119,79,100
