"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia MARISCAL LUZURIAGA (000)",23292,22676,512,104
"Hombres (001)",11416,11228,142,46
"Mujeres (002)",11876,11448,370,58
"Menores de 1 año (003)",480,418,26,36
"Hombres (004)",241,213,14,14
"Mujeres (005)",239,205,12,22
"De 1 a 5 años (006)",2915,2832,28,55
"Hombres (007)",1437,1398,11,28
"Mujeres (008)",1478,1434,17,27
"De 6 a 14 años (009)",5623,5616,6,1
"Hombres (010)",2868,2865,3,
"Mujeres (011)",2755,2751,3,1
"De 15 a 29 años (012)",5556,5534,21,1
"Hombres (013)",2792,2785,7,
"Mujeres (014)",2764,2749,14,1
"De 30 a 44 años (015)",3645,3611,33,1
"Hombres (016)",1776,1766,9,1
"Mujeres (017)",1869,1845,24,
"De 45 a 64 años (018)",3167,3066,100,1
"Hombres (019)",1476,1446,30,
"Mujeres (020)",1691,1620,70,1
"De 65 a más años (021)",1906,1599,298,9
"Hombres (022)",826,755,68,3
"Mujeres (023)",1080,844,230,6
,,,,
"URBANA (024)",2871,2823,39,9
"Hombres (025)",1448,1437,8,3
"Mujeres (026)",1423,1386,31,6
"Menores de 1 año (027)",45,40,2,3
"Hombres (028)",27,24,1,2
"Mujeres (029)",18,16,1,1
"De 1 a 5 años (030)",263,254,5,4
"Hombres (031)",135,131,3,1
"Mujeres (032)",128,123,2,3
"De 6 a 14 años (033)",606,605,1,
"Hombres (034)",308,308,,
"Mujeres (035)",298,297,1,
"De 15 a 29 años (036)",670,669,1,
"Hombres (037)",334,334,,
"Mujeres (038)",336,335,1,
"De 30 a 44 años (039)",616,615,1,
"Hombres (040)",324,324,,
"Mujeres (041)",292,291,1,
"De 45 a 64 años (042)",435,428,7,
"Hombres (043)",218,218,,
"Mujeres (044)",217,210,7,
"De 65 a más años (045)",236,212,22,2
"Hombres (046)",102,98,4,
"Mujeres (047)",134,114,18,2
,,,,
"RURAL (048)",20421,19853,473,95
"Hombres (049)",9968,9791,134,43
"Mujeres (050)",10453,10062,339,52
"Menores de 1 año (051)",435,378,24,33
"Hombres (052)",214,189,13,12
"Mujeres (053)",221,189,11,21
"De 1 a 5 años (054)",2652,2578,23,51
"Hombres (055)",1302,1267,8,27
"Mujeres (056)",1350,1311,15,24
"De 6 a 14 años (057)",5017,5011,5,1
"Hombres (058)",2560,2557,3,
"Mujeres (059)",2457,2454,2,1
"De 15 a 29 años (060)",4886,4865,20,1
"Hombres (061)",2458,2451,7,
"Mujeres (062)",2428,2414,13,1
"De 30 a 44 años (063)",3029,2996,32,1
"Hombres (064)",1452,1442,9,1
"Mujeres (065)",1577,1554,23,
"De 45 a 64 años (066)",2732,2638,93,1
"Hombres (067)",1258,1228,30,
"Mujeres (068)",1474,1410,63,1
"De 65 a más años (069)",1670,1387,276,7
"Hombres (070)",724,657,64,3
"Mujeres (071)",946,730,212,4
