"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SATIPO (000)",178656,10724,26050,24565,21050,36744,24934,29634,4955
"Sin nivel (001)",28604,10724,4734,391,508,1773,2291,5961,2222
"Educación inicial (002)",4559,,4360,74,32,49,44,,
"Primaria (003)",75894,,16956,17790,4814,10577,9812,13800,2145
"Secundaria (004)",57523,,,6310,14761,19386,9394,7208,464
"Superior no univ. incompleto (005)",3428,,,,617,1738,652,407,14
"Superior no univ. completo (006)",2855,,,,,1236,949,651,19
"Superior univ. incompleto (007)",2136,,,,318,958,448,390,22
"Superior univ. completo (008)",3657,,,,,1027,1344,1217,69
"Hombres (010)",96093,5505,13224,12922,11374,19971,13345,16787,2965
"Sin nivel (011)",12572,5505,2458,187,209,636,721,1944,912
"Educación inicial (012)",2311,,2229,39,16,21,6,,
"Primaria (013)",39976,,8537,9369,2503,5095,4837,8052,1583
"Secundaria (014)",34414,,,3327,8202,11657,5881,4966,381
"Superior no univ. incompleto (015)",1927,,,,298,935,392,290,12
"Superior no univ. completo (016)",1535,,,,,599,506,418,12
"Superior univ. incompleto (017)",1246,,,,146,504,284,296,16
"Superior univ. completo (018)",2112,,,,,524,718,821,49
"Mujeres (020)",82563,5219,12826,11643,9676,16773,11589,12847,1990
"Sin nivel (021)",16032,5219,2276,204,299,1137,1570,4017,1310
"Educación inicial (022)",2248,,2131,35,16,28,38,,
"Primaria (023)",35918,,8419,8421,2311,5482,4975,5748,562
"Secundaria (024)",23109,,,2983,6559,7729,3513,2242,83
"Superior no univ. incompleto (025)",1501,,,,319,803,260,117,2
"Superior no univ. completo (026)",1320,,,,,637,443,233,7
"Superior univ. incompleto (027)",890,,,,172,454,164,94,6
"Superior univ. completo (028)",1545,,,,,503,626,396,20
,,,,,,,,,
"URBANA (030)",50236,2240,6060,6737,6170,10127,7674,9675,1553
"Sin nivel (031)",4563,2240,617,46,27,113,209,822,489
"Educación inicial (032)",1380,,1300,36,8,17,19,,
"Primaria (033)",16201,,4143,4148,566,1259,1789,3548,748
"Secundaria (034)",20040,,,2507,5021,5633,3312,3345,222
