"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia OYON (000)",7749,1581,2821,2459,85,475,76,252
"Agric., ganadería, caza y silvicultura (001)",2067,10,463,1211,37,346,,
"Pesca (002)",14,1,10,3,,,,
"Explotación de minas y canteras (003)",1735,390,1327,13,5,,,
"Industrias manufactureras (004)",262,15,116,116,5,10,,
"Suministro de electricidad, gas y agua (005)",10,2,8,,,,,
"Construcción (006)",390,25,286,73,5,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",700,72,58,497,11,62,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",83,10,38,31,3,1,,
"Comercio al por mayor (009)",24,3,1,16,,4,,
"Comercio al por menor (010)",593,59,19,450,8,57,,
"Hoteles y restaurantes (011)",392,123,41,206,4,18,,
"Trans., almac. y comunicaciones (012)",329,76,100,143,5,5,,
"Intermediación financiera (013)",3,3,,,,,,
"Activid.inmobil., empres. y alquileres (014)",153,99,32,18,3,1,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",164,141,23,,,,,
"Enseñanza (016)",415,384,,31,,,,
"Servicios sociales y de salud (017)",50,38,2,9,1,,,
"Otras activ. serv.comun.soc y personales (018)",176,56,43,75,1,1,,
"Hogares privados con servicio doméstico (019)",76,,,,,,76,
"Actividad economica no especificada (021)",561,146,312,64,8,31,,
"Desocupado (022)",252,,,,,,,252
"Hombres (023)",5776,1057,2541,1693,66,211,7,201
"Agric., ganadería, caza y silvicultura (024)",1517,8,301,996,32,180,,
"Pesca (025)",12,,9,3,,,,
"Explotación de minas y canteras (026)",1675,350,1307,13,5,,,
"Industrias manufactureras (027)",220,11,108,89,5,7,,
"Suministro de electricidad, gas y agua (028)",10,2,8,,,,,
"Construcción (029)",384,25,280,73,5,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",355,45,56,234,6,14,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",79,9,38,29,2,1,,
"Comercio al por mayor (032)",18,2,1,14,,1,,
"Comercio al por menor (033)",258,34,17,191,4,12,,
"Hoteles y restaurantes (034)",132,52,24,55,,1,,
"Trans., almac. y comunicaciones (035)",307,64,100,136,4,3,,
"Intermediación financiera (036)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (037)",110,64,28,15,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",121,104,17,,,,,
"Enseñanza (039)",194,180,,14,,,,
"Servicios sociales y de salud (040)",17,10,1,5,1,,,
"Otras activ. serv.comun.soc y personales (041)",87,28,34,24,1,,,
"Hogares privados con servicio doméstico (042)",7,,,,,,7,
"Actividad economica no especificada (044)",426,113,268,36,4,5,,
"Desocupado (045)",201,,,,,,,201
"Mujeres (046)",1973,524,280,766,19,264,69,51
"Agric., ganadería, caza y silvicultura (047)",550,2,162,215,5,166,,
"Pesca (048)",2,1,1,,,,,
"Explotación de minas y canteras (049)",60,40,20,,,,,
"Industrias manufactureras (050)",42,4,8,27,,3,,
"Construcción (052)",6,,6,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",345,27,2,263,5,48,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",4,1,,2,1,,,
"Comercio al por mayor (055)",6,1,,2,,3,,
"Comercio al por menor (056)",335,25,2,259,4,45,,
"Hoteles y restaurantes (057)",260,71,17,151,4,17,,
"Trans., almac. y comunicaciones (058)",22,12,,7,1,2,,
"Intermediación financiera (059)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (060)",43,35,4,3,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",43,37,6,,,,,
"Enseñanza (062)",221,204,,17,,,,
"Servicios sociales y de salud (063)",33,28,1,4,,,,
"Otras activ. serv.comun.soc y personales (064)",89,28,9,51,,1,,
"Hogares privados con servicio doméstico (065)",69,,,,,,69,
"Actividad economica no especificada (067)",135,33,44,28,4,26,,
,,,,,,,,
"URBANA (068)",4306,948,1312,1583,45,196,56,166
"Agric., ganadería, caza y silvicultura (069)",922,7,201,591,13,110,,
"Pesca (070)",7,1,5,1,,,,
"Explotación de minas y canteras (071)",625,60,557,7,1,,,
"Industrias manufactureras (072)",188,7,77,91,5,8,,
"Suministro de electricidad, gas y agua (073)",8,2,6,,,,,
"Construcción (074)",288,11,216,56,5,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",574,53,40,423,7,51,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",60,3,27,27,2,1,,
"Comercio al por mayor (077)",20,3,1,13,,3,,
"Comercio al por menor (078)",494,47,12,383,5,47,,
"Hoteles y restaurantes (079)",305,102,24,163,4,12,,
"Trans., almac. y comunicaciones (080)",251,61,62,121,4,3,,
"Intermediación financiera (081)",3,3,,,,,,
"Activid.inmobil., empres. y alquileres (082)",118,75,23,17,2,1,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",152,134,18,,,,,
"Enseñanza (084)",339,315,,24,,,,
"Servicios sociales y de salud (085)",44,35,2,6,1,,,
"Otras activ. serv.comun.soc y personales (086)",125,47,19,57,1,1,,
"Hogares privados con servicio doméstico (087)",56,,,,,,56,
"Actividad economica no especificada (089)",135,35,62,26,2,10,,
"Desocupado (090)",166,,,,,,,166
"Hombres (091)",2992,542,1185,1021,31,80,4,129
"Agric., ganadería, caza y silvicultura (092)",683,5,139,472,9,58,,
"Pesca (093)",6,,5,1,,,,
"Explotación de minas y canteras (094)",612,54,550,7,1,,,
"Industrias manufactureras (095)",160,4,70,75,5,6,,
"Suministro de electricidad, gas y agua (096)",8,2,6,,,,,
"Construcción (097)",282,11,210,56,5,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",279,32,38,194,4,11,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",58,3,27,25,2,1,,
"Comercio al por mayor (100)",16,2,1,12,,1,,
"Comercio al por menor (101)",205,27,10,157,2,9,,
"Hoteles y restaurantes (102)",106,43,16,46,,1,,
"Trans., almac. y comunicaciones (103)",235,52,62,115,3,3,,
"Intermediación financiera (104)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (105)",78,42,20,14,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",111,98,13,,,,,
"Enseñanza (107)",157,147,,10,,,,
"Servicios sociales y de salud (108)",15,10,1,3,1,,,
"Otras activ. serv.comun.soc y personales (109)",49,21,12,15,1,,,
"Hogares privados con servicio doméstico (110)",4,,,,,,4,
"Actividad economica no especificada (112)",77,20,43,13,,1,,
"Desocupado (113)",129,,,,,,,129
"Mujeres (114)",1314,406,127,562,14,116,52,37
"Agric., ganadería, caza y silvicultura (115)",239,2,62,119,4,52,,
"Pesca (116)",1,1,,,,,,
"Explotación de minas y canteras (117)",13,6,7,,,,,
"Industrias manufactureras (118)",28,3,7,16,,2,,
"Construcción (120)",6,,6,,,,,
