"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia BAGUA (000)",24147,66104,60316,,1517,91.2,2.3
"De 12 a 14 años (001)",2728,22,20,,5,90.9,22.7
"De 15 a 19 años (002)",3533,921,896,242,97.3,26.3,
"De 20 a 24 años (003)",3078,3410,3343,404,98,11.8,
"De 25 a 29 años (004)",2828,5890,5772,367,98,6.2,
"De 30 a 34 años (005)",2358,6658,6426,239,96.5,3.6,
"De 35 a 39 años (006)",2362,8745,8370,181,95.7,2.1,
"De 40 a 44 años (007)",1854,7993,7495,67,93.8,0.8,
"De 45 a 49 años (008)",1499,7455,6851,12,91.9,0.2,
"De 50 y más años (009)",3907,25010,21143,,84.5,,
"Conviviente (010)",9560,31998,29830,1131,93.2,3.5,
"De 12 a 14 años (011)",65,7,7,1,100,14.3,
"De 15 a 19 años (012)",911,719,699,186,97.2,25.9,
"De 20 a 24 años (013)",1695,2598,2551,312,98.2,12,
"De 25 a 29 años (014)",1731,4349,4265,283,98.1,6.5,
"De 30 a 34 años (015)",1331,4365,4208,162,96.4,3.7,
"De 35 a 39 años (016)",1206,5118,4902,128,95.8,2.5,
"De 40 a 44 años (017)",865,4190,3923,48,93.6,1.1,
"De 45 a 49 años (018)",645,3642,3321,11,91.2,0.3,
"De 50 y más años (019)",1111,7010,5954,,84.9,,
"Separado(a) (020)",1273,4062,3716,78,91.5,1.9,
"De 12 a 14 años (021)",4,4,4,2,100,50,
"De 15 a 19 años (022)",89,84,82,24,97.6,28.6,
"De 20 a 24 años (023)",162,216,212,30,98.1,13.9,
"De 25 a 29 años (024)",176,323,315,11,97.5,3.4,
"De 30 a 34 años (025)",145,344,338,6,98.3,1.7,
"De 35 a 39 años (026)",161,514,489,3,95.1,0.6,
"De 40 a 44 años (027)",122,466,431,2,92.5,0.4,
"De 45 a 49 años (028)",113,441,419,,95,,
"De 50 y más años (029)",301,1670,1426,,85.4,,
"Casado(a) (030)",4914,22059,20068,226,91,1,
"De 12 a 14 años (031)",3,,,,,,
"De 15 a 19 años (032)",55,46,45,10,97.8,21.7,
"De 20 a 24 años (033)",292,409,397,37,97.1,9,
"De 25 a 29 años (034)",456,1008,986,59,97.8,5.9,
"De 30 a 34 años (035)",597,1702,1643,61,96.5,3.6,
"De 35 a 39 años (036)",736,2674,2568,44,96,1.6,
