"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUAYTARA (000)",8156,1007,2251,3435,53,1342,68
"Agric., ganadería, caza y silvicultura (001)",4440,11,528,2615,30,1256,
"Pesca (002)",1,,,1,,,
"Explotación de minas y canteras (003)",1104,80,1008,11,5,,
"Industrias manufactureras (004)",98,5,31,57,1,4,
"Suministro de electricidad, gas y agua (005)",15,4,10,1,,,
"Construcción (006)",469,18,389,55,5,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",440,16,23,357,4,40,
"Venta, mant.y rep. veh.autom y motoc. (008)",32,3,21,8,,,
"Comercio al por mayor (009)",16,1,,14,,1,
"Comercio al por menor (010)",392,12,2,335,4,39,
"Hoteles y restaurantes (011)",154,21,35,93,2,3,
"Trans., almac. y comunicaciones (012)",154,29,50,74,1,,
"Intermediación financiera (013)",3,2,1,,,,
"Activid.inmobil., empres. y alquileres (014)",108,92,6,10,,,
"Admin.pub. y defensa; p. segur soc.afil (015)",271,164,107,,,,
"Enseñanza (016)",459,415,,44,,,
"Servicios sociales y de salud (017)",105,96,,8,,1,
"Otras activ. serv.comun.soc y personales (018)",45,20,4,17,,4,
"Hogares privados con servicio doméstico (019)",68,,,,,,68
"Organiz. y organos extraterritoriales (020)",2,2,,,,,
"Actividad economica no especificada (021)",220,32,59,92,5,32,
"Hombres (022)",5868,617,2083,2478,33,651,6
"Agric., ganadería, caza y silvicultura (023)",3065,11,421,1992,19,622,
"Pesca (024)",1,,,1,,,
"Explotación de minas y canteras (025)",1087,71,1000,11,5,,
"Industrias manufactureras (026)",84,3,28,49,1,3,
"Suministro de electricidad, gas y agua (027)",15,4,10,1,,,
"Construcción (028)",458,18,379,55,4,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",233,11,23,187,1,11,
"Venta, mant.y rep. veh.autom y motoc. (030)",32,3,21,8,,,
"Comercio al por mayor (031)",10,1,,9,,,
"Comercio al por menor (032)",191,7,2,170,1,11,
"Hoteles y restaurantes (033)",38,6,10,21,,1,
"Trans., almac. y comunicaciones (034)",148,25,49,73,1,,
"Intermediación financiera (035)",2,1,1,,,,
"Activid.inmobil., empres. y alquileres (036)",90,75,6,9,,,
"Admin.pub. y defensa; p. segur soc.afil (037)",219,120,99,,,,
"Enseñanza (038)",209,191,,18,,,
"Servicios sociales y de salud (039)",50,42,,7,,1,
"Otras activ. serv.comun.soc y personales (040)",30,15,3,11,,1,
"Hogares privados con servicio doméstico (041)",6,,,,,,6
"Organiz. y organos extraterritoriales (042)",2,2,,,,,
"Actividad economica no especificada (043)",131,22,54,43,2,10,
"Mujeres (044)",2288,390,168,957,20,691,62
"Agric., ganadería, caza y silvicultura (045)",1375,,107,623,11,634,
"Explotación de minas y canteras (047)",17,9,8,,,,
"Industrias manufactureras (048)",14,2,3,8,,1,
"Construcción (050)",11,,10,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",207,5,,170,3,29,
"Comercio al por mayor (053)",6,,,5,,1,
"Comercio al por menor (054)",201,5,,165,3,28,
"Hoteles y restaurantes (055)",116,15,25,72,2,2,
"Trans., almac. y comunicaciones (056)",6,4,1,1,,,
"Intermediación financiera (057)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (058)",18,17,,1,,,
"Admin.pub. y defensa; p. segur soc.afil (059)",52,44,8,,,,
"Enseñanza (060)",250,224,,26,,,
"Servicios sociales y de salud (061)",55,54,,1,,,
"Otras activ. serv.comun.soc y personales (062)",15,5,1,6,,3,
"Hogares privados con servicio doméstico (063)",62,,,,,,62
"Actividad economica no especificada (065)",89,10,5,49,3,22,
,,,,,,,
"URBANA (066)",2366,565,503,999,20,237,42
"Agric., ganadería, caza y silvicultura (067)",980,11,181,591,9,188,
"Explotación de minas y canteras (069)",77,9,65,2,1,,
"Industrias manufactureras (070)",37,3,12,19,,3,
"Suministro de electricidad, gas y agua (071)",9,3,5,1,,,
"Construcción (072)",188,6,153,27,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",236,12,2,194,3,25,
"Venta, mant.y rep. veh.autom y motoc. (074)",6,2,1,3,,,
"Comercio al por mayor (075)",9,1,,8,,,
"Comercio al por menor (076)",221,9,1,183,3,25,
"Hoteles y restaurantes (077)",71,7,8,55,1,,
"Trans., almac. y comunicaciones (078)",76,15,16,44,1,,
"Activid.inmobil., empres. y alquileres (080)",40,31,2,7,,,
"Admin.pub. y defensa; p. segur soc.afil (081)",167,123,44,,,,
"Enseñanza (082)",277,253,,24,,,
"Servicios sociales y de salud (083)",74,67,,6,,1,
"Otras activ. serv.comun.soc y personales (084)",21,9,2,6,,4,
"Hogares privados con servicio doméstico (085)",42,,,,,,42
"Organiz. y organos extraterritoriales (086)",2,2,,,,,
"Actividad economica no especificada (087)",69,14,13,23,4,15,
"Hombres (088)",1559,328,459,668,10,92,2
"Agric., ganadería, caza y silvicultura (089)",695,11,159,442,5,78,
"Explotación de minas y canteras (091)",76,8,65,2,1,,
"Industrias manufactureras (092)",30,1,11,15,,3,
"Suministro de electricidad, gas y agua (093)",9,3,5,1,,,
"Construcción (094)",181,6,147,27,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",113,9,2,95,1,6,
"Venta, mant.y rep. veh.autom y motoc. (096)",6,2,1,3,,,
"Comercio al por mayor (097)",5,1,,4,,,
"Comercio al por menor (098)",102,6,1,88,1,6,
"Hoteles y restaurantes (099)",11,,,11,,,
"Trans., almac. y comunicaciones (100)",73,13,16,43,1,,
"Activid.inmobil., empres. y alquileres (102)",31,23,2,6,,,
"Admin.pub. y defensa; p. segur soc.afil (103)",128,89,39,,,,
"Enseñanza (104)",126,116,,10,,,
"Servicios sociales y de salud (105)",39,33,,5,,1,
"Otras activ. serv.comun.soc y personales (106)",11,5,2,3,,1,
"Hogares privados con servicio doméstico (107)",2,,,,,,2
"Organiz. y organos extraterritoriales (108)",2,2,,,,,
"Actividad economica no especificada (109)",32,9,11,8,2,2,
"Mujeres (110)",807,237,44,331,10,145,40
"Agric., ganadería, caza y silvicultura (111)",285,,22,149,4,110,
"Explotación de minas y canteras (113)",1,1,,,,,
"Industrias manufactureras (114)",7,2,1,4,,,
"Construcción (116)",7,,6,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",123,3,,99,2,19,
"Comercio al por mayor (119)",4,,,4,,,
"Comercio al por menor (120)",119,3,,95,2,19,
"Hoteles y restaurantes (121)",60,7,8,44,1,,
"Trans., almac. y comunicaciones (122)",3,2,,1,,,
"Activid.inmobil., empres. y alquileres (124)",9,8,,1,,,
"Admin.pub. y defensa; p. segur soc.afil (125)",39,34,5,,,,
"Enseñanza (126)",151,137,,14,,,
"Servicios sociales y de salud (127)",35,34,,1,,,
"Otras activ. serv.comun.soc y personales (128)",10,4,,3,,3,
"Hogares privados con servicio doméstico (129)",40,,,,,,40
