"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",167,157,4,2,4
,,,,,
"URBANA (036)",5393,3429,669,461,834
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",24,1,2,3,18
"Profes., científicos e intelectuales (038)",643,199,152,169,123
"Técnicos de nivel medio y trab. asimilados (039)",214,80,52,16,66
"Jefes y empleados de oficina (040)",276,59,20,36,161
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",907,799,59,16,33
"Agricult.trabaj.calif.agrop.y pesqueros (042)",532,458,44,4,26
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",410,302,56,25,27
"Obreros construc.,conf.,papel, fab., instr. (044)",831,475,117,84,155
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1280,905,142,93,140
"Otra (046)",76,,,,76
"Ocupación no especificada (047)",200,151,25,15,9
"Hombres (048)",3603,2137,522,300,644
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",18,1,1,1,15
"Profes., científicos e intelectuales (050)",358,100,86,89,83
"Técnicos de nivel medio y trab. asimilados (051)",167,57,49,13,48
"Jefes y empleados de oficina (052)",158,33,13,16,96
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",384,311,39,9,25
"Agricult.trabaj.calif.agrop.y pesqueros (054)",458,389,39,4,26
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",366,268,54,20,24
"Obreros construc.,conf.,papel, fab., instr. (056)",794,455,110,77,152
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",697,437,107,58,95
"Otra (058)",75,,,,75
"Ocupación no especificada (059)",128,86,24,13,5
"Mujeres (060)",1790,1292,147,161,190
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",6,,1,2,3
"Profes., científicos e intelectuales (062)",285,99,66,80,40
"Técnicos de nivel medio y trab. asimilados (063)",47,23,3,3,18
"Jefes y empleados de oficina (064)",118,26,7,20,65
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",523,488,20,7,8
"Agricult.trabaj.calif.agrop.y pesqueros (066)",74,69,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",44,34,2,5,3
"Obreros construc.,conf.,papel, fab., instr. (068)",37,20,7,7,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",583,468,35,35,45
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",72,65,1,2,4
,,,,,
"RURAL (072)",7562,6447,883,142,90
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",3,,3,,
"Profes., científicos e intelectuales (074)",236,97,110,21,8
"Técnicos de nivel medio y trab. asimilados (075)",36,7,9,6,14
"Jefes y empleados de oficina (076)",22,9,1,6,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",112,95,13,4,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1870,1711,159,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",130,85,37,5,3
"Obreros construc.,conf.,papel, fab., instr. (080)",86,58,21,6,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",4843,4214,496,84,49
"Otra (082)",8,,,,8
"Ocupación no especificada (083)",216,171,34,10,1
"Hombres (084)",5272,4421,648,125,78
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",3,,3,,
"Profes., científicos e intelectuales (086)",156,56,77,17,6
"Técnicos de nivel medio y trab. asimilados (087)",31,5,9,6,11
"Jefes y empleados de oficina (088)",21,9,1,6,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",51,43,6,2,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1565,1420,145,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",121,77,36,5,3
"Obreros construc.,conf.,papel, fab., instr. (092)",72,45,21,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",3123,2687,319,73,44
"Otra (094)",8,,,,8
"Ocupación no especificada (095)",121,79,31,10,1
"Mujeres (096)",2290,2026,235,17,12
"Profes., científicos e intelectuales (098)",80,41,33,4,2
"Técnicos de nivel medio y trab. asimilados (099)",5,2,,,3
"Jefes y empleados de oficina (100)",1,,,,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",61,52,7,2,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",305,291,14,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",9,8,1,,
"Obreros construc.,conf.,papel, fab., instr. (104)",14,13,,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1720,1527,177,11,5
"Ocupación no especificada (107)",95,92,3,,
