"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia BONGARA (000)",10037,638,16,5211,2584,275,617,195,501
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",42,,,7,17,3,11,1,3
"Profes., científicos e intelectuales (002)",546,,,,15,37,210,56,228
"Técnicos de nivel medio ytrab.asimilados (003)",201,,,6,24,42,88,8,33
"Jefes y empleados de oficina (004)",161,,,3,54,18,52,13,21
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",969,36,2,405,369,36,54,23,44
"Agricult.trabaj. calif.agrop. y pesquros (006)",3898,319,5,2622,777,27,50,24,74
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",355,11,,128,145,26,21,8,16
"Obreros. construc., conf., papel, fab., instr (008)",672,9,3,202,333,32,42,24,27
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",2815,234,5,1673,764,42,43,24,30
"Otra (010)",75,,,,10,6,35,7,17
"Ocupación no especificada (011)",303,29,1,165,76,6,11,7,8
"Hombres (012)",7505,386,12,4004,2039,201,372,139,352
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",29,,,6,12,1,7,1,2
"Profes., científicos e intelectuales (014)",265,,,,3,15,85,32,130
"Técnicos de nivel medio ytrab.asimilados (015)",140,,,4,19,37,51,5,24
"Jefes y empleados de oficina (016)",90,,,2,32,10,24,9,13
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",427,8,,148,185,17,28,13,28
"Agricult.trabaj. calif.agrop. y pesquros (018)",3522,250,5,2367,733,25,46,22,74
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",292,5,,98,123,25,19,7,15
"Obreros. construc., conf., papel, fab., instr (020)",665,9,3,200,330,32,41,23,27
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",1892,112,4,1124,557,29,30,17,19
"Otra (022)",72,,,,9,6,34,7,16
"Ocupación no especificada (023)",111,2,,55,36,4,7,3,4
"Mujeres (024)",2532,252,4,1207,545,74,245,56,149
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",13,,,1,5,2,4,,1
"Profes., científicos e intelectuales (026)",281,,,,12,22,125,24,98
"Técnicos de nivel medio ytrab.asimilados (027)",61,,,2,5,5,37,3,9
"Jefes y empleados de oficina (028)",71,,,1,22,8,28,4,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",542,28,2,257,184,19,26,10,16
"Agricult.trabaj. calif.agrop. y pesquros (030)",376,69,,255,44,2,4,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",63,6,,30,22,1,2,1,1
"Obreros. construc., conf., papel, fab., instr (032)",7,,,2,3,,1,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",923,122,1,549,207,13,13,7,11
"Otra (034)",3,,,,1,,1,,1
"Ocupación no especificada (035)",192,27,1,110,40,2,4,4,4
,,,,,,,,,
"URBANA (036)",6248,238,11,2843,1870,242,539,143,362
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",31,,,2,12,3,11,1,2
"Profes., científicos e intelectuales (038)",481,,,,9,32,196,48,196
