"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia UCAYALI (000)",19826,2745,3427,9563,599,3065,427
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",29,24,,,5,,
"Profes., científicos e intelectuales (002)",1545,1453,,82,1,9,
"Técnicos de nivel medio y trab. asimilados (003)",349,211,,104,29,5,
"Jefes y empleados de oficina (004)",356,353,,2,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1523,246,24,1016,57,180,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",7264,2,2,6856,402,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",878,,368,459,35,16,
"Obreros construc.,conf., papel, fab., instr. (008)",797,56,262,432,23,24,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",6405,180,2630,379,18,2771,427
"Otra (010)",70,70,,,,,
"Ocupación no especificada (011)",610,150,141,233,29,57,
"Hombres (012)",13995,1648,2714,7659,477,1462,35
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",25,21,,,4,,
"Profes., científicos e intelectuales (014)",835,778,,50,1,6,
"Técnicos de nivel medio y trab. asimilados (015)",252,145,,79,24,4,
"Jefes y empleados de oficina (016)",222,220,,2,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",758,149,7,528,38,36,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",6489,2,2,6133,351,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",673,,342,292,32,7,
"Obreros construc.,conf., papel, fab., instr. (020)",632,55,248,292,20,17,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",3704,115,2017,165,2,1370,35
"Otra (022)",69,69,,,,,
"Ocupación no especificada (023)",336,94,98,118,5,21,
"Mujeres (024)",5831,1097,713,1904,122,1603,392
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",4,3,,,1,,
"Profes., científicos e intelectuales (026)",710,675,,32,,3,
"Técnicos de nivel medio y trab. asimilados (027)",97,66,,25,5,1,
"Jefes y empleados de oficina (028)",134,133,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",765,97,17,488,19,144,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",775,,,723,51,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",205,,26,167,3,9,
"Obreros construc.,conf., papel, fab., instr. (032)",165,1,14,140,3,7,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",2701,65,613,214,16,1401,392
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",274,56,43,115,24,36,
,,,,,,,
"URBANA (036)",11205,2197,1803,5170,266,1479,290
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",18,15,,,3,,
"Profes., científicos e intelectuales (038)",1100,1013,,77,1,9,
"Técnicos de nivel medio y trab. asimilados (039)",297,175,,94,24,4,
"Jefes y empleados de oficina (040)",343,340,,2,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1263,238,10,831,40,144,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",3245,1,1,3100,141,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",590,,243,323,18,6,
"Obreros construc.,conf., papel, fab., instr. (044)",589,53,220,271,22,23,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",3261,153,1215,334,16,1253,290
"Otra (046)",70,70,,,,,
"Ocupación no especificada (047)",429,139,114,138,1,37,
"Hombres (048)",7642,1323,1498,3927,202,666,26
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",16,13,,,3,,
"Profes., científicos e intelectuales (050)",589,534,,48,1,6,
"Técnicos de nivel medio y trab. asimilados (051)",209,117,,70,19,3,
"Jefes y empleados de oficina (052)",212,210,,2,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",605,144,5,399,24,33,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",2812,1,1,2693,116,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",499,,234,244,16,5,
"Obreros construc.,conf., papel, fab., instr. (056)",563,52,215,260,20,16,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",1816,97,964,142,2,585,26
"Otra (058)",69,69,,,,,
"Ocupación no especificada (059)",252,86,79,69,1,17,
"Mujeres (060)",3563,874,305,1243,64,813,264
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,2,,,,,
"Profes., científicos e intelectuales (062)",511,479,,29,,3,
"Técnicos de nivel medio y trab. asimilados (063)",88,58,,24,5,1,
"Jefes y empleados de oficina (064)",131,130,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",658,94,5,432,16,111,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",433,,,407,25,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",91,,9,79,2,1,
"Obreros construc.,conf., papel, fab., instr. (068)",26,1,5,11,2,7,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",1445,56,251,192,14,668,264
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",177,53,35,69,,20,
,,,,,,,
"RURAL (072)",8621,548,1624,4393,333,1586,137
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",11,9,,,2,,
"Profes., científicos e intelectuales (074)",445,440,,5,,,
"Técnicos de nivel medio y trab. asimilados (075)",52,36,,10,5,1,
"Jefes y empleados de oficina (076)",13,13,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",260,8,14,185,17,36,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",4019,1,1,3756,261,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",288,,125,136,17,10,
"Obreros construc.,conf., papel, fab., instr. (080)",208,3,42,161,1,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",3144,27,1415,45,2,1518,137
"Ocupación no especificada (083)",181,11,27,95,28,20,
"Hombres (084)",6353,325,1216,3732,275,796,9
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,8,,,1,,
"Profes., científicos e intelectuales (086)",246,244,,2,,,
"Técnicos de nivel medio y trab. asimilados (087)",43,28,,9,5,1,
"Jefes y empleados de oficina (088)",10,10,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",153,5,2,129,14,3,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",3677,1,1,3440,235,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",174,,108,48,16,2,
"Obreros construc.,conf., papel, fab., instr. (092)",69,3,33,32,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",1888,18,1053,23,,785,9
"Ocupación no especificada (095)",84,8,19,49,4,4,
"Mujeres (096)",2268,223,408,661,58,790,128
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,1,,,1,,
"Profes., científicos e intelectuales (098)",199,196,,3,,,
