"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia SAN IGNACIO (000)",131239,69686,61553,20604,10512,10092,110635,59174,51461
"Menores de 1 año (001)",3099,1582,1517,392,199,193,2707,1383,1324
"Menores de 1 mes (002)",243,121,122,31,12,19,212,109,103
"De 1 a 11 meses (003)",2856,1461,1395,361,187,174,2495,1274,1221
"De 1 a 4 años (004)",13997,7114,6883,1662,832,830,12335,6282,6053
"1 año (005)",3315,1658,1657,428,215,213,2887,1443,1444
"2 años (006)",3642,1848,1794,422,205,217,3220,1643,1577
"3 años (007)",3571,1799,1772,401,202,199,3170,1597,1573
"4 años (008)",3469,1809,1660,411,210,201,3058,1599,1459
"De 5 a 9 años (009)",18735,9677,9058,2403,1214,1189,16332,8463,7869
"5 años (010)",3370,1723,1647,385,187,198,2985,1536,1449
"6 años (011)",3278,1703,1575,462,243,219,2816,1460,1356
"7 años (012)",3985,2084,1901,484,238,246,3501,1846,1655
"8 años (013)",4075,2127,1948,540,272,268,3535,1855,1680
"9 años (014)",4027,2040,1987,532,274,258,3495,1766,1729
"De 10 a 14 años (015)",18129,9442,8687,2667,1318,1349,15462,8124,7338
"10 años (016)",3892,1978,1914,495,249,246,3397,1729,1668
"11 años (017)",3550,1846,1704,491,254,237,3059,1592,1467
"12 años (018)",3903,2028,1875,560,274,286,3343,1754,1589
"13 años (019)",3526,1841,1685,589,285,304,2937,1556,1381
"14 años (020)",3258,1749,1509,532,256,276,2726,1493,1233
"De 15 a 19 años (021)",13128,7195,5933,2337,1166,1171,10791,6029,4762
"15 años (022)",3209,1724,1485,596,296,300,2613,1428,1185
"16 años (023)",2815,1515,1300,508,235,273,2307,1280,1027
"17 años (024)",2603,1434,1169,443,216,227,2160,1218,942
"18 años (025)",2466,1398,1068,428,228,200,2038,1170,868
"19 años (026)",2035,1124,911,362,191,171,1673,933,740
"De 20 a 24 años (027)",10784,5858,4926,1758,929,829,9026,4929,4097
"20 años (028)",2376,1276,1100,432,232,200,1944,1044,900
"21 años (029)",1774,972,802,318,175,143,1456,797,659
"22 años (030)",2336,1267,1069,362,198,164,1974,1069,905
"23 años (031)",2140,1173,967,339,184,155,1801,989,812
"24 años (032)",2158,1170,988,307,140,167,1851,1030,821
"De 25 a 29 años (033)",10048,5211,4837,1746,835,911,8302,4376,3926
"25 años (034)",2049,1082,967,365,169,196,1684,913,771
"26 años (035)",1965,1038,927,330,171,159,1635,867,768
"27 años (036)",2216,1142,1074,394,176,218,1822,966,856
"28 años (037)",2092,1081,1011,355,173,182,1737,908,829
"29 años (038)",1726,868,858,302,146,156,1424,722,702
"De 30 a 34 años (039)",8352,4511,3841,1471,743,728,6881,3768,3113
