"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",25,3,17,2,3,
"Actividad economica no especificada (043)",316,1,110,116,77,12
"Mujeres (045)",4112,61,1574,1571,823,83
"Agric., ganadería, caza y silvicultura (046)",107,4,39,34,22,8
"Pesca (047)",9,,6,2,1,
"Explotación de minas y canteras (048)",2,,2,,,
"Industrias manufactureras (049)",115,,31,46,37,1
"Construcción (051)",16,1,7,5,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",1628,21,656,611,303,37
"Venta, mant.y rep. veh.autom.y motoc. (053)",14,,4,7,3,
"Comercio al por mayor (054)",75,,41,20,11,3
"Comercio al por menor (055)",1539,21,611,584,289,34
"Hoteles y restaurantes (056)",604,19,220,211,140,14
"Trans., almac. y comunicaciones (057)",74,3,40,23,6,2
"Intermediación financiera (058)",4,,1,3,,
"Activid.inmobil., empres. y alquileres (059)",69,,40,22,6,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",175,,87,58,27,3
"Enseñanza (061)",387,,58,231,96,2
"Servicios sociales y de salud (062)",93,,32,52,9,
"Otras activ. serv.comun.soc y personales (063)",187,3,67,70,44,3
"Hogares privados con servicio doméstico (064)",369,10,182,113,61,3
"Actividad economica no especificada (066)",273,,106,90,68,9
,,,,,,
"URBANA (067)",14268,211,5379,5166,3047,465
"Agric., ganadería, caza y silvicultura (068)",1497,21,464,441,395,176
"Pesca (069)",430,,196,172,58,4
"Explotación de minas y canteras (070)",25,,12,5,8,
"Industrias manufactureras (071)",571,13,190,198,155,15
"Suministro de electricidad, gas y agua (072)",20,,3,10,7,
"Construcción (073)",774,7,237,323,191,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",3732,78,1448,1294,786,126
"Venta, mant.y rep. veh.autom.y motoc. (075)",171,1,65,68,36,1
"Comercio al por mayor (076)",187,,93,54,33,7
"Comercio al por menor (077)",3374,77,1290,1172,717,118
"Hoteles y restaurantes (078)",887,31,338,303,195,20
"Trans., almac. y comunicaciones (079)",3075,36,1363,1112,508,56
"Intermediación financiera (080)",26,,11,10,5,
"Activid.inmobil., empres. y alquileres (081)",377,,164,139,68,6
"Admin.pub. y defensa; p. segur.soc.afil (082)",664,,260,236,163,5
"Enseñanza (083)",607,,74,355,175,3
"Servicios sociales y de salud (084)",139,,44,75,20,
"Otras activ. serv.comun.soc y personales (085)",493,11,175,183,108,16
"Hogares privados con servicio doméstico (086)",378,13,189,110,63,3
"Actividad economica no especificada (088)",573,1,211,200,142,19
"Hombres (089)",10301,154,3854,3659,2248,386
"Agric., ganadería, caza y silvicultura (090)",1436,20,442,420,383,171
"Pesca (091)",421,,190,170,57,4
"Explotación de minas y canteras (092)",23,,10,5,8,
"Industrias manufactureras (093)",456,13,159,152,118,14
"Suministro de electricidad, gas y agua (094)",20,,3,10,7,
"Construcción (095)",758,6,230,318,188,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",2131,57,799,697,488,90
"Venta, mant.y rep. veh.autom.y motoc. (097)",158,1,61,62,33,1
"Comercio al por mayor (098)",112,,52,34,22,4
"Comercio al por menor (099)",1861,56,686,601,433,85
"Hoteles y restaurantes (100)",295,13,120,98,58,6
"Trans., almac. y comunicaciones (101)",3001,33,1323,1089,502,54
"Intermediación financiera (102)",22,,10,7,5,
"Activid.inmobil., empres. y alquileres (103)",310,,125,118,62,5
"Admin.pub. y defensa; p. segur.soc.afil (104)",494,,175,181,136,2
"Enseñanza (105)",241,,21,137,82,1
"Servicios sociales y de salud (106)",49,,12,26,11,
"Otras activ. serv.comun.soc y personales (107)",315,8,112,116,66,13
"Hogares privados con servicio doméstico (108)",24,3,16,2,3,
"Actividad economica no especificada (110)",305,1,107,113,74,10
"Mujeres (112)",3967,57,1525,1507,799,79
"Agric., ganadería, caza y silvicultura (113)",61,1,22,21,12,5
"Pesca (114)",9,,6,2,1,
"Explotación de minas y canteras (115)",2,,2,,,
"Industrias manufactureras (116)",115,,31,46,37,1
"Construcción (118)",16,1,7,5,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",1601,21,649,597,298,36
"Venta, mant.y rep. veh.autom.y motoc. (120)",13,,4,6,3,
"Comercio al por mayor (121)",75,,41,20,11,3
"Comercio al por menor (122)",1513,21,604,571,284,33
"Hoteles y restaurantes (123)",592,18,218,205,137,14
"Trans., almac. y comunicaciones (124)",74,3,40,23,6,2
"Intermediación financiera (125)",4,,1,3,,
"Activid.inmobil., empres. y alquileres (126)",67,,39,21,6,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",170,,85,55,27,3
"Enseñanza (128)",366,,53,218,93,2
"Servicios sociales y de salud (129)",90,,32,49,9,
"Otras activ. serv.comun.soc y personales (130)",178,3,63,67,42,3
"Hogares privados con servicio doméstico (131)",354,10,173,108,60,3
"Actividad economica no especificada (133)",268,,104,87,68,9
,,,,,,
"RURAL (134)",1331,21,479,440,284,107
"Agric., ganadería, caza y silvicultura (135)",970,20,351,281,219,99
"Pesca (136)",38,,14,14,10,
"Industrias manufactureras (138)",20,,5,11,3,1
"Construcción (140)",33,,14,13,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",57,,16,26,13,2
"Venta, mant.y rep. veh.autom.y motoc. (142)",9,,2,6,1,
"Comercio al por menor (144)",48,,14,20,12,2
"Hoteles y restaurantes (145)",17,1,4,8,4,
"Trans., almac. y comunicaciones (146)",65,,30,25,8,2
"Activid.inmobil., empres. y alquileres (148)",24,,12,8,4,
"Admin.pub. y defensa; p. segur.soc.afil (149)",18,,5,9,3,1
"Enseñanza (150)",35,,6,23,6,
"Servicios sociales y de salud (151)",5,,2,3,,
"Otras activ. serv.comun.soc y personales (152)",17,,5,8,4,
"Hogares privados con servicio doméstico (153)",16,,10,5,1,
"Actividad economica no especificada (155)",16,,5,6,3,2
"Hombres (156)",1186,17,430,376,260,103
"Agric., ganadería, caza y silvicultura (157)",924,17,334,268,209,96
"Pesca (158)",38,,14,14,10,
"Industrias manufactureras (160)",20,,5,11,3,1
"Construcción (162)",33,,14,13,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",30,,9,12,8,1
"Venta, mant.y rep. veh.autom.y motoc. (164)",8,,2,5,1,
"Comercio al por menor (166)",22,,7,7,7,1
"Hoteles y restaurantes (167)",5,,2,2,1,
"Trans., almac. y comunicaciones (168)",65,,30,25,8,2
"Activid.inmobil., empres. y alquileres (170)",22,,11,7,4,
"Admin.pub. y defensa; p. segur.soc.afil (171)",13,,3,6,3,1
"Enseñanza (172)",14,,1,10,3,
"Servicios sociales y de salud (173)",2,,2,,,
"Otras activ. serv.comun.soc y personales (174)",8,,1,5,2,
"Hogares privados con servicio doméstico (175)",1,,1,,,
"Actividad economica no especificada (177)",11,,3,3,3,2
"Mujeres (179)",145,4,49,64,24,4
"Agric., ganadería, caza y silvicultura (180)",46,3,17,13,10,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",27,,7,14,5,1
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,1,,
"Comercio al por menor (189)",26,,7,13,5,1
"Hoteles y restaurantes (190)",12,1,2,6,3,
"Activid.inmobil., empres. y alquileres (193)",2,,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",5,,2,3,,
"Enseñanza (195)",21,,5,13,3,
"Servicios sociales y de salud (196)",3,,,3,,
"Otras activ. serv.comun.soc y personales (197)",9,,4,3,2,
"Hogares privados con servicio doméstico (198)",15,,9,5,1,
"Actividad economica no especificada (200)",5,,2,3,,
