"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Industrias manufactureras (048)",44,8,,14,16,2,3,,1
"Construcción (050)",3,,,1,1,,,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",456,22,,155,168,27,70,4,10
"Venta, mant.y rep. veh.autom.y motoc. (052)",2,,,,2,,,,
"Comercio al por mayor (053)",6,,,2,,2,2,,
"Comercio al por menor (054)",448,22,,153,166,25,68,4,10
"Hoteles y restaurantes (055)",160,11,1,65,55,3,20,2,3
"Trans., almac. y comunicaciones (056)",8,,,,4,,4,,
"Intermediación financiera (057)",2,,,,,,1,,1
"Activid.inmobil., empres. y de alquiler (058)",10,,,,,2,4,2,2
"Admin.pub. y defensa; p. segur.soc.afil (059)",51,,1,2,6,2,22,3,15
"Enseñanza (060)",391,,,,15,12,272,10,82
"Servicios sociales y de salud (061)",107,,,6,17,6,33,7,38
"Otras activ. serv.comun.soc y personales (062)",31,1,,11,5,,6,1,7
"Hogares privados con servicio doméstico (063)",141,21,1,65,48,3,2,1,
"Actividad economica no especificada (065)",168,38,,81,31,3,12,,3
,,,,,,,,,
"URBANA (066)",4626,222,3,1434,1401,204,869,101,392
"Agric., ganadería, caza y silvicultura (067)",1703,154,2,909,533,42,40,9,14
"Pesca (068)",1,,,,,,1,,
"Explotación de minas y canteras (069)",39,,,5,16,3,9,1,5
"Industrias manufactureras (070)",236,10,,59,122,15,20,8,2
"Suministro de electricidad, gas y agua (071)",2,,,,2,,,,
"Construcción (072)",172,1,,40,82,10,21,4,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",728,22,,214,298,46,116,13,19
"Venta, mant.y rep. veh.autom.y motoc. (074)",40,,,2,15,3,18,1,1
"Comercio al por mayor (075)",25,,,7,10,4,3,,1
"Comercio al por menor (076)",663,22,,205,273,39,95,12,17
"Hoteles y restaurantes (077)",161,10,,61,60,2,20,6,2
"Trans., almac. y comunicaciones (078)",193,2,,35,104,18,20,11,3
"Intermediación financiera (079)",5,,,,,,1,,4
"Activid.inmobil., empres. y de alquiler (080)",55,,,1,8,8,12,7,19
"Admin.pub. y defensa; p. segur.soc.afil (081)",197,,1,8,50,18,59,10,51
"Enseñanza (082)",725,1,,4,24,21,467,18,190
"Servicios sociales y de salud (083)",155,,,4,16,9,60,11,55
"Otras activ. serv.comun.soc y personales (084)",60,1,,16,14,8,11,1,9
"Hogares privados con servicio doméstico (085)",106,14,,43,45,2,2,,
"Actividad economica no especificada (087)",88,7,,35,27,2,10,2,5
"Hombres (088)",3141,111,2,1039,1064,149,457,76,243
"Agric., ganadería, caza y silvicultura (089)",1485,97,2,791,497,41,36,9,12
"Pesca (090)",1,,,,,,1,,
"Explotación de minas y canteras (091)",39,,,5,16,3,9,1,5
"Industrias manufactureras (092)",209,5,,54,110,13,18,8,1
"Suministro de electricidad, gas y agua (093)",2,,,,2,,,,
"Construcción (094)",169,1,,39,81,10,21,4,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",319,5,,79,147,21,49,9,9
"Venta, mant.y rep. veh.autom.y motoc. (096)",38,,,2,13,3,18,1,1
"Comercio al por mayor (097)",20,,,5,10,2,2,,1
"Comercio al por menor (098)",261,5,,72,124,16,29,8,7
"Hoteles y restaurantes (099)",28,,,7,15,,2,4,
"Trans., almac. y comunicaciones (100)",185,2,,35,100,18,16,11,3
"Intermediación financiera (101)",3,,,,,,,,3
"Activid.inmobil., empres. y de alquiler (102)",46,,,1,8,6,8,5,18
"Admin.pub. y defensa; p. segur.soc.afil (103)",151,,,7,45,16,38,7,38
"Enseñanza (104)",378,1,,4,13,9,220,12,119
"Servicios sociales y de salud (105)",58,,,,3,3,30,4,18
"Otras activ. serv.comun.soc y personales (106)",32,,,6,10,8,6,,2
"Hogares privados con servicio doméstico (107)",13,,,3,10,,,,
"Actividad economica no especificada (109)",23,,,8,7,1,3,2,2
"Mujeres (110)",1485,111,1,395,337,55,412,25,149
"Agric., ganadería, caza y silvicultura (111)",218,57,,118,36,1,4,,2
"Industrias manufactureras (114)",27,5,,5,12,2,2,,1
"Construcción (116)",3,,,1,1,,,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",409,17,,135,151,25,67,4,10
"Venta, mant.y rep. veh.autom.y motoc. (118)",2,,,,2,,,,
"Comercio al por mayor (119)",5,,,2,,2,1,,
"Comercio al por menor (120)",402,17,,133,149,23,66,4,10
"Hoteles y restaurantes (121)",133,10,,54,45,2,18,2,2
"Trans., almac. y comunicaciones (122)",8,,,,4,,4,,
"Intermediación financiera (123)",2,,,,,,1,,1
"Activid.inmobil., empres. y de alquiler (124)",9,,,,,2,4,2,1
"Admin.pub. y defensa; p. segur.soc.afil (125)",46,,1,1,5,2,21,3,13
"Enseñanza (126)",347,,,,11,12,247,6,71
"Servicios sociales y de salud (127)",97,,,4,13,6,30,7,37
"Otras activ. serv.comun.soc y personales (128)",28,1,,10,4,,5,1,7
"Hogares privados con servicio doméstico (129)",93,14,,40,35,2,2,,
"Actividad economica no especificada (131)",65,7,,27,20,1,7,,3
,,,,,,,,,
"RURAL (132)",7506,1004,10,4550,1627,76,148,25,66
"Agric., ganadería, caza y silvicultura (133)",6659,941,8,4223,1379,47,33,15,13
"Pesca (134)",3,,,,2,1,,,
"Explotación de minas y canteras (135)",18,,,7,5,1,4,,1
"Industrias manufactureras (136)",70,5,,34,25,,3,2,1
"Construcción (138)",111,3,,64,38,2,3,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",129,7,,57,54,5,5,1,
"Venta, mant.y rep. veh.autom.y motoc. (140)",1,,,,,,1,,
"Comercio al por mayor (141)",6,,,1,2,1,2,,
"Comercio al por menor (142)",122,7,,56,52,4,2,1,
"Hoteles y restaurantes (143)",36,1,1,15,15,1,2,,1
"Trans., almac. y comunicaciones (144)",38,,,6,27,,4,1,
"Activid.inmobil., empres. y de alquiler (146)",8,,,,2,1,,1,4
"Admin.pub. y defensa; p. segur.soc.afil (147)",28,,,4,10,3,6,,5
"Enseñanza (148)",118,,,1,8,5,67,4,33
"Servicios sociales y de salud (149)",18,,,2,4,,8,,4
"Otras activ. serv.comun.soc y personales (150)",12,,,5,4,1,2,,
"Hogares privados con servicio doméstico (151)",59,8,1,31,17,1,,1,
"Actividad economica no especificada (153)",199,39,,101,37,8,11,,3
"Hombres (154)",5873,581,7,3637,1409,66,103,20,50
"Agric., ganadería, caza y silvicultura (155)",5332,565,7,3433,1227,43,29,15,13
"Pesca (156)",3,,,,2,1,,,
"Explotación de minas y canteras (157)",17,,,7,4,1,4,,1
"Industrias manufactureras (158)",53,2,,25,21,,2,2,1
"Construcción (160)",111,3,,64,38,2,3,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",82,2,,37,37,3,2,1,
"Venta, mant.y rep. veh.autom.y motoc. (162)",1,,,,,,1,,
"Comercio al por mayor (163)",5,,,1,2,1,1,,
"Comercio al por menor (164)",76,2,,36,35,2,,1,
"Hoteles y restaurantes (165)",9,,,4,5,,,,
"Trans., almac. y comunicaciones (166)",38,,,6,27,,4,1,
"Activid.inmobil., empres. y de alquiler (168)",7,,,,2,1,,1,3
"Admin.pub. y defensa; p. segur.soc.afil (169)",23,,,3,9,3,5,,3
"Enseñanza (170)",74,,,1,4,5,42,,22
"Servicios sociales y de salud (171)",8,,,,,,5,,3
"Otras activ. serv.comun.soc y personales (172)",9,,,4,3,1,1,,
"Hogares privados con servicio doméstico (173)",11,1,,6,4,,,,
"Actividad economica no especificada (175)",96,8,,47,26,6,6,,3
"Mujeres (176)",1633,423,3,913,218,10,45,5,16
"Agric., ganadería, caza y silvicultura (177)",1327,376,1,790,152,4,4,,
"Explotación de minas y canteras (179)",1,,,,1,,,,
"Industrias manufactureras (180)",17,3,,9,4,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",47,5,,20,17,2,3,,
"Comercio al por mayor (185)",1,,,,,,1,,
"Comercio al por menor (186)",46,5,,20,17,2,2,,
"Hoteles y restaurantes (187)",27,1,1,11,10,1,2,,1
"Activid.inmobil., empres. y de alquiler (190)",1,,,,,,,,1
"Admin.pub. y defensa; p. segur.soc.afil (191)",5,,,1,1,,1,,2
"Enseñanza (192)",44,,,,4,,25,4,11
"Servicios sociales y de salud (193)",10,,,2,4,,3,,1
"Otras activ. serv.comun.soc y personales (194)",3,,,1,1,,1,,
"Hogares privados con servicio doméstico (195)",48,7,1,25,13,1,,1,
"Actividad economica no especificada (197)",103,31,,54,11,2,5,,
