"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia EL DORADO (000)",33638,32791,629,218
"Hombres (001)",17914,17540,269,105
"Mujeres (002)",15724,15251,360,113
"Menores de 1 año (003)",836,649,150,37
"Hombres (004)",405,314,77,14
"Mujeres (005)",431,335,73,23
"De 1 a 5 años (006)",4399,3900,331,168
"Hombres (007)",2223,1980,155,88
"Mujeres (008)",2176,1920,176,80
"De 6 a 14 años (009)",7826,7798,21,7
"Hombres (010)",4070,4063,6,1
"Mujeres (011)",3756,3735,15,6
"De 15 a 29 años (012)",8922,8910,12,
"Hombres (013)",4802,4794,8,
"Mujeres (014)",4120,4116,4,
"De 30 a 44 años (015)",6211,6195,13,3
"Hombres (016)",3453,3447,5,1
"Mujeres (017)",2758,2748,8,2
"De 45 a 64 años (018)",4055,4026,28,1
"Hombres (019)",2237,2231,5,1
"Mujeres (020)",1818,1795,23,
"De 65 a más años (021)",1389,1313,74,2
"Hombres (022)",724,711,13,
"Mujeres (023)",665,602,61,2
,,,,
"URBANA (024)",13087,12849,156,82
"Hombres (025)",6776,6674,54,48
"Mujeres (026)",6311,6175,102,34
"Menores de 1 año (027)",272,232,32,8
"Hombres (028)",126,110,11,5
"Mujeres (029)",146,122,21,3
"De 1 a 5 años (030)",1453,1297,84,72
"Hombres (031)",723,643,37,43
"Mujeres (032)",730,654,47,29
"De 6 a 14 años (033)",2967,2963,3,1
"Hombres (034)",1521,1521,,
"Mujeres (035)",1446,1442,3,1
"De 15 a 29 años (036)",3326,3325,1,
"Hombres (037)",1711,1710,1,
"Mujeres (038)",1615,1615,,
"De 30 a 44 años (039)",2631,2630,,1
"Hombres (040)",1389,1389,,
"Mujeres (041)",1242,1241,,1
"De 45 a 64 años (042)",1797,1791,6,
"Hombres (043)",992,992,,
"Mujeres (044)",805,799,6,
"De 65 a más años (045)",641,611,30,
"Hombres (046)",314,309,5,
"Mujeres (047)",327,302,25,
,,,,
"RURAL (048)",20551,19942,473,136
"Hombres (049)",11138,10866,215,57
"Mujeres (050)",9413,9076,258,79
"Menores de 1 año (051)",564,417,118,29
"Hombres (052)",279,204,66,9
"Mujeres (053)",285,213,52,20
"De 1 a 5 años (054)",2946,2603,247,96
"Hombres (055)",1500,1337,118,45
"Mujeres (056)",1446,1266,129,51
"De 6 a 14 años (057)",4859,4835,18,6
"Hombres (058)",2549,2542,6,1
"Mujeres (059)",2310,2293,12,5
"De 15 a 29 años (060)",5596,5585,11,
"Hombres (061)",3091,3084,7,
"Mujeres (062)",2505,2501,4,
"De 30 a 44 años (063)",3580,3565,13,2
"Hombres (064)",2064,2058,5,1
"Mujeres (065)",1516,1507,8,1
"De 45 a 64 años (066)",2258,2235,22,1
"Hombres (067)",1245,1239,5,1
"Mujeres (068)",1013,996,17,
"De 65 a más años (069)",748,702,44,2
"Hombres (070)",410,402,8,
"Mujeres (071)",338,300,36,2
