"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",1445,,,,,625,514,292,14
"Superior univ. incompleto (037)",1067,,,,267,502,159,131,8
"Superior univ. completo (038)",1411,,,,,452,479,446,34
"Hombres (040)",12506,477,1300,1461,1542,2392,1869,2877,588
"Sin nivel (041)",769,477,78,10,2,12,18,87,85
"Educación inicial (042)",319,,304,5,3,2,5,,
"Primaria (043)",3277,,918,691,44,117,222,937,348
"Secundaria (044)",4680,,,755,1099,931,751,1047,97
"Superior no univ. incompleto (045)",1005,,,,245,452,165,137,6
"Superior no univ. completo (046)",850,,,,,318,300,220,12
"Superior univ. incompleto (047)",660,,,,149,301,103,100,7
"Superior univ. completo (048)",946,,,,,259,305,349,33
"Mujeres (050)",11799,457,1209,1371,1428,2352,2003,2434,545
"Sin nivel (051)",1293,457,55,2,1,17,49,396,316
"Educación inicial (052)",276,,263,7,,4,2,,
"Primaria (053)",3921,,891,704,59,285,558,1242,182
"Secundaria (054)",4223,,,658,1061,1054,854,554,42
"Superior no univ. incompleto (055)",619,,,,189,291,96,42,1
"Superior no univ. completo (056)",595,,,,,307,214,72,2
"Superior univ. incompleto (057)",407,,,,118,201,56,31,1
"Superior univ. completo (058)",465,,,,,193,174,97,1
,,,,,,,,,
"RURAL (060)",53262,2271,5606,5996,4966,8593,6519,12897,6414
"Sin nivel (061)",9470,2271,432,25,25,90,210,2843,3574
"Educación inicial (062)",1112,,1087,6,2,6,11,,
"Primaria (063)",21935,,4087,3366,485,1730,2350,7260,2657
"Secundaria (064)",17946,,,2599,4119,5415,3294,2370,149
"Superior no univ. incompleto (065)",1055,,,,244,532,172,103,4
"Superior no univ. completo (066)",802,,,,,433,237,121,11
"Superior univ. incompleto (067)",473,,,,91,232,73,72,5
"Superior univ. completo (068)",469,,,,,155,172,128,14
"Hombres (070)",26881,1183,2849,3136,2641,4353,3239,6325,3155
"Sin nivel (071)",2921,1183,230,16,11,33,39,441,968
"Educación inicial (072)",599,,586,4,2,2,5,,
"Primaria (073)",10722,,2033,1713,173,484,654,3645,2020
"Secundaria (074)",10605,,,1403,2241,2929,2035,1859,138
"Superior no univ. incompleto (075)",706,,,,149,334,128,91,4
"Superior no univ. completo (076)",581,,,,,284,179,108,10
"Superior univ. incompleto (077)",366,,,,65,173,61,64,3
"Superior univ. completo (078)",381,,,,,114,138,117,12
"Mujeres (080)",26381,1088,2757,2860,2325,4240,3280,6572,3259
"Sin nivel (081)",6549,1088,202,9,14,57,171,2402,2606
"Educación inicial (082)",513,,501,2,,4,6,,
"Primaria (083)",11213,,2054,1653,312,1246,1696,3615,637
"Secundaria (084)",7341,,,1196,1878,2486,1259,511,11
"Superior no univ. incompleto (085)",349,,,,95,198,44,12,
"Superior no univ. completo (086)",221,,,,,149,58,13,1
"Superior univ. incompleto (087)",107,,,,26,59,12,8,2
"Superior univ. completo (088)",88,,,,,41,34,11,2
