"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia LAMPA (000)",13785,10563,924,669,1629
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",41,,4,3,34
"Profes., científicos e intelectuales (002)",847,189,187,218,253
"Técnicos de nivel medio y trab. asimilados (003)",227,81,39,16,91
"Jefes y empleados de oficina (004)",250,17,17,17,199
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",831,764,25,7,35
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4590,4441,147,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1808,1069,131,146,462
"Obreros construc.,conf.,papel, fab., instr. (008)",950,565,126,122,137
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",3770,3090,210,113,357
"Otra (010)",50,,,,50
"Ocupación no especificada (011)",421,347,38,26,10
"Hombres (012)",8765,6059,688,580,1438
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",35,,2,2,31
"Profes., científicos e intelectuales (014)",597,125,135,160,177
"Técnicos de nivel medio y trab. asimilados (015)",188,68,32,15,73
"Jefes y empleados de oficina (016)",160,6,14,12,128
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",266,218,9,6,33
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3272,3171,99,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1178,471,109,139,459
"Obreros construc.,conf.,papel, fab., instr. (020)",907,531,123,118,135
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1898,1309,139,105,345
"Otra (022)",49,,,,49
"Ocupación no especificada (023)",215,160,26,22,7
"Mujeres (024)",5020,4504,236,89,191
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",6,,2,1,3
"Profes., científicos e intelectuales (026)",250,64,52,58,76
"Técnicos de nivel medio y trab. asimilados (027)",39,13,7,1,18
"Jefes y empleados de oficina (028)",90,11,3,5,71
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",565,546,16,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1318,1270,48,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",630,598,22,7,3
"Obreros construc.,conf.,papel, fab., instr. (032)",43,34,3,4,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1872,1781,71,8,12
