"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia LAMBAYEQUE (000)",259274,128807,130467,125294,60620,64674,133980,68187,65793
"Menores de 1 año (001)",5599,2906,2693,2383,1220,1163,3216,1686,1530
"Menores de 1 mes (002)",444,212,232,209,104,105,235,108,127
"De 1 a 11 meses (003)",5155,2694,2461,2174,1116,1058,2981,1578,1403
"De 1 a 4 años (004)",23642,11967,11675,10314,5227,5087,13328,6740,6588
"1 año (005)",5696,2878,2818,2457,1203,1254,3239,1675,1564
"2 años (006)",5934,3044,2890,2570,1361,1209,3364,1683,1681
"3 años (007)",6236,3161,3075,2821,1442,1379,3415,1719,1696
"4 años (008)",5776,2884,2892,2466,1221,1245,3310,1663,1647
"De 5 a 9 años (009)",28493,14477,14016,12234,6209,6025,16259,8268,7991
"5 años (010)",5720,2943,2777,2443,1240,1203,3277,1703,1574
"6 años (011)",5076,2626,2450,2255,1199,1056,2821,1427,1394
"7 años (012)",5901,3005,2896,2435,1228,1207,3466,1777,1689
"8 años (013)",6257,3093,3164,2646,1311,1335,3611,1782,1829
"9 años (014)",5539,2810,2729,2455,1231,1224,3084,1579,1505
"De 10 a 14 años (015)",32042,16475,15567,14237,7248,6989,17805,9227,8578
"10 años (016)",6105,3121,2984,2700,1366,1334,3405,1755,1650
"11 años (017)",5920,3038,2882,2688,1370,1318,3232,1668,1564
"12 años (018)",6838,3593,3245,2937,1534,1403,3901,2059,1842
"13 años (019)",6584,3335,3249,2959,1483,1476,3625,1852,1773
"14 años (020)",6595,3388,3207,2953,1495,1458,3642,1893,1749
"De 15 a 19 años (021)",27496,14030,13466,13259,6581,6678,14237,7449,6788
"15 años (022)",6078,3086,2992,2876,1415,1461,3202,1671,1531
"16 años (023)",5765,2866,2899,2722,1308,1414,3043,1558,1485
"17 años (024)",5658,2907,2751,2605,1275,1330,3053,1632,1421
"18 años (025)",5150,2661,2489,2550,1316,1234,2600,1345,1255
"19 años (026)",4845,2510,2335,2506,1267,1239,2339,1243,1096
"De 20 a 24 años (027)",22608,11192,11416,11388,5484,5904,11220,5708,5512
"20 años (028)",4944,2373,2571,2475,1149,1326,2469,1224,1245
"21 años (029)",4045,2009,2036,2151,1039,1112,1894,970,924
"22 años (030)",4865,2499,2366,2410,1207,1203,2455,1292,1163
"23 años (031)",4596,2224,2372,2234,1044,1190,2362,1180,1182
"24 años (032)",4158,2087,2071,2118,1045,1073,2040,1042,998
"De 25 a 29 años (033)",18645,8859,9786,9595,4474,5121,9050,4385,4665
"25 años (034)",3864,1865,1999,2002,945,1057,1862,920,942
"26 años (035)",3493,1638,1855,1826,865,961,1667,773,894
"27 años (036)",3987,1900,2087,2029,950,1079,1958,950,1008
