"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",1569,,,,38,81,583,142,725
"Técnicos de nivel medio ytrab.asimilados (039)",412,1,,5,64,87,189,22,44
"Jefes y empleados de oficina (040)",474,,,3,120,61,197,32,61
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",1846,58,4,546,812,155,156,50,65
"Agricult.trabaj. calif.agrop. y pesquros (042)",2049,82,2,1033,744,63,78,24,23
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",642,11,1,176,288,45,81,17,23
"Obreros. construc., conf., papel, fab., instr (044)",1269,5,,290,744,90,76,34,30
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",3277,201,6,1348,1341,155,124,51,51
"Otra (046)",73,,,,10,8,31,8,16
"Ocupación no especificada (047)",491,30,1,174,182,32,36,17,19
"Hombres (048)",8248,183,10,2575,3252,496,851,252,629
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",30,,,,6,2,7,2,13
"Profes., científicos e intelectuales (050)",797,,,,15,37,264,86,395
"Técnicos de nivel medio ytrab.asimilados (051)",260,1,,5,41,74,94,15,30
"Jefes y empleados de oficina (052)",214,,,3,76,26,67,11,31
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",867,12,2,248,401,72,72,23,37
"Agricult.trabaj. calif.agrop. y pesquros (054)",1896,65,2,960,694,62,69,21,23
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",548,8,1,141,253,40,73,13,19
"Obreros. construc., conf., papel, fab., instr (056)",1246,5,,283,736,87,74,32,29
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",2047,83,5,839,901,75,82,32,30
"Otra (058)",68,,,,9,7,30,8,14
"Ocupación no especificada (059)",275,9,,96,120,14,19,9,8
"Mujeres (060)",3895,205,4,1000,1098,284,711,148,445
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",11,,,,1,1,4,1,4
"Profes., científicos e intelectuales (062)",772,,,,23,44,319,56,330
"Técnicos de nivel medio ytrab.asimilados (063)",152,,,,23,13,95,7,14
"Jefes y empleados de oficina (064)",260,,,,44,35,130,21,30
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",979,46,2,298,411,83,84,27,28
"Agricult.trabaj. calif.agrop. y pesquros (066)",153,17,,73,50,1,9,3,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",94,3,,35,35,5,8,4,4
"Obreros. construc., conf., papel, fab., instr (068)",23,,,7,8,3,2,2,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",1230,118,1,509,440,80,42,19,21
"Otra (070)",5,,,,1,1,1,,2
"Ocupación no especificada (071)",216,21,1,78,62,18,17,8,11
,,,,,,,,,
"RURAL (072)",12096,1367,63,6816,3259,176,254,43,118
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",14,,,1,6,2,2,,3
"Profes., científicos e intelectuales (074)",327,,,,18,57,135,19,98
"Técnicos de nivel medio ytrab.asimilados (075)",51,,,1,15,6,29,,
"Jefes y empleados de oficina (076)",28,,,,10,2,12,1,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",143,9,,67,56,4,3,1,3
"Agricult.trabaj. calif.agrop. y pesquros (078)",5467,609,34,3366,1362,55,31,4,6
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",86,3,1,36,38,4,4,,
"Obreros. construc., conf., papel, fab., instr (080)",135,2,,42,82,2,3,3,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",5583,696,27,3150,1614,42,35,15,4
"Otra (082)",2,,,,2,,,,
"Ocupación no especificada (083)",260,48,1,153,56,2,,,
"Hombres (084)",9371,701,54,5312,2868,129,206,31,70
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",10,,,1,3,2,1,,3
"Profes., científicos e intelectuales (086)",201,,,,5,26,109,8,53
"Técnicos de nivel medio ytrab.asimilados (087)",35,,,1,13,3,18,,
"Jefes y empleados de oficina (088)",19,,,,8,,9,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",74,2,,29,37,1,2,1,2
"Agricult.trabaj. calif.agrop. y pesquros (090)",4676,363,31,2919,1273,52,28,4,6
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",79,1,1,32,37,4,4,,
"Obreros. construc., conf., papel, fab., instr (092)",135,2,,42,82,2,3,3,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",4112,329,22,2272,1402,37,32,14,4
"Otra (094)",2,,,,2,,,,
"Ocupación no especificada (095)",28,4,,16,6,2,,,
"Mujeres (096)",2725,666,9,1504,391,47,48,12,48
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",4,,,,3,,1,,
"Profes., científicos e intelectuales (098)",126,,,,13,31,26,11,45
"Técnicos de nivel medio ytrab.asimilados (099)",16,,,,2,3,11,,
"Jefes y empleados de oficina (100)",9,,,,2,2,3,,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",69,7,,38,19,3,1,,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",791,246,3,447,89,3,3,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",7,2,,4,1,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1471,367,5,878,212,5,3,1,
"Ocupación no especificada (107)",232,44,1,137,50,,,,
