"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CASMA (000)",16755,2957,5609,6178,336,601,224,850
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",30,27,,,3,,,
"Profes., científicos e intelectuales (002)",1002,876,,115,11,,,
"Técnicos de nivel medio y trab. asimilados (003)",433,250,,157,24,2,,
"Jefes y empleados de oficina (004)",545,544,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2123,533,31,1320,55,184,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",2524,12,214,2117,179,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1026,,562,430,26,8,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1987,263,495,1200,23,6,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",6002,362,4269,758,14,375,224,
"Otra (010)",47,47,,,,,,
"Ocupación no especificada (011)",186,43,38,81,1,23,,
"Desocupado (012)",850,,,,,,,850
"Hombres (013)",12020,1643,4491,4620,271,356,11,628
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",23,20,,,3,,,
"Profes., científicos e intelectuales (015)",486,413,,64,9,,,
"Técnicos de nivel medio y trab. asimilados (016)",265,133,,113,18,1,,
"Jefes y empleados de oficina (017)",251,250,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",901,294,9,542,25,31,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",2348,12,167,2004,163,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",711,,334,346,24,7,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1960,263,485,1183,23,6,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",4343,199,3483,339,6,305,11,
"Otra (023)",45,45,,,,,,
"Ocupación no especificada (024)",59,14,13,29,,3,,
"Desocupado (025)",628,,,,,,,628
"Mujeres (026)",4735,1314,1118,1558,65,245,213,222
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",7,7,,,,,,
"Profes., científicos e intelectuales (028)",516,463,,51,2,,,
"Técnicos de nivel medio y trab. asimilados (029)",168,117,,44,6,1,,
"Jefes y empleados de oficina (030)",294,294,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1222,239,22,778,30,153,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",176,,47,113,16,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",315,,228,84,2,1,,
"Obreros construc.,conf.,papel, fab., instr. (034)",27,,10,17,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",1659,163,786,419,8,70,213,
"Otra (036)",2,2,,,,,,
"Ocupación no especificada (037)",127,29,25,52,1,20,,
"Desocupado (038)",222,,,,,,,222
,,,,,,,,
"URBANA (039)",12120,2768,3288,4629,236,350,205,644
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",27,24,,,3,,,
"Profes., científicos e intelectuales (041)",947,825,,111,11,,,
"Técnicos de nivel medio y trab. asimilados (042)",414,241,,149,22,2,,
"Jefes y empleados de oficina (043)",513,512,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1972,492,27,1225,48,180,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1216,7,211,906,90,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",971,,527,411,25,8,,
"Obreros construc.,conf.,papel, fab., instr. (047)",1706,246,386,1046,22,6,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",3509,335,2104,717,14,134,205,
"Otra (049)",45,45,,,,,,
"Ocupación no especificada (050)",156,41,33,64,1,17,,
"Desocupado (051)",644,,,,,,,644
"Hombres (052)",8022,1525,2494,3220,185,141,10,447
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",20,17,,,3,,,
"Profes., científicos e intelectuales (054)",469,397,,63,9,,,
"Técnicos de nivel medio y trab. asimilados (055)",250,125,,107,17,1,,
"Jefes y empleados de oficina (056)",235,234,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",838,265,8,511,23,31,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1092,7,164,837,82,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",666,,305,331,23,7,,
"Obreros construc.,conf.,papel, fab., instr. (060)",1682,246,378,1030,22,6,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",2227,177,1627,316,6,91,10,
"Otra (062)",43,43,,,,,,
"Ocupación no especificada (063)",53,14,12,25,,2,,
"Desocupado (064)",447,,,,,,,447
"Mujeres (065)",4098,1243,794,1409,51,209,195,197
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",7,7,,,,,,
"Profes., científicos e intelectuales (067)",478,428,,48,2,,,
"Técnicos de nivel medio y trab. asimilados (068)",164,116,,42,5,1,,
"Jefes y empleados de oficina (069)",278,278,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1134,227,19,714,25,149,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",124,,47,69,8,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",305,,222,80,2,1,,
"Obreros construc.,conf.,papel, fab., instr. (073)",24,,8,16,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",1282,158,477,401,8,43,195,
"Otra (075)",2,2,,,,,,
"Ocupación no especificada (076)",103,27,21,39,1,15,,
"Desocupado (077)",197,,,,,,,197
,,,,,,,,
"RURAL (078)",4635,189,2321,1549,100,251,19,206
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",3,3,,,,,,
"Profes., científicos e intelectuales (080)",55,51,,4,,,,
"Técnicos de nivel medio y trab. asimilados (081)",19,9,,8,2,,,
"Jefes y empleados de oficina (082)",32,32,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",151,41,4,95,7,4,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",1308,5,3,1211,89,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",55,,35,19,1,,,
"Obreros construc.,conf.,papel, fab., instr. (086)",281,17,109,154,1,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",2493,27,2165,41,,241,19,
"Otra (088)",2,2,,,,,,
"Ocupación no especificada (089)",30,2,5,17,,6,,
"Desocupado (090)",206,,,,,,,206
"Hombres (091)",3998,118,1997,1400,86,215,1,181
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",3,3,,,,,,
"Profes., científicos e intelectuales (093)",17,16,,1,,,,
"Técnicos de nivel medio y trab. asimilados (094)",15,8,,6,1,,,
"Jefes y empleados de oficina (095)",16,16,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",63,29,1,31,2,,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",1256,5,3,1167,81,,,
