"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Organiz. y organos extraterritoriales (042)",1,,,1,,,,,
"Actividad economica no especificada (043)",1271,16,3,195,628,91,81,97,160
"Mujeres (044)",13256,798,12,2670,3996,605,1205,731,3239
"Agric., ganadería, caza y silvicultura (045)",2166,372,5,999,676,40,26,19,29
"Pesca (046)",4,,,1,1,,,,2
"Explotación de minas y canteras (047)",239,1,,8,51,10,35,22,112
"Industrias manufactureras (048)",340,16,,49,157,28,29,25,36
"Suministro de electricidad, gas y agua (049)",5,,,,,1,1,,3
"Construcción (050)",133,3,1,33,54,6,6,7,23
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3086,127,3,656,1299,178,251,225,347
"Venta, mant.y rep. veh.autom.y motoc. (052)",38,,,2,16,6,6,2,6
"Comercio al por mayor (053)",111,1,,21,50,5,10,10,14
"Comercio al por menor (054)",2937,126,3,633,1233,167,235,213,327
"Hoteles y restaurantes (055)",1171,79,,279,560,54,66,64,69
"Trans., almac. y comunicaciones (056)",251,2,,11,83,25,41,38,51
"Intermediación financiera (057)",37,,,,4,1,4,8,20
"Activid.inmobil., empres. y de alquiler (058)",584,3,1,12,87,36,78,64,303
"Admin.pub. y defensa; p. segur.soc.afil (059)",583,10,,38,92,44,101,58,240
"Enseñanza (060)",1915,1,,2,28,54,299,61,1470
"Servicios sociales y de salud (061)",613,2,,17,47,25,140,47,335
"Otras activ. serv.comun.soc y personales (062)",646,78,,182,214,23,56,38,55
"Hogares privados con servicio doméstico (063)",599,30,1,168,322,29,16,15,18
"Actividad economica no especificada (065)",884,74,1,215,321,51,56,40,126
,,,,,,,,,
"URBANA (066)",37525,819,29,5412,15482,2144,3263,2536,7840
"Agric., ganadería, caza y silvicultura (067)",4487,307,9,1907,1942,91,61,63,107
"Pesca (068)",10,,,3,4,,,,3
"Explotación de minas y canteras (069)",5902,14,3,332,3100,411,650,415,977
"Industrias manufactureras (070)",1679,39,3,220,883,125,127,116,166
"Suministro de electricidad, gas y agua (071)",67,,,5,28,4,14,2,14
"Construcción (072)",3356,29,2,530,1901,197,220,190,287
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",5816,138,4,951,2526,392,547,475,783
"Venta, mant.y rep. veh.autom.y motoc. (074)",782,2,,42,294,96,165,65,118
"Comercio al por mayor (075)",228,1,,28,101,11,18,27,42
"Comercio al por menor (076)",4806,135,4,881,2131,285,364,383,623
"Hoteles y restaurantes (077)",1634,79,,323,828,77,97,115,115
"Trans., almac. y comunicaciones (078)",2870,25,2,288,1613,215,177,261,289
"Intermediación financiera (079)",73,,,,10,3,7,18,35
"Activid.inmobil., empres. y de alquiler (080)",2225,4,,59,595,178,268,256,865
"Admin.pub. y defensa; p. segur.soc.afil (081)",1526,17,,108,374,105,199,168,555
"Enseñanza (082)",3480,1,1,5,73,100,487,137,2676
"Servicios sociales y de salud (083)",903,2,,19,64,39,179,75,525
"Otras activ. serv.comun.soc y personales (084)",1070,80,1,213,392,50,89,97,148
"Hogares privados con servicio doméstico (085)",644,29,,163,356,32,18,24,22
"Organiz. y organos extraterritoriales (086)",1,,,1,,,,,
"Actividad economica no especificada (087)",1782,55,4,285,793,125,123,124,273
"Hombres (088)",26318,334,23,3519,12142,1592,2142,1843,4723
"Agric., ganadería, caza y silvicultura (089)",3630,197,6,1516,1655,66,46,56,88
"Pesca (090)",7,,,2,4,,,,1
"Explotación de minas y canteras (091)",5725,13,3,325,3064,404,622,400,894
"Industrias manufactureras (092)",1368,25,3,178,737,101,102,92,130
"Suministro de electricidad, gas y agua (093)",62,,,5,28,3,13,2,11
"Construcción (094)",3236,26,2,505,1850,191,215,183,264
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",2855,20,2,326,1287,221,304,255,440
"Venta, mant.y rep. veh.autom.y motoc. (096)",747,2,,40,278,91,160,63,113
"Comercio al por mayor (097)",123,,,8,56,6,8,17,28
"Comercio al por menor (098)",1985,18,2,278,953,124,136,175,299
"Hoteles y restaurantes (099)",542,4,,68,305,30,34,52,49
"Trans., almac. y comunicaciones (100)",2625,23,2,277,1535,190,136,224,238
"Intermediación financiera (101)",38,,,,7,2,3,10,16
"Activid.inmobil., empres. y de alquiler (102)",1660,1,,47,510,143,193,194,572
"Admin.pub. y defensa; p. segur.soc.afil (103)",962,8,,72,286,62,104,111,319
"Enseñanza (104)",1639,,1,3,48,55,203,79,1250
"Servicios sociales y de salud (105)",314,,,2,19,14,52,28,199
"Otras activ. serv.comun.soc y personales (106)",460,4,1,40,198,27,36,60,94
"Hogares privados con servicio doméstico (107)",107,4,,12,68,4,3,10,6
"Organiz. y organos extraterritoriales (108)",1,,,1,,,,,
"Actividad economica no especificada (109)",1087,9,3,140,541,79,76,87,152
"Mujeres (110)",11207,485,6,1893,3340,552,1121,693,3117
"Agric., ganadería, caza y silvicultura (111)",857,110,3,391,287,25,15,7,19
"Pesca (112)",3,,,1,,,,,2
"Explotación de minas y canteras (113)",177,1,,7,36,7,28,15,83
"Industrias manufactureras (114)",311,14,,42,146,24,25,24,36
"Suministro de electricidad, gas y agua (115)",5,,,,,1,1,,3
"Construcción (116)",120,3,,25,51,6,5,7,23
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2961,118,2,625,1239,171,243,220,343
"Venta, mant.y rep. veh.autom.y motoc. (118)",35,,,2,16,5,5,2,5
"Comercio al por mayor (119)",105,1,,20,45,5,10,10,14
"Comercio al por menor (120)",2821,117,2,603,1178,161,228,208,324
"Hoteles y restaurantes (121)",1092,75,,255,523,47,63,63,66
"Trans., almac. y comunicaciones (122)",245,2,,11,78,25,41,37,51
"Intermediación financiera (123)",35,,,,3,1,4,8,19
"Activid.inmobil., empres. y de alquiler (124)",565,3,,12,85,35,75,62,293
"Admin.pub. y defensa; p. segur.soc.afil (125)",564,9,,36,88,43,95,57,236
"Enseñanza (126)",1841,1,,2,25,45,284,58,1426
"Servicios sociales y de salud (127)",589,2,,17,45,25,127,47,326
"Otras activ. serv.comun.soc y personales (128)",610,76,,173,194,23,53,37,54
"Hogares privados con servicio doméstico (129)",537,25,,151,288,28,15,14,16
"Actividad economica no especificada (131)",695,46,1,145,252,46,47,37,121
,,,,,,,,,
"RURAL (132)",11494,759,13,3863,5204,377,517,212,549
"Agric., ganadería, caza y silvicultura (133)",7414,684,7,3336,3106,98,62,65,56
"Pesca (134)",6,,,,4,,,1,1
"Explotación de minas y canteras (135)",2008,4,,87,1130,143,289,79,276
"Industrias manufactureras (136)",94,3,,21,48,12,6,2,2
"Suministro de electricidad, gas y agua (137)",10,,,3,6,,1,,
"Construcción (138)",275,7,1,84,148,9,11,8,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",266,9,1,58,124,15,36,9,14
"Venta, mant.y rep. veh.autom.y motoc. (140)",43,,,2,13,2,20,1,5
"Comercio al por mayor (141)",9,,,2,5,,,,2
"Comercio al por menor (142)",214,9,1,54,106,13,16,8,7
"Hoteles y restaurantes (143)",166,4,,31,85,26,10,4,6
"Trans., almac. y comunicaciones (144)",356,3,,43,238,30,17,11,14
"Intermediación financiera (145)",2,,,,1,,,,1
"Activid.inmobil., empres. y de alquiler (146)",108,,2,12,45,7,13,6,23
"Admin.pub. y defensa; p. segur.soc.afil (147)",97,2,,24,38,3,11,5,14
"Enseñanza (148)",144,,,,7,15,22,6,94
"Servicios sociales y de salud (149)",50,,,,5,1,20,1,23
"Otras activ. serv.comun.soc y personales (150)",48,2,,15,24,,3,1,3
"Hogares privados con servicio doméstico (151)",77,6,2,24,39,1,2,1,2
"Actividad economica no especificada (153)",373,35,,125,156,17,14,13,13
"Hombres (154)",9445,446,7,3086,4548,324,433,174,427
"Agric., ganadería, caza y silvicultura (155)",6105,422,5,2728,2717,83,51,53,46
"Pesca (156)",5,,,,3,,,1,1
"Explotación de minas y canteras (157)",1946,4,,86,1115,140,282,72,247
"Industrias manufactureras (158)",65,1,,14,37,8,2,1,2
"Suministro de electricidad, gas y agua (159)",10,,,3,6,,1,,
"Construcción (160)",262,7,,76,145,9,10,8,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",141,,,27,64,8,28,4,10
"Venta, mant.y rep. veh.autom.y motoc. (162)",40,,,2,13,1,19,1,4
"Comercio al por mayor (163)",3,,,1,,,,,2
"Comercio al por menor (164)",98,,,24,51,7,9,3,4
"Hoteles y restaurantes (165)",87,,,7,48,19,7,3,3
"Trans., almac. y comunicaciones (166)",350,3,,43,233,30,17,10,14
"Activid.inmobil., empres. y de alquiler (168)",89,,1,12,43,6,10,4,13
"Admin.pub. y defensa; p. segur.soc.afil (169)",78,1,,22,34,2,5,4,10
"Enseñanza (170)",70,,,,4,6,7,3,50
"Servicios sociales y de salud (171)",26,,,,3,1,7,1,14
"Otras activ. serv.comun.soc y personales (172)",12,,,6,4,,,,2
"Hogares privados con servicio doméstico (173)",15,1,1,7,5,,1,,
"Actividad economica no especificada (175)",184,7,,55,87,12,5,10,8
"Mujeres (176)",2049,313,6,777,656,53,84,38,122
"Agric., ganadería, caza y silvicultura (177)",1309,262,2,608,389,15,11,12,10
"Pesca (178)",1,,,,1,,,,
"Explotación de minas y canteras (179)",62,,,1,15,3,7,7,29
"Industrias manufactureras (180)",29,2,,7,11,4,4,1,
"Construcción (182)",13,,1,8,3,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",125,9,1,31,60,7,8,5,4
"Venta, mant.y rep. veh.autom.y motoc. (184)",3,,,,,1,1,,1
"Comercio al por mayor (185)",6,,,1,5,,,,
"Comercio al por menor (186)",116,9,1,30,55,6,7,5,3
"Hoteles y restaurantes (187)",79,4,,24,37,7,3,1,3
"Trans., almac. y comunicaciones (188)",6,,,,5,,,1,
"Intermediación financiera (189)",2,,,,1,,,,1
"Activid.inmobil., empres. y de alquiler (190)",19,,1,,2,1,3,2,10
"Admin.pub. y defensa; p. segur.soc.afil (191)",19,1,,2,4,1,6,1,4
"Enseñanza (192)",74,,,,3,9,15,3,44
"Servicios sociales y de salud (193)",24,,,,2,,13,,9
"Otras activ. serv.comun.soc y personales (194)",36,2,,9,20,,3,1,1
"Hogares privados con servicio doméstico (195)",62,5,1,17,34,1,1,1,2
"Actividad economica no especificada (197)",189,28,,70,69,5,9,3,5
