"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SAN MIGUEL (000)",16091,15130,41,3097,2969,2281,3047,2033,1136,526,961,57644
"De 12 a 14 años (001)",19,7,,6,1,,,,,,12,8
"De 15 a 19 años (002)",397,329,3,287,35,2,2,,,,68,371
"De 20 a 24 años (003)",1436,1180,3,748,340,69,20,,,,256,1720
"De 25 a 29 años (004)",1789,1571,5,643,580,242,89,9,3,,218,2981
"De 30 a 34 años (005)",1798,1661,2,406,586,362,260,34,11,,137,4091
"De 35 a 39 años (006)",1922,1827,6,291,488,461,437,119,22,3,95,5535
"De 40 a 44 años (007)",1515,1472,1,174,286,342,429,182,45,13,43,5312
"De 45 a 49 años (008)",1400,1352,2,143,205,219,436,219,101,27,48,5676
"De 50 y más años (009)",5815,5731,19,399,448,584,1374,1470,954,483,84,31950
"Sin nivel (010)",4590,4436,16,378,490,515,1050,1009,667,311,154,23109
"De 15 a 19 años (012)",18,16,,14,2,,,,,,2,18
"De 20 a 24 años (013)",85,71,,35,25,7,4,,,,14,122
"De 25 a 29 años (014)",122,102,2,20,45,18,13,2,2,,20,248
"De 30 a 34 años (015)",177,156,1,33,42,31,37,7,5,,21,467
"De 35 a 39 años (016)",274,250,1,28,48,59,74,33,7,,24,890
"De 40 a 44 años (017)",279,264,,23,43,53,81,47,11,6,15,1080
"De 45 a 49 años (018)",345,332,,38,47,48,93,63,34,9,13,1470
"De 50 y más años (019)",3290,3245,12,187,238,299,748,857,608,296,45,18814
"Educacion Inicial (020)",9,9,,6,2,,1,,,,,14
"De 20 a 24 años (023)",3,3,,3,,,,,,,,3
"De 25 a 29 años (024)",1,1,,1,,,,,,,,1
