"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUAURA (000)",77446,170313,158576,,2765,93.1,1.6
"De 12 a 14 años (001)",6135,28,28,,3,100,10.7
"De 15 a 19 años (002)",9577,1166,1141,292,97.9,25,
"De 20 a 24 años (003)",9025,5520,5428,740,98.3,13.4,
"De 25 a 29 años (004)",8093,9830,9666,696,98.3,7.1,
"De 30 a 34 años (005)",7519,13903,13585,593,97.7,4.3,
"De 35 a 39 años (006)",6906,16619,16167,316,97.3,1.9,
"De 40 a 44 años (007)",6148,18288,17660,112,96.6,0.6,
"De 45 a 49 años (008)",5121,17947,17066,13,95.1,0.1,
"De 50 y más años (009)",18922,87012,77835,,89.5,,
"Conviviente (010)",19686,47985,45911,1747,95.7,3.6,
"De 12 a 14 años (011)",57,15,15,1,100,6.7,
"De 15 a 19 años (012)",1179,774,755,197,97.5,25.5,
"De 20 a 24 años (013)",3328,3755,3685,528,98.1,14.1,
"De 25 a 29 años (014)",3763,6092,5985,462,98.2,7.6,
"De 30 a 34 años (015)",3362,7504,7321,338,97.6,4.5,
"De 35 a 39 años (016)",2666,7494,7281,172,97.2,2.3,
"De 40 a 44 años (017)",1852,6455,6215,46,96.3,0.7,
"De 45 a 49 años (018)",1210,4915,4667,3,95,0.1,
"De 50 y más años (019)",2269,10981,9987,,90.9,,
"Separado(a) (020)",3835,11218,10579,137,94.3,1.2,
"De 12 a 14 años (021)",8,2,2,,100,,
"De 15 a 19 años (022)",77,69,68,21,98.6,30.4,
"De 20 a 24 años (023)",301,341,339,44,99.4,12.9,
"De 25 a 29 años (024)",407,660,648,29,98.2,4.4,
"De 30 a 34 años (025)",443,890,867,25,97.4,2.8,
"De 35 a 39 años (026)",496,1166,1140,10,97.8,0.9,
"De 40 a 44 años (027)",485,1413,1360,7,96.2,0.5,
"De 45 a 49 años (028)",422,1485,1414,1,95.2,0.1,
"De 50 y más años (029)",1196,5192,4741,,91.3,,
"Casado(a) (030)",21951,79945,74399,616,93.1,0.8,
"De 12 a 14 años (031)",7,3,3,,100,,
"De 15 a 19 años (032)",88,72,71,12,98.6,16.7,
"De 20 a 24 años (033)",619,667,654,80,98.1,12,
"De 25 a 29 años (034)",1339,2115,2081,155,98.4,7.3,
"De 30 a 34 años (035)",2127,4390,4296,195,97.9,4.4,
