"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",297,1,122,111,52,11
"Hogares privados con servicio doméstico (041)",76,19,43,6,7,1
"Organiz. y organos extraterritoriales (042)",2,,1,,,1
"Actividad economica no especificada (043)",443,3,156,144,112,28
"Mujeres (045)",6314,96,2212,2289,1361,356
"Agric., ganadería, caza y silvicultura (046)",945,28,214,298,284,121
"Pesca (047)",1,,,1,,
"Explotación de minas y canteras (048)",2,,1,,1,
"Industrias manufactureras (049)",383,9,163,135,61,15
"Suministro de electricidad, gas y agua (050)",9,1,3,2,3,
"Construcción (051)",29,,14,6,9,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",1895,26,555,770,441,103
"Venta, mant.y rep. veh.autom.y motoc. (053)",10,,6,3,1,
"Comercio al por mayor (054)",41,,13,14,12,2
"Comercio al por menor (055)",1844,26,536,753,428,101
"Hoteles y restaurantes (056)",1062,13,446,323,226,54
"Trans., almac. y comunicaciones (057)",166,,101,52,12,1
"Intermediación financiera (058)",12,,7,5,,
"Activid.inmobil., empres. y alquileres (059)",90,,54,26,10,
"Admin.pub. y defensa; p. segur.soc.afil (060)",120,,57,50,13,
"Enseñanza (061)",585,,138,321,121,5
"Servicios sociales y de salud (062)",122,,55,49,18,
"Otras activ. serv.comun.soc y personales (063)",125,2,56,45,18,4
"Hogares privados con servicio doméstico (064)",307,14,196,55,35,7
"Organiz. y organos extraterritoriales (065)",1,,,,1,
"Actividad economica no especificada (066)",460,3,152,151,108,46
,,,,,,
"URBANA (067)",11185,191,3790,4062,2530,612
"Agric., ganadería, caza y silvicultura (068)",1636,72,347,436,519,262
"Pesca (069)",1,,,1,,
"Explotación de minas y canteras (070)",12,,3,4,3,2
"Industrias manufactureras (071)",632,16,224,221,132,39
"Suministro de electricidad, gas y agua (072)",37,1,12,10,13,1
"Construcción (073)",953,5,321,382,216,29
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",2160,41,641,835,518,125
"Venta, mant.y rep. veh.autom.y motoc. (075)",107,,54,40,13,
"Comercio al por mayor (076)",60,,22,19,16,3
"Comercio al por menor (077)",1993,41,565,776,489,122
"Hoteles y restaurantes (078)",1683,18,813,527,269,56
"Trans., almac. y comunicaciones (079)",1004,3,410,410,167,14
"Intermediación financiera (080)",19,,7,6,5,1
"Activid.inmobil., empres. y alquileres (081)",322,,116,132,69,5
"Admin.pub. y defensa; p. segur.soc.afil (082)",482,,136,200,132,14
"Enseñanza (083)",911,,171,479,250,11
"Servicios sociales y de salud (084)",167,,60,75,31,1
"Otras activ. serv.comun.soc y personales (085)",341,3,146,123,56,13
"Hogares privados con servicio doméstico (086)",289,28,190,40,27,4
"Organiz. y organos extraterritoriales (087)",3,,1,,1,1
"Actividad economica no especificada (088)",533,4,192,181,122,34
"Hombres (089)",6720,118,2185,2411,1604,402
"Agric., ganadería, caza y silvicultura (090)",1339,56,278,356,425,224
"Pesca (091)",1,,,1,,
"Explotación de minas y canteras (092)",10,,2,4,2,2
"Industrias manufactureras (093)",398,9,138,138,85,28
"Suministro de electricidad, gas y agua (094)",30,,10,8,11,1
"Construcción (095)",929,5,311,377,207,29
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",638,18,205,206,171,38
"Venta, mant.y rep. veh.autom.y motoc. (097)",99,,50,37,12,
"Comercio al por mayor (098)",30,,11,9,9,1
"Comercio al por menor (099)",509,18,144,160,150,37
"Hoteles y restaurantes (100)",814,7,438,270,87,12
"Trans., almac. y comunicaciones (101)",857,3,320,364,157,13
"Intermediación financiera (102)",10,,2,2,5,1
"Activid.inmobil., empres. y alquileres (103)",242,,70,108,59,5
"Admin.pub. y defensa; p. segur.soc.afil (104)",383,,92,156,121,14
"Enseñanza (105)",402,,56,198,141,7
"Servicios sociales y de salud (106)",64,,18,31,14,1
"Otras activ. serv.comun.soc y personales (107)",230,1,95,83,42,9
"Hogares privados con servicio doméstico (108)",62,16,35,5,5,1
"Organiz. y organos extraterritoriales (109)",2,,1,,,1
"Actividad economica no especificada (110)",309,3,114,104,72,16
"Mujeres (112)",4465,73,1605,1651,926,210
"Agric., ganadería, caza y silvicultura (113)",297,16,69,80,94,38
"Explotación de minas y canteras (115)",2,,1,,1,
"Industrias manufactureras (116)",234,7,86,83,47,11
"Suministro de electricidad, gas y agua (117)",7,1,2,2,2,
"Construcción (118)",24,,10,5,9,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",1522,23,436,629,347,87
"Venta, mant.y rep. veh.autom.y motoc. (120)",8,,4,3,1,
"Comercio al por mayor (121)",30,,11,10,7,2
"Comercio al por menor (122)",1484,23,421,616,339,85
"Hoteles y restaurantes (123)",869,11,375,257,182,44
"Trans., almac. y comunicaciones (124)",147,,90,46,10,1
"Intermediación financiera (125)",9,,5,4,,
"Activid.inmobil., empres. y alquileres (126)",80,,46,24,10,
"Admin.pub. y defensa; p. segur.soc.afil (127)",99,,44,44,11,
"Enseñanza (128)",509,,115,281,109,4
"Servicios sociales y de salud (129)",103,,42,44,17,
"Otras activ. serv.comun.soc y personales (130)",111,2,51,40,14,4
"Hogares privados con servicio doméstico (131)",227,12,155,35,22,3
"Organiz. y organos extraterritoriales (132)",1,,,,1,
"Actividad economica no especificada (133)",224,1,78,77,50,18
,,,,,,
"RURAL (134)",8500,100,2449,3014,2237,700
"Agric., ganadería, caza y silvicultura (135)",5164,81,1188,1759,1559,577
"Pesca (136)",6,,1,3,1,1
"Explotación de minas y canteras (137)",9,,4,4,1,
"Industrias manufactureras (138)",330,4,144,114,57,11
"Suministro de electricidad, gas y agua (139)",7,,3,2,1,1
"Construcción (140)",739,1,256,316,147,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",499,3,172,178,121,25
"Venta, mant.y rep. veh.autom.y motoc. (142)",26,,16,7,3,
"Comercio al por mayor (143)",22,,5,10,7,
"Comercio al por menor (144)",451,3,151,161,111,25
"Hoteles y restaurantes (145)",341,4,152,113,62,10
"Trans., almac. y comunicaciones (146)",504,,211,200,90,3
"Intermediación financiera (147)",4,,3,1,,
"Activid.inmobil., empres. y alquileres (148)",60,,25,23,9,3
"Admin.pub. y defensa; p. segur.soc.afil (149)",106,,39,44,23,
"Enseñanza (150)",154,,37,78,36,3
"Servicios sociales y de salud (151)",32,,17,11,3,1
"Otras activ. serv.comun.soc y personales (152)",81,,32,33,14,2
"Hogares privados con servicio doméstico (153)",94,5,49,21,15,4
"Actividad economica no especificada (155)",370,2,116,114,98,40
"Hombres (156)",6651,77,1842,2376,1802,554
"Agric., ganadería, caza y silvicultura (157)",4516,69,1043,1541,1369,494
"Pesca (158)",5,,1,2,1,1
"Explotación de minas y canteras (159)",9,,4,4,1,
"Industrias manufactureras (160)",181,2,67,62,43,7
"Suministro de electricidad, gas y agua (161)",5,,2,2,,1
"Construcción (162)",734,1,252,315,147,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",126,,53,37,27,9
"Venta, mant.y rep. veh.autom.y motoc. (164)",24,,14,7,3,
"Comercio al por mayor (165)",11,,3,6,2,
"Comercio al por menor (166)",91,,36,24,22,9
"Hoteles y restaurantes (167)",148,2,81,47,18,
"Trans., almac. y comunicaciones (168)",485,,200,194,88,3
"Intermediación financiera (169)",1,,1,,,
"Activid.inmobil., empres. y alquileres (170)",50,,17,21,9,3
"Admin.pub. y defensa; p. segur.soc.afil (171)",85,,26,38,21,
"Enseñanza (172)",78,,14,38,24,2
"Servicios sociales y de salud (173)",13,,4,6,2,1
"Otras activ. serv.comun.soc y personales (174)",67,,27,28,10,2
"Hogares privados con servicio doméstico (175)",14,3,8,1,2,
"Actividad economica no especificada (177)",134,,42,40,40,12
"Mujeres (179)",1849,23,607,638,435,146
"Agric., ganadería, caza y silvicultura (180)",648,12,145,218,190,83
"Pesca (181)",1,,,1,,
"Industrias manufactureras (183)",149,2,77,52,14,4
"Suministro de electricidad, gas y agua (184)",2,,1,,1,
"Construcción (185)",5,,4,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",373,3,119,141,94,16
"Venta, mant.y rep. veh.autom.y motoc. (187)",2,,2,,,
"Comercio al por mayor (188)",11,,2,4,5,
"Comercio al por menor (189)",360,3,115,137,89,16
"Hoteles y restaurantes (190)",193,2,71,66,44,10
"Trans., almac. y comunicaciones (191)",19,,11,6,2,
"Intermediación financiera (192)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (193)",10,,8,2,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",21,,13,6,2,
"Enseñanza (195)",76,,23,40,12,1
"Servicios sociales y de salud (196)",19,,13,5,1,
"Otras activ. serv.comun.soc y personales (197)",14,,5,5,4,
"Hogares privados con servicio doméstico (198)",80,2,41,20,13,4
"Actividad economica no especificada (200)",236,2,74,74,58,28
