"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia YUNGUYO (000)",19018,1512,1424,11514,133,4192,243
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",38,38,,,,,
"Profes., científicos e intelectuales (002)",833,702,,121,2,8,
"Técnicos de nivel medio y trab. asimilados (003)",137,73,,57,4,3,
"Jefes y empleados de oficina (004)",168,165,,,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2097,165,3,1624,19,286,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7149,,1,7115,31,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1347,,154,1081,56,56,
"Obreros construc.,conf.,papel, fab., instr. (008)",1157,84,461,585,15,12,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",5673,149,787,704,4,3786,243
"Otra (010)",97,97,,,,,
"Ocupación no especificada (011)",322,39,18,227,2,36,
"Hombres (012)",10843,1012,1133,7463,103,1117,15
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",34,34,,,,,
"Profes., científicos e intelectuales (014)",517,434,,78,1,4,
"Técnicos de nivel medio y trab. asimilados (015)",95,44,,46,3,2,
"Jefes y empleados de oficina (016)",122,120,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",893,96,1,743,10,43,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",4879,,1,4850,26,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",983,,124,769,48,42,
"Obreros construc.,conf.,papel, fab., instr. (020)",1118,84,456,554,13,11,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1978,81,536,347,1,998,15
"Otra (022)",96,96,,,,,
"Ocupación no especificada (023)",128,23,15,76,1,13,
"Mujeres (024)",8175,500,291,4051,30,3075,228
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",4,4,,,,,
"Profes., científicos e intelectuales (026)",316,268,,43,1,4,
"Técnicos de nivel medio y trab. asimilados (027)",42,29,,11,1,1,
"Jefes y empleados de oficina (028)",46,45,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1204,69,2,881,9,243,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",2270,,,2265,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",364,,30,312,8,14,
"Obreros construc.,conf.,papel, fab., instr. (032)",39,,5,31,2,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3695,68,251,357,3,2788,228
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",194,16,3,151,1,23,
,,,,,,,
"URBANA (036)",6626,1097,462,3808,71,1035,153
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",23,23,,,,,
"Profes., científicos e intelectuales (038)",674,576,,89,1,8,
"Técnicos de nivel medio y trab. asimilados (039)",114,69,,38,4,3,
"Jefes y empleados de oficina (040)",133,131,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1388,85,3,1071,14,215,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1302,,,1285,17,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",630,,49,535,26,20,
"Obreros construc.,conf.,papel, fab., instr. (044)",437,40,106,274,9,8,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1740,101,294,432,,760,153
"Otra (046)",45,45,,,,,
"Ocupación no especificada (047)",140,27,10,84,,19,
"Hombres (048)",3661,688,346,2236,52,327,12
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",21,21,,,,,
"Profes., científicos e intelectuales (050)",386,328,,54,,4,
"Técnicos de nivel medio y trab. asimilados (051)",76,42,,29,3,2,
"Jefes y empleados de oficina (052)",94,93,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",539,49,1,448,8,33,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",851,,,837,14,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",435,,35,368,19,13,
"Obreros construc.,conf.,papel, fab., instr. (056)",405,40,101,249,8,7,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",734,55,201,207,,259,12
"Otra (058)",44,44,,,,,
"Ocupación no especificada (059)",76,16,8,44,,8,
"Mujeres (060)",2965,409,116,1572,19,708,141
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,2,,,,,
"Profes., científicos e intelectuales (062)",288,248,,35,1,4,
"Técnicos de nivel medio y trab. asimilados (063)",38,27,,9,1,1,
"Jefes y empleados de oficina (064)",39,38,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",849,36,2,623,6,182,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",451,,,448,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",195,,14,167,7,7,
"Obreros construc.,conf.,papel, fab., instr. (068)",32,,5,25,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1006,46,93,225,,501,141
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",64,11,2,40,,11,
,,,,,,,
"RURAL (072)",12392,415,962,7706,62,3157,90
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",15,15,,,,,
"Profes., científicos e intelectuales (074)",159,126,,32,1,,
"Técnicos de nivel medio y trab. asimilados (075)",23,4,,19,,,
"Jefes y empleados de oficina (076)",35,34,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",709,80,,553,5,71,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",5847,,1,5830,14,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",717,,105,546,30,36,
"Obreros construc.,conf.,papel, fab., instr. (080)",720,44,355,311,6,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3933,48,493,272,4,3026,90
"Otra (082)",52,52,,,,,
"Ocupación no especificada (083)",182,12,8,143,2,17,
"Hombres (084)",7182,324,787,5227,51,790,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",13,13,,,,,
"Profes., científicos e intelectuales (086)",131,106,,24,1,,
"Técnicos de nivel medio y trab. asimilados (087)",19,2,,17,,,
"Jefes y empleados de oficina (088)",28,27,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",354,47,,295,2,10,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",4028,,1,4013,12,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",548,,89,401,29,29,
"Obreros construc.,conf.,papel, fab., instr. (092)",713,44,355,305,5,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1244,26,335,140,1,739,3
"Otra (094)",52,52,,,,,
"Ocupación no especificada (095)",52,7,7,32,1,5,
"Mujeres (096)",5210,91,175,2479,11,2367,87
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,2,,,,,
"Profes., científicos e intelectuales (098)",28,20,,8,,,
