"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia VICTOR FAJARDO (000)",9891,34936,28548,,440,81.7,1.3
"De 12 a 14 años (001)",929,3,3,,,100,
"De 15 a 19 años (002)",1022,163,157,59,96.3,36.2,
"De 20 a 24 años (003)",802,796,780,104,98,13.1,
"De 25 a 29 años (004)",812,1484,1419,89,95.6,6,
"De 30 a 34 años (005)",758,2079,1971,91,94.8,4.4,
"De 35 a 39 años (006)",743,2661,2440,49,91.7,1.8,
"De 40 a 44 años (007)",704,3280,2909,42,88.7,1.3,
"De 45 a 49 años (008)",608,3241,2825,6,87.2,0.2,
"De 50 y más años (009)",3513,21229,16044,,75.6,,
"Sin nivel (010)",3050,17640,13309,47,75.4,0.3,
"De 12 a 14 años (011)",9,,,,,,
"De 15 a 19 años (012)",14,5,5,1,100,20,
"De 20 a 24 años (013)",22,33,33,6,100,18.2,
"De 25 a 29 años (014)",46,111,98,9,88.3,8.1,
"De 30 a 34 años (015)",80,275,259,10,94.2,3.6,
"De 35 a 39 años (016)",108,465,408,7,87.7,1.5,
"De 40 a 44 años (017)",197,974,841,11,86.3,1.1,
"De 45 a 49 años (018)",186,1094,902,3,82.4,0.3,
"De 50 y más años (019)",2388,14683,10763,,73.3,,
"Educacion Inicial (020)",17,51,50,2,98,3.9,
"De 12 a 14 años (021)",1,,,,,,
"De 15 a 19 años (022)",2,1,1,,100,,
"De 20 a 24 años (023)",2,3,3,,100,,
"De 25 a 29 años (024)",4,15,15,1,100,6.7,
"De 35 a 39 años (026)",8,32,31,1,96.9,3.1,
"Primaria (030)",3908,13647,11792,242,86.4,1.8,
"De 12 a 14 años (031)",605,2,2,,100,,
"De 15 a 19 años (032)",258,90,86,29,95.6,32.2,
"De 20 a 24 años (033)",275,400,392,47,98,11.8,
"De 25 a 29 años (034)",349,816,780,53,95.6,6.5,
"De 30 a 34 años (035)",369,1165,1095,51,94,4.4,
"De 35 a 39 años (036)",354,1472,1347,35,91.5,2.4,
"De 40 a 44 años (037)",375,1907,1692,25,88.7,1.3,
"De 45 a 49 años (038)",331,1799,1601,2,89,0.1,
"De 50 y más años (039)",992,5996,4797,,80,,
"Secundaria (040)",2247,2676,2522,121,94.2,4.5,
"De 12 a 14 años (041)",314,1,1,,100,,
