"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 12 a 14 años (041)",647,3,3,1,100,33.3,
"De 15 a 19 años (042)",1297,104,100,41,96.2,39.4,
"De 20 a 24 años (043)",595,519,492,82,94.8,15.8,
"De 25 a 29 años (044)",329,599,572,38,95.5,6.3,
"De 30 a 34 años (045)",236,649,606,27,93.4,4.2,
"De 35 a 39 años (046)",169,594,554,14,93.3,2.4,
"De 40 a 44 años (047)",80,358,329,2,91.9,0.6,
"De 45 a 49 años (048)",56,252,231,,91.7,,
"De 50 y más años (049)",58,276,251,,90.9,,
"Sup. no Univ. incompleta (050)",155,150,140,12,93.3,8,
"De 15 a 19 años (052)",32,4,4,1,100,25,
"De 20 a 24 años (053)",52,28,26,7,92.9,25,
"De 25 a 29 años (054)",19,20,18,2,90,10,
"De 30 a 34 años (055)",19,29,25,1,86.2,3.4,
"De 35 a 39 años (056)",18,37,35,1,94.6,2.7,
"De 40 a 44 años (057)",4,7,7,,100,,
"De 45 a 49 años (058)",6,21,21,,100,,
"De 50 y más años (059)",5,4,4,,100,,
"Sup. no Univ. completa (060)",150,248,228,10,91.9,4,
"De 20 a 24 años (063)",22,9,9,2,100,22.2,
"De 25 a 29 años (064)",36,26,26,3,100,11.5,
"De 30 a 34 años (065)",26,31,31,3,100,9.7,
"De 35 a 39 años (066)",23,46,39,1,84.8,2.2,
"De 40 a 44 años (067)",22,56,55,1,98.2,1.8,
"De 45 a 49 años (068)",14,62,52,,83.9,,
"De 50 y más años (069)",7,18,16,,88.9,,
"Sup. Univ. incompleta (070)",156,60,58,10,96.7,16.7,
"De 15 a 19 años (072)",23,5,5,3,100,60,
"De 20 a 24 años (073)",93,17,16,5,94.1,29.4,
"De 25 a 29 años (074)",22,11,11,1,100,9.1,
"De 30 a 34 años (075)",6,2,2,1,100,50,
"De 35 a 39 años (076)",5,8,8,,100,,
"De 40 a 44 años (077)",3,6,5,,83.3,,
"De 45 a 49 años (078)",2,8,8,,100,,
"De 50 y más años (079)",2,3,3,,100,,
"Sup. Univ. completa (080)",106,118,113,4,95.8,3.4,
"De 20 a 24 años (083)",9,2,2,,100,,
"De 25 a 29 años (084)",36,20,18,,90,,
"De 30 a 34 años (085)",28,26,24,4,92.3,15.4,
"De 35 a 39 años (086)",9,14,14,,100,,
"De 40 a 44 años (087)",6,8,8,,100,,
"De 45 a 49 años (088)",10,26,25,,96.2,,
"De 50 y más años (089)",8,22,22,,100,,
,,,,,,,
"URBANA (100)",2234,5779,5165,120,89.4,2.1,
"De 12 a 14 años (101)",239,3,3,,100,,
"De 15 a 19 años (102)",297,38,38,15,100,39.5,
"De 20 a 24 años (103)",245,197,192,28,97.5,14.2,
"De 25 a 29 años (104)",224,362,344,28,95,7.7,
"De 30 a 34 años (105)",185,463,433,19,93.5,4.1,
"De 35 a 39 años (106)",253,900,846,25,94,2.8,
"De 40 a 44 años (107)",180,714,660,2,92.4,0.3,
"De 45 a 49 años (108)",137,602,554,3,92,0.5,
"De 50 y más años (109)",474,2500,2095,,83.8,,
"Sin nivel (110)",337,1733,1418,5,81.8,0.3,
"De 12 a 14 años (111)",1,,,,,,
"De 15 a 19 años (112)",2,3,3,,100,,
"De 20 a 24 años (113)",5,11,11,1,100,9.1,
"De 25 a 29 años (114)",3,6,6,,100,,
"De 30 a 34 años (115)",6,26,24,,92.3,,
"De 35 a 39 años (116)",22,85,81,3,95.3,3.5,
"De 40 a 44 años (117)",22,101,88,,87.1,,
"De 45 a 49 años (118)",14,53,39,1,73.6,1.9,
"De 50 y más años (119)",262,1448,1166,,80.5,,
"Educacion Inicial (120)",5,15,11,2,73.3,13.3,
"De 20 a 24 años (123)",3,5,5,1,100,20,
"De 30 a 34 años (125)",1,6,3,,50,,
"De 35 a 39 años (126)",1,4,3,1,75,25,
"Primaria (130)",702,2539,2330,43,91.8,1.7,
"De 12 a 14 años (131)",98,3,3,,100,,
"De 15 a 19 años (132)",24,8,8,2,100,25,
"De 20 a 24 años (133)",27,54,54,6,100,11.1,
"De 25 a 29 años (134)",56,135,128,11,94.8,8.1,
"De 30 a 34 años (135)",57,201,186,8,92.5,4,
"De 35 a 39 años (136)",106,458,430,13,93.9,2.8,
"De 40 a 44 años (137)",89,390,363,1,93.1,0.3,
"De 45 a 49 años (138)",74,376,358,2,95.2,0.5,
"De 50 y más años (139)",171,914,800,,87.5,,
"Secundaria (140)",833,1113,1047,45,94.1,4,
"De 12 a 14 años (141)",140,,,,,,
"De 15 a 19 años (142)",244,22,22,10,100,45.5,
"De 20 a 24 años (143)",101,91,87,11,95.6,12.1,
"De 25 a 29 años (144)",97,173,164,12,94.8,6.9,
"De 30 a 34 años (145)",75,174,167,5,96,2.9,
"De 35 a 39 años (146)",79,274,258,7,94.2,2.6,
"De 40 a 44 años (147)",44,166,154,,92.8,,
"De 45 a 49 años (148)",27,102,91,,89.2,,
"De 50 y más años (149)",26,111,104,,93.7,,
"Sup. no Univ. incompleta (150)",69,74,70,6,94.6,8.1,
"De 15 a 19 años (152)",10,1,1,,100,,
"De 20 a 24 años (153)",23,14,14,3,100,21.4,
"De 25 a 29 años (154)",7,11,9,2,81.8,18.2,
"De 30 a 34 años (155)",7,13,12,,92.3,,
"De 35 a 39 años (156)",14,28,27,1,96.4,3.6,
"De 40 a 44 años (157)",2,3,3,,100,,
"De 45 a 49 años (158)",3,4,4,,100,,
"De 50 y más años (159)",3,,,,,,
"Sup. no Univ. completa (160)",93,175,163,7,93.1,4,
"De 20 a 24 años (163)",11,6,6,2,100,33.3,
"De 25 a 29 años (164)",18,15,15,2,100,13.3,
"De 30 a 34 años (165)",13,18,18,2,100,11.1,
"De 35 a 39 años (166)",19,34,30,,88.2,,
"De 40 a 44 años (167)",15,40,39,1,97.5,2.5,
"De 45 a 49 años (168)",11,47,42,,89.4,,
"De 50 y más años (169)",6,15,13,,86.7,,
"Sup. Univ. incompleta (170)",118,44,42,8,95.5,18.2,
"De 15 a 19 años (172)",17,4,4,3,100,75,
"De 20 a 24 años (173)",71,14,13,4,92.9,28.6,
"De 25 a 29 años (174)",16,9,9,1,100,11.1,
"De 30 a 34 años (175)",4,,,,,,
"De 35 a 39 años (176)",5,8,8,,100,,
"De 40 a 44 años (177)",3,6,5,,83.3,,
"De 45 a 49 años (178)",1,3,3,,100,,
"De 50 y más años (179)",1,,,,,,
"Sup. Univ. completa (180)",77,86,84,4,97.7,4.7,
"De 20 a 24 años (183)",4,2,2,,100,,
"De 25 a 29 años (184)",27,13,13,,100,,
"De 30 a 34 años (185)",22,25,23,4,92,16,
"De 35 a 39 años (186)",7,9,9,,100,,
"De 40 a 44 años (187)",5,8,8,,100,,
"De 45 a 49 años (188)",7,17,17,,100,,
"De 50 y más años (189)",5,12,12,,100,,
,,,,,,,
"RURAL (200)",11109,38412,31592,598,82.2,1.6,
"De 12 a 14 años (201)",1304,6,6,2,100,33.3,
"De 15 a 19 años (202)",1423,173,167,47,96.5,27.2,
"De 20 a 24 años (203)",981,1073,1007,155,93.8,14.4,
"De 25 a 29 años (204)",893,2076,1944,135,93.6,6.5,
"De 30 a 34 años (205)",885,2954,2691,114,91.1,3.9,
"De 35 a 39 años (206)",923,4076,3640,84,89.3,2.1,
"De 40 a 44 años (207)",829,4807,4137,50,86.1,1,
"De 45 a 49 años (208)",748,4531,3863,11,85.3,0.2,
"De 50 y más años (209)",3123,18716,14137,,75.5,,
"Sin nivel (210)",3201,18414,14003,52,76,0.3,
"De 12 a 14 años (211)",7,1,1,,100,,
"De 15 a 19 años (212)",13,7,7,,100,,
"De 20 a 24 años (213)",29,47,44,4,93.6,8.5,
"De 25 a 29 años (214)",53,139,127,7,91.4,5,
"De 30 a 34 años (215)",98,380,335,10,88.2,2.6,
"De 35 a 39 años (216)",163,735,651,12,88.6,1.6,
"De 40 a 44 años (217)",195,1184,1000,13,84.5,1.1,
"De 45 a 49 años (218)",245,1539,1294,6,84.1,0.4,
"De 50 y más años (219)",2398,14382,10544,,73.3,,
"Educacion Inicial (220)",11,37,33,3,89.2,8.1,
"De 15 a 19 años (222)",2,1,1,,100,,
"De 20 a 24 años (223)",1,2,2,,100,,
"De 25 a 29 años (224)",3,13,13,2,100,15.4,
"De 30 a 34 años (225)",1,2,2,1,100,50,
"De 35 a 39 años (226)",4,19,15,,78.9,,
"Primaria (230)",5053,17523,15285,374,87.2,2.1,
"De 12 a 14 años (231)",790,2,2,1,100,50,
"De 15 a 19 años (232)",327,79,77,14,97.5,17.7,
"De 20 a 24 años (233)",390,576,538,76,93.4,13.2,
"De 25 a 29 años (234)",560,1469,1369,99,93.2,6.7,
"De 30 a 34 años (235)",592,2065,1886,79,91.3,3.8,
"De 35 a 39 años (236)",656,2976,2656,65,89.2,2.2,
"De 40 a 44 años (237)",588,3411,2942,35,86.3,1,
"De 45 a 49 años (238)",464,2796,2389,5,85.4,0.2,
"De 50 y más años (239)",686,4149,3426,,82.6,,
"Secundaria (240)",2634,2241,2091,158,93.3,7.1,
"De 12 a 14 años (241)",507,3,3,1,100,33.3,
"De 15 a 19 años (242)",1053,82,78,32,95.1,39,
"De 20 a 24 años (243)",494,428,405,70,94.6,16.4,
"De 25 a 29 años (244)",232,426,408,26,95.8,6.1,
"De 30 a 34 años (245)",161,475,439,21,92.4,4.4,
"De 35 a 39 años (246)",90,320,296,6,92.5,1.9,
"De 40 a 44 años (247)",36,192,175,2,91.1,1,
"De 45 a 49 años (248)",29,150,140,,93.3,,
"De 50 y más años (249)",32,165,147,,89.1,,
"Sup. no Univ. incompleta (250)",86,76,70,6,92.1,7.9,
"De 15 a 19 años (252)",22,3,3,1,100,33.3,
"De 20 a 24 años (253)",29,14,12,4,85.7,28.6,
"De 25 a 29 años (254)",12,9,9,,100,,
"De 30 a 34 años (255)",12,16,13,1,81.3,6.3,
"De 35 a 39 años (256)",4,9,8,,88.9,,
"De 40 a 44 años (257)",2,4,4,,100,,
"De 45 a 49 años (258)",3,17,17,,100,,
"De 50 y más años (259)",2,4,4,,100,,
"Sup. no Univ. completa (260)",57,73,65,3,89,4.1,
"De 20 a 24 años (263)",11,3,3,,100,,
"De 25 a 29 años (264)",18,11,11,1,100,9.1,
"De 30 a 34 años (265)",13,13,13,1,100,7.7,
"De 35 a 39 años (266)",4,12,9,1,75,8.3,
"De 40 a 44 años (267)",7,16,16,,100,,
"De 45 a 49 años (268)",3,15,10,,66.7,,
"De 50 y más años (269)",1,3,3,,100,,
"Sup. Univ. incompleta (270)",38,16,16,2,100,12.5,
"De 15 a 19 años (272)",6,1,1,,100,,
"De 20 a 24 años (273)",22,3,3,1,100,33.3,
"De 25 a 29 años (274)",6,2,2,,100,,
"De 30 a 34 años (275)",2,2,2,1,100,50,
"De 45 a 49 años (278)",1,5,5,,100,,
"De 50 y más años (279)",1,3,3,,100,,
"Sup. Univ. completa (280)",29,32,29,,90.6,,
"De 20 a 24 años (283)",5,,,,,,
"De 25 a 29 años (284)",9,7,5,,71.4,,
"De 30 a 34 años (285)",6,1,1,,100,,
"De 35 a 39 años (286)",2,5,5,,100,,
"De 40 a 44 años (287)",1,,,,,,
"De 45 a 49 años (288)",3,9,8,,88.9,,
"De 50 y más años (289)",3,10,10,,100,,
