"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CANTA (000)",6008,334,7,1873,2599,292,267,220,416
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",15,,,,4,,,5,6
"Profes., científicos e intelectuales (002)",273,,,,4,11,23,43,192
"Técnicos de nivel medio ytrab.asimilados (003)",134,,,5,32,21,36,17,23
"Jefes y empleados de oficina (004)",98,,,,29,14,29,12,14
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",520,16,,114,270,30,42,21,27
"Agricult.trabaj. calif.agrop. y pesquros (006)",1551,73,1,637,647,66,35,38,54
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",239,2,,54,134,13,8,11,17
"Obreros. construc., conf., papel, fab., instr (008)",342,9,,60,216,18,18,13,8
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",2679,221,6,973,1209,104,54,49,63
"Otra (010)",32,,,,4,2,16,3,7
"Ocupación no especificada (011)",125,13,,30,50,13,6,8,5
"Hombres (012)",4072,162,3,1218,1926,212,138,159,254
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",12,,,,3,,,4,5
"Profes., científicos e intelectuales (014)",128,,,,1,7,7,27,86
"Técnicos de nivel medio ytrab.asimilados (015)",75,,,3,20,14,12,10,16
"Jefes y empleados de oficina (016)",56,,,,19,10,11,6,10
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",180,2,,39,91,12,12,11,13
"Agricult.trabaj. calif.agrop. y pesquros (018)",1287,44,1,512,561,59,27,35,48
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",201,1,,43,114,11,7,9,16
"Obreros. construc., conf., papel, fab., instr (020)",338,8,,58,215,18,18,13,8
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",1716,103,2,549,879,74,27,39,43
"Otra (022)",29,,,,4,1,15,3,6
"Ocupación no especificada (023)",50,4,,14,19,6,2,2,3
"Mujeres (024)",1936,172,4,655,673,80,129,61,162
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",3,,,,1,,,1,1
"Profes., científicos e intelectuales (026)",145,,,,3,4,16,16,106
"Técnicos de nivel medio ytrab.asimilados (027)",59,,,2,12,7,24,7,7
"Jefes y empleados de oficina (028)",42,,,,10,4,18,6,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",340,14,,75,179,18,30,10,14
"Agricult.trabaj. calif.agrop. y pesquros (030)",264,29,,125,86,7,8,3,6
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",38,1,,11,20,2,1,2,1
"Obreros. construc., conf., papel, fab., instr (032)",4,1,,2,1,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",963,118,4,424,330,30,27,10,20
"Otra (034)",3,,,,,1,1,,1
"Ocupación no especificada (035)",75,9,,16,31,7,4,6,2
,,,,,,,,,
"URBANA (036)",2887,67,4,931,1204,120,155,139,267
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",10,,,,3,,,3,4
"Profes., científicos e intelectuales (038)",219,,,,2,8,20,29,160
