"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia RECUAY (000)",7598,7360,2105,920,889,728,1133,751,458,376,238,22859
"De 12 a 14 años (001)",561,559,558,1,,,,,,,2,1
"De 15 a 19 años (002)",860,855,774,70,9,2,,,,,5,94
"De 20 a 24 años (003)",747,687,331,226,104,25,1,,,,60,513
"De 25 a 29 años (004)",740,665,162,222,169,72,37,3,,,75,954
"De 30 a 34 años (005)",578,551,68,118,146,112,92,12,3,,27,1250
"De 35 a 39 años (006)",609,589,42,80,138,127,147,40,12,3,20,1754
"De 40 a 44 años (007)",560,553,31,43,95,96,180,74,27,7,7,2088
"De 45 a 49 años (008)",484,473,23,31,51,73,143,103,28,21,11,2140
"De 50 y más años (009)",2459,2428,116,129,177,221,533,519,388,345,31,14065
"Sin nivel (010)",1404,1377,97,75,111,121,316,269,203,185,27,7625
"De 12 a 14 años (011)",6,6,6,,,,,,,,,
"De 15 a 19 años (012)",13,13,10,1,1,1,,,,,,6
"De 20 a 24 años (013)",16,15,9,3,1,2,,,,,1,11
"De 25 a 29 años (014)",22,21,4,5,5,3,4,,,,1,42
"De 30 a 34 años (015)",48,45,8,2,10,7,15,2,1,,3,132
"De 35 a 39 años (016)",63,60,4,2,12,7,24,9,2,,3,222
"De 40 a 44 años (017)",72,71,5,5,9,6,21,14,7,4,1,324
"De 45 a 49 años (018)",93,90,4,4,5,3,32,24,11,7,3,498
"De 50 y más años (019)",1071,1056,47,53,68,92,220,220,182,174,15,6390
"Educacion Inicial (020)",19,18,7,5,,3,2,1,,,1,29
"De 12 a 14 años (021)",6,6,6,,,,,,,,,
"De 25 a 29 años (024)",3,3,1,2,,,,,,,,2
"De 30 a 34 años (025)",5,5,,3,,2,,,,,,9
