"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SIHUAS (000)",11033,33625,29754,,543,88.5,1.6
"De 12 a 14 años (001)",1411,5,5,,,100,
"De 15 a 19 años (002)",1490,207,199,48,96.1,23.2,
"De 20 a 24 años (003)",1136,1134,1104,144,97.4,12.7,
"De 25 a 29 años (004)",808,1503,1462,87,97.3,5.8,
"De 30 a 34 años (005)",924,2707,2579,108,95.3,4,
"De 35 a 39 años (006)",909,3588,3374,96,94,2.7,
"De 40 a 44 años (007)",864,4215,3917,50,92.9,1.2,
"De 45 a 49 años (008)",722,4029,3631,10,90.1,0.2,
"De 50 y más años (009)",2769,16237,13483,,83,,
"Sin nivel (010)",3865,19870,16865,154,84.9,0.8,
"De 12 a 14 años (011)",39,,,,,,
"De 15 a 19 años (012)",84,20,20,2,100,10,
"De 20 a 24 años (013)",136,196,189,18,96.4,9.2,
"De 25 a 29 años (014)",153,335,324,21,96.7,6.3,
"De 30 a 34 años (015)",292,1039,974,37,93.7,3.6,
"De 35 a 39 años (016)",347,1552,1424,39,91.8,2.5,
"De 40 a 44 años (017)",362,1968,1805,30,91.7,1.5,
"De 45 a 49 años (018)",381,2330,2034,7,87.3,0.3,
"De 50 y más años (019)",2071,12430,10095,,81.2,,
"Educacion Inicial (020)",29,58,51,3,87.9,5.2,
"De 12 a 14 años (021)",5,,,,,,
"De 15 a 19 años (022)",7,,,,,,
"De 20 a 24 años (023)",4,13,13,,100,,
"De 25 a 29 años (024)",4,11,8,,72.7,,
"De 30 a 34 años (025)",8,27,23,2,85.2,7.4,
"De 35 a 39 años (026)",1,7,7,1,100,14.3,
"Primaria (030)",3623,9486,8748,211,92.2,2.2,
"De 12 a 14 años (031)",864,4,4,,100,,
"De 15 a 19 años (032)",416,85,81,21,95.3,24.7,
"De 20 a 24 años (033)",349,414,404,67,97.6,16.2,
"De 25 a 29 años (034)",284,629,612,31,97.3,4.9,
"De 30 a 34 años (035)",305,984,947,43,96.2,4.4,
"De 35 a 39 años (036)",335,1410,1337,32,94.8,2.3,
"De 40 a 44 años (037)",312,1590,1475,14,92.8,0.9,
"De 45 a 49 años (038)",217,1233,1146,3,92.9,0.2,
"De 50 y más años (039)",541,3137,2742,,87.4,,
"Secundaria (040)",2359,2323,2256,115,97.1,5,
