"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia PAUCAR DEL SARA SARA (000)",11012,10812,149,51
"Hombres (001)",5583,5505,49,29
"Mujeres (002)",5429,5307,100,22
"Menores de 1 año (003)",174,138,26,10
"Hombres (004)",82,67,12,3
"Mujeres (005)",92,71,14,7
"De 1 a 5 años (006)",1143,1067,36,40
"Hombres (007)",566,519,21,26
"Mujeres (008)",577,548,15,14
"De 6 a 14 años (009)",2145,2141,4,
"Hombres (010)",1085,1085,,
"Mujeres (011)",1060,1056,4,
"De 15 a 29 años (012)",2387,2386,1,
"Hombres (013)",1290,1290,,
"Mujeres (014)",1097,1096,1,
"De 30 a 44 años (015)",1953,1951,2,
"Hombres (016)",994,993,1,
"Mujeres (017)",959,958,1,
"De 45 a 64 años (018)",1784,1778,6,
"Hombres (019)",931,928,3,
"Mujeres (020)",853,850,3,
"De 65 a más años (021)",1426,1351,74,1
"Hombres (022)",635,623,12,
"Mujeres (023)",791,728,62,1
,,,,
"URBANA (024)",7396,7283,87,26
"Hombres (025)",3696,3660,23,13
"Mujeres (026)",3700,3623,64,13
"Menores de 1 año (027)",130,109,15,6
"Hombres (028)",62,55,6,1
"Mujeres (029)",68,54,9,5
"De 1 a 5 años (030)",769,727,23,19
"Hombres (031)",392,367,13,12
"Mujeres (032)",377,360,10,7
"De 6 a 14 años (033)",1484,1481,3,
"Hombres (034)",741,741,,
"Mujeres (035)",743,740,3,
"De 15 a 29 años (036)",1633,1632,1,
"Hombres (037)",868,868,,
"Mujeres (038)",765,764,1,
"De 30 a 44 años (039)",1339,1338,1,
"Hombres (040)",655,655,,
"Mujeres (041)",684,683,1,
"De 45 a 64 años (042)",1169,1165,4,
"Hombres (043)",610,609,1,
"Mujeres (044)",559,556,3,
"De 65 a más años (045)",872,831,40,1
"Hombres (046)",368,365,3,
"Mujeres (047)",504,466,37,1
,,,,
"RURAL (048)",3616,3529,62,25
"Hombres (049)",1887,1845,26,16
"Mujeres (050)",1729,1684,36,9
"Menores de 1 año (051)",44,29,11,4
"Hombres (052)",20,12,6,2
"Mujeres (053)",24,17,5,2
"De 1 a 5 años (054)",374,340,13,21
"Hombres (055)",174,152,8,14
"Mujeres (056)",200,188,5,7
"De 6 a 14 años (057)",661,660,1,
"Hombres (058)",344,344,,
"Mujeres (059)",317,316,1,
"De 15 a 29 años (060)",754,754,,
"Hombres (061)",422,422,,
"Mujeres (062)",332,332,,
"De 30 a 44 años (063)",614,613,1,
"Hombres (064)",339,338,1,
"Mujeres (065)",275,275,,
"De 45 a 64 años (066)",615,613,2,
"Hombres (067)",321,319,2,
"Mujeres (068)",294,294,,
"De 65 a más años (069)",554,520,34,
"Hombres (070)",267,258,9,
"Mujeres (071)",287,262,25,
