"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",15,,,3,12
"Profes., científicos e intelectuales (038)",165,45,15,94,11
"Técnicos de nivel medio y trab. asimilados (039)",46,23,6,7,10
"Jefes y empleados de oficina (040)",82,10,4,21,47
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",144,135,6,2,1
"Agricult.trabaj.calif.agrop.y pesqueros (042)",324,308,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",77,63,7,2,5
"Obreros construc.,conf.,papel, fab., instr. (044)",91,45,35,4,7
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",405,314,52,13,26
"Otra (046)",8,,,,8
"Ocupación no especificada (047)",32,29,2,1,
"Hombres (048)",1036,730,119,95,92
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",13,,,2,11
"Profes., científicos e intelectuales (050)",103,32,8,56,7
"Técnicos de nivel medio y trab. asimilados (051)",33,18,5,7,3
"Jefes y empleados de oficina (052)",52,6,2,11,33
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",53,48,2,2,1
"Agricult.trabaj.calif.agrop.y pesqueros (054)",305,289,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",60,50,6,1,3
"Obreros construc.,conf.,papel, fab., instr. (056)",91,45,35,4,7
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",310,236,44,11,19
"Otra (058)",8,,,,8
"Ocupación no especificada (059)",8,6,1,1,
"Mujeres (060)",353,242,24,52,35
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,,,1,1
"Profes., científicos e intelectuales (062)",62,13,7,38,4
"Técnicos de nivel medio y trab. asimilados (063)",13,5,1,,7
"Jefes y empleados de oficina (064)",30,4,2,10,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",91,87,4,,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",19,19,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",17,13,1,1,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",95,78,8,2,7
"Ocupación no especificada (071)",24,23,1,,
,,,,,
"RURAL (072)",1121,961,44,75,41
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,,1,1,8
"Profes., científicos e intelectuales (074)",64,22,9,27,6
"Técnicos de nivel medio y trab. asimilados (075)",11,2,4,1,4
"Jefes y empleados de oficina (076)",17,1,,7,9
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",65,60,5,,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",475,469,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",54,30,2,21,1
"Obreros construc.,conf.,papel, fab., instr. (080)",34,27,4,2,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",352,311,13,16,12
"Ocupación no especificada (083)",39,39,,,
"Hombres (084)",962,833,40,62,27
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,,1,1,6
"Profes., científicos e intelectuales (086)",34,6,8,18,2
"Técnicos de nivel medio y trab. asimilados (087)",7,2,3,1,1
"Jefes y empleados de oficina (088)",11,1,,5,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",32,29,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",464,458,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",52,28,2,21,1
"Obreros construc.,conf.,papel, fab., instr. (092)",34,27,4,2,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",313,275,13,14,11
"Ocupación no especificada (095)",7,7,,,
"Mujeres (096)",159,128,4,13,14
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,,,2
"Profes., científicos e intelectuales (098)",30,16,1,9,4
"Técnicos de nivel medio y trab. asimilados (099)",4,,1,,3
"Jefes y empleados de oficina (100)",6,,,2,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",33,31,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",11,11,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",2,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",39,36,,2,1
"Ocupación no especificada (107)",32,32,,,
