"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CORONGO (000)",2510,1933,187,222,168
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",25,,1,4,20
"Profes., científicos e intelectuales (002)",229,67,24,121,17
"Técnicos de nivel medio y trab. asimilados (003)",57,25,10,8,14
"Jefes y empleados de oficina (004)",99,11,4,28,56
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",209,195,11,2,1
"Agricult.trabaj.calif.agrop.y pesqueros (006)",799,777,22,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",131,93,9,23,6
"Obreros construc.,conf.,papel, fab., instr. (008)",125,72,39,6,8
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",757,625,65,29,38
"Otra (010)",8,,,,8
"Ocupación no especificada (011)",71,68,2,1,
"Hombres (012)",1998,1563,159,157,119
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",21,,1,3,17
"Profes., científicos e intelectuales (014)",137,38,16,74,9
"Técnicos de nivel medio y trab. asimilados (015)",40,20,8,8,4
"Jefes y empleados de oficina (016)",63,7,2,16,38
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",85,77,5,2,1
"Agricult.trabaj.calif.agrop.y pesqueros (018)",769,747,22,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",112,78,8,22,4
"Obreros construc.,conf.,papel, fab., instr. (020)",125,72,39,6,8
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",623,511,57,25,30
"Otra (022)",8,,,,8
"Ocupación no especificada (023)",15,13,1,1,
"Mujeres (024)",512,370,28,65,49
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",4,,,1,3
"Profes., científicos e intelectuales (026)",92,29,8,47,8
"Técnicos de nivel medio y trab. asimilados (027)",17,5,2,,10
"Jefes y empleados de oficina (028)",36,4,2,12,18
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",124,118,6,,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",30,30,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",19,15,1,1,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",134,114,8,4,8
"Ocupación no especificada (035)",56,55,1,,
,,,,,
"URBANA (036)",1389,972,143,147,127
