"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ANGARAES (000)",51723,3323,8546,7942,5415,7666,5815,9773,3243
"Sabe leer y escribir (001)",37243,,5680,7845,5327,7090,4732,5628,941
"No sabe leer y escribir (002)",14480,3323,2866,97,88,576,1083,4145,2302
"Hombres (004)",25232,1694,4278,4071,2725,3686,2717,4659,1402
"Sabe leer y escribir (005)",20095,,2893,4027,2700,3585,2531,3658,701
"No sabe leer y escribir (006)",5137,1694,1385,44,25,101,186,1001,701
"Mujeres (008)",26491,1629,4268,3871,2690,3980,3098,5114,1841
"Sabe leer y escribir (009)",17148,,2787,3818,2627,3505,2201,1970,240
"No sabe leer y escribir (010)",9343,1629,1481,53,63,475,897,3144,1601
,,,,,,,,,
"URBANA (012)",15144,772,2050,2166,1640,2407,1979,3180,950
"Sabe leer y escribir (013)",12254,,1531,2142,1626,2327,1819,2370,439
"No sabe leer y escribir (014)",2890,772,519,24,14,80,160,810,511
"Hombres (016)",7360,386,991,1125,796,1156,914,1587,405
"Sabe leer y escribir (017)",6396,,752,1114,791,1141,884,1421,293
"No sabe leer y escribir (018)",964,386,239,11,5,15,30,166,112
"Mujeres (020)",7784,386,1059,1041,844,1251,1065,1593,545
"Sabe leer y escribir (021)",5858,,779,1028,835,1186,935,949,146
"No sabe leer y escribir (022)",1926,386,280,13,9,65,130,644,399
,,,,,,,,,
"RURAL (024)",36579,2551,6496,5776,3775,5259,3836,6593,2293
"Sabe leer y escribir (025)",24989,,4149,5703,3701,4763,2913,3258,502
"No sabe leer y escribir (026)",11590,2551,2347,73,74,496,923,3335,1791
"Hombres (028)",17872,1308,3287,2946,1929,2530,1803,3072,997
"Sabe leer y escribir (029)",13699,,2141,2913,1909,2444,1647,2237,408
"No sabe leer y escribir (030)",4173,1308,1146,33,20,86,156,835,589
"Mujeres (032)",18707,1243,3209,2830,1846,2729,2033,3521,1296
"Sabe leer y escribir (033)",11290,,2008,2790,1792,2319,1266,1021,94
"No sabe leer y escribir (034)",7417,1243,1201,40,54,410,767,2500,1202
