"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SANTA (000)",144012,90576,15391,16458,21587
"Hombres (001)",95127,58452,11345,11306,14024
"Mujeres (002)",48885,32124,4046,5152,7563
"De 06 a 14 años (003)",1336,1122,106,79,29
"Hombres (004)",861,719,72,54,16
"Mujeres (005)",475,403,34,25,13
"De 15 a 29 años (006)",44978,27519,6015,5386,6058
"Hombres (007)",29838,17865,4324,3640,4009
"Mujeres (008)",15140,9654,1691,1746,2049
"De 30 a 44 años (009)",55379,33391,5964,7098,8926
"Hombres (010)",35791,21192,4362,4747,5490
"Mujeres (011)",19588,12199,1602,2351,3436
"De 45 a 64 años (012)",36344,23535,2958,3619,6232
"Hombres (013)",24181,15055,2295,2619,4212
"Mujeres (014)",12163,8480,663,1000,2020
"De 65 y más años (015)",5975,5009,348,276,342
"Hombres (016)",4456,3621,292,246,297
"Mujeres (017)",1519,1388,56,30,45
,,,,,
"URBANA (018)",134795,82948,14496,16083,21268
"Hombres (019)",87531,52048,10646,11045,13792
"Mujeres (020)",47264,30900,3850,5038,7476
"De 06 a 14 años (021)",1026,865,76,58,27
"Hombres (022)",647,540,51,42,14
"Mujeres (023)",379,325,25,16,13
"De 15 a 29 años (024)",41870,25064,5648,5224,5934
"Hombres (025)",27264,15792,4029,3521,3922
"Mujeres (026)",14606,9272,1619,1703,2012
"De 30 a 44 años (027)",52533,31094,5662,6970,8807
"Hombres (028)",33479,19267,4145,4659,5408
"Mujeres (029)",19054,11827,1517,2311,3399
"De 45 a 64 años (030)",34135,21614,2793,3563,6165
"Hombres (031)",22336,13440,2156,2582,4158
"Mujeres (032)",11799,8174,637,981,2007
"De 65 y más años (033)",5231,4311,317,268,335
"Hombres (034)",3805,3009,265,241,290
"Mujeres (035)",1426,1302,52,27,45
,,,,,
"RURAL (036)",9217,7628,895,375,319
"Hombres (037)",7596,6404,699,261,232
"Mujeres (038)",1621,1224,196,114,87
"De 06 a 14 años (039)",310,257,30,21,2
"Hombres (040)",214,179,21,12,2
"Mujeres (041)",96,78,9,9,
"De 15 a 29 años (042)",3108,2455,367,162,124
"Hombres (043)",2574,2073,295,119,87
"Mujeres (044)",534,382,72,43,37
"De 30 a 44 años (045)",2846,2297,302,128,119
"Hombres (046)",2312,1925,217,88,82
"Mujeres (047)",534,372,85,40,37
"De 45 a 64 años (048)",2209,1921,165,56,67
"Hombres (049)",1845,1615,139,37,54
"Mujeres (050)",364,306,26,19,13
"De 65 y más años (051)",744,698,31,8,7
"Hombres (052)",651,612,27,5,7
"Mujeres (053)",93,86,4,3,
