"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PAUCARTAMBO (000)",14944,14491,4031,1529,1512,1404,2443,1785,1082,705,453,48058
"De 12 a 14 años (001)",1927,1903,1893,9,1,,,,,,24,11
"De 15 a 19 años (002)",1935,1873,1498,309,51,11,4,,,,62,460
"De 20 a 24 años (003)",1636,1484,300,550,417,154,54,9,,,152,2134
"De 25 a 29 años (004)",1563,1465,66,246,424,349,340,34,6,,98,3846
"De 30 a 34 años (005)",1486,1455,36,119,228,305,533,197,35,2,31,5412
"De 35 a 39 años (006)",1349,1332,30,63,121,188,476,313,109,32,17,6261
"De 40 a 44 años (007)",1173,1156,28,53,75,107,289,326,194,84,17,6445
"De 45 a 49 años (008)",929,917,29,38,45,66,185,246,206,102,12,5610
"De 50 y más años (009)",2946,2906,151,142,150,224,562,660,532,485,40,17879
"Conviviente (010)",4056,3925,271,874,800,582,760,362,178,98,131,12428
"De 12 a 14 años (011)",31,9,4,5,,,,,,,22,5
"De 15 a 19 años (012)",440,395,107,235,44,6,3,,,,45,353
"De 20 a 24 años (013)",923,888,78,381,294,95,37,3,,,35,1432
"De 25 a 29 años (014)",810,799,30,141,253,204,158,12,1,,11,2009
"De 30 a 34 años (015)",571,567,9,58,92,127,208,60,13,,4,2022
"De 35 a 39 años (016)",453,449,7,15,58,76,155,101,28,9,4,2015
"De 40 a 44 años (017)",287,284,6,14,24,34,78,73,42,13,3,1470
"De 45 a 49 años (018)",197,196,8,5,12,15,52,49,41,14,1,1110
"De 50 y más años (019)",344,338,22,20,23,25,69,64,53,62,6,2012
"Separado(a) (020)",360,356,6,136,67,43,49,33,14,8,4,1037
"De 12 a 14 años (021)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (022)",32,30,,27,1,1,1,,,,2,36
