"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUANCABAMBA (000)",29857,192,607,1716,3191,6277,11904,5970
"De 12 a 14 años (001)",67,,,,,,6,61
"De 15 a 19 años (002)",853,,,,,,554,299
"De 20 a 24 años (003)",3118,,,,,3,2058,1057
"De 25 a 29 años (004)",3452,,,,,95,2501,856
"De 30 a 34 años (005)",3411,,,,1,426,2372,612
"De 35 a 39 años (006)",3370,,,,20,901,2007,442
"De 40 a 44 años (007)",3048,,,,109,1115,1439,385
"De 45 a 49 años (008)",2742,,,3,243,1383,809,304
"De 50 y más años (009)",9796,192,607,1713,2818,2354,158,1954
"Sin nivel (010)",11974,156,466,1213,1833,2637,3376,2293
"De 12 a 14 años (011)",7,,,,,,1,6
"De 15 a 19 años (012)",103,,,,,,66,37
"De 20 a 24 años (013)",452,,,,,1,311,140
"De 25 a 29 años (014)",683,,,,,18,512,153
"De 30 a 34 años (015)",927,,,,1,89,673,164
"De 35 a 39 años (016)",1079,,,,2,239,704,134
"De 40 a 44 años (017)",1208,,,,35,400,614,159
"De 45 a 49 años (018)",1202,,,1,76,584,418,123
"De 50 y más años (019)",6313,156,466,1212,1719,1306,77,1377
"Educacion Inicial (020)",63,,,,,3,51,9
"De 15 a 19 años (022)",4,,,,,,3,1
"De 20 a 24 años (023)",14,,,,,,8,6
"De 25 a 29 años (024)",24,,,,,2,21,1
"De 30 a 34 años (025)",19,,,,,1,17,1
"De 35 a 39 años (026)",2,,,,,,2,
"Primaria (030)",12758,34,118,422,1089,2773,6060,2262
"De 12 a 14 años (031)",37,,,,,,4,33
"De 15 a 19 años (032)",499,,,,,,328,171
"De 20 a 24 años (033)",1670,,,,,1,1161,508
"De 25 a 29 años (034)",1760,,,,,42,1339,379
"De 30 a 34 años (035)",1623,,,,,208,1167,248
"De 35 a 39 años (036)",1613,,,,13,452,967,181
"De 40 a 44 años (037)",1360,,,,50,500,672,138
"De 45 a 49 años (038)",1217,,,1,110,632,344,130
"De 50 y más años (039)",2979,34,118,421,916,938,78,474
"Secundaria (040)",2926,1,15,41,130,417,1552,770
"De 12 a 14 años (041)",23,,,,,,1,22
"De 15 a 19 años (042)",230,,,,,,148,82
"De 20 a 24 años (043)",717,,,,,1,452,264
"De 25 a 29 años (044)",612,,,,,16,417,179
"De 30 a 34 años (045)",428,,,,,65,280,83
"De 35 a 39 años (046)",315,,,,1,114,163,37
"De 40 a 44 años (047)",218,,,,16,98,65,39
"De 45 a 49 años (048)",143,,,,27,70,24,22
"De 50 y más años (049)",240,1,15,41,86,53,2,42
