"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia HUANCANE (000)",69522,68826,454,242
"Hombres (001)",33780,33516,131,133
"Mujeres (002)",35742,35310,323,109
"Menores de 1 año (003)",965,833,96,36
"Hombres (004)",508,444,42,22
"Mujeres (005)",457,389,54,14
"De 1 a 5 años (006)",6558,6288,78,192
"Hombres (007)",3372,3226,39,107
"Mujeres (008)",3186,3062,39,85
"De 6 a 14 años (009)",14070,14064,3,3
"Hombres (010)",7161,7159,,2
"Mujeres (011)",6909,6905,3,1
"De 15 a 29 años (012)",15452,15449,2,1
"Hombres (013)",7695,7693,1,1
"Mujeres (014)",7757,7756,1,
"De 30 a 44 años (015)",11298,11288,10,
"Hombres (016)",5299,5297,2,
"Mujeres (017)",5999,5991,8,
"De 45 a 64 años (018)",12161,12137,24,
"Hombres (019)",5624,5620,4,
"Mujeres (020)",6537,6517,20,
"De 65 a más años (021)",9018,8767,241,10
"Hombres (022)",4121,4077,43,1
"Mujeres (023)",4897,4690,198,9
,,,,
"URBANA (024)",13851,13705,60,86
"Hombres (025)",6981,6910,26,45
"Mujeres (026)",6870,6795,34,41
"Menores de 1 año (027)",211,176,28,7
"Hombres (028)",121,103,13,5
"Mujeres (029)",90,73,15,2
"De 1 a 5 años (030)",1287,1189,20,78
"Hombres (031)",664,616,9,39
"Mujeres (032)",623,573,11,39
"De 6 a 14 años (033)",2665,2664,,1
"Hombres (034)",1388,1387,,1
"Mujeres (035)",1277,1277,,
"De 15 a 29 años (036)",3810,3810,,
"Hombres (037)",1921,1921,,
"Mujeres (038)",1889,1889,,
"De 30 a 44 años (039)",2761,2760,1,
"Hombres (040)",1315,1315,,
"Mujeres (041)",1446,1445,1,
"De 45 a 64 años (042)",2111,2108,3,
"Hombres (043)",1057,1056,1,
"Mujeres (044)",1054,1052,2,
"De 65 a más años (045)",1006,998,8,
"Hombres (046)",515,512,3,
"Mujeres (047)",491,486,5,
,,,,
"RURAL (048)",55671,55121,394,156
"Hombres (049)",26799,26606,105,88
"Mujeres (050)",28872,28515,289,68
"Menores de 1 año (051)",754,657,68,29
"Hombres (052)",387,341,29,17
"Mujeres (053)",367,316,39,12
"De 1 a 5 años (054)",5271,5099,58,114
"Hombres (055)",2708,2610,30,68
"Mujeres (056)",2563,2489,28,46
"De 6 a 14 años (057)",11405,11400,3,2
"Hombres (058)",5773,5772,,1
"Mujeres (059)",5632,5628,3,1
"De 15 a 29 años (060)",11642,11639,2,1
"Hombres (061)",5774,5772,1,1
"Mujeres (062)",5868,5867,1,
"De 30 a 44 años (063)",8537,8528,9,
"Hombres (064)",3984,3982,2,
"Mujeres (065)",4553,4546,7,
"De 45 a 64 años (066)",10050,10029,21,
"Hombres (067)",4567,4564,3,
"Mujeres (068)",5483,5465,18,
"De 65 a más años (069)",8012,7769,233,10
"Hombres (070)",3606,3565,40,1
"Mujeres (071)",4406,4204,193,9
