"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Ocupación no especificada (037)",187,,59,49,50,29
"Desocupado (038)",65,2,48,9,5,1
,,,,,,
"URBANA (039)",2507,50,780,871,600,206
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",25,,4,9,11,1
"Profes., científicos e intelectuales (041)",278,,60,148,67,3
"Técnicos de nivel medio y trab.asimilados (042)",35,,12,15,8,
"Jefes y empleados de oficina (043)",35,,7,20,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",221,2,83,85,41,10
"Agricult.trabaj. calif. agrop. y pesqueros (045)",821,,177,272,250,122
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",39,,17,12,7,3
"Obreros construc., conf., papel, fab., instr. (047)",71,,18,34,18,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",736,46,283,207,146,54
"Otra (049)",24,,12,11,1,
"Ocupación no especificada (050)",88,,29,25,26,8
"Desocupado (051)",134,2,78,33,17,4
"Hombres (052)",1670,36,510,571,410,143
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",20,,2,9,8,1
"Profes., científicos e intelectuales (054)",172,,34,91,44,3
"Técnicos de nivel medio y trab.asimilados (055)",27,,10,11,6,
"Jefes y empleados de oficina (056)",24,,4,16,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",65,1,31,18,12,3
"Agricult.trabaj. calif. agrop. y pesqueros (058)",708,,151,233,218,106
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",34,,15,11,5,3
"Obreros construc., conf., papel, fab., instr. (060)",71,,18,34,18,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",388,33,170,96,68,21
"Otra (062)",24,,12,11,1,
"Ocupación no especificada (063)",38,,11,14,11,2
"Desocupado (064)",99,2,52,27,15,3
"Mujeres (065)",837,14,270,300,190,63
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",5,,2,,3,
"Profes., científicos e intelectuales (067)",106,,26,57,23,
"Técnicos de nivel medio y trab.asimilados (068)",8,,2,4,2,
"Jefes y empleados de oficina (069)",11,,3,4,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",156,1,52,67,29,7
"Agricult.trabaj. calif. agrop. y pesqueros (071)",113,,26,39,32,16
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",5,,2,1,2,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",348,13,113,111,78,33
"Ocupación no especificada (076)",50,,18,11,15,6
"Desocupado (077)",35,,26,6,2,1
,,,,,,
"RURAL (078)",7379,543,2037,2087,1916,796
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",6,,1,3,2,
"Profes., científicos e intelectuales (080)",156,,28,95,33,
"Técnicos de nivel medio y trab.asimilados (081)",30,,17,8,5,
"Jefes y empleados de oficina (082)",6,,,2,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",119,1,50,39,21,8
"Agricult.trabaj. calif. agrop. y pesqueros (084)",3567,,653,1166,1170,578
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",63,1,24,14,18,6
"Obreros construc., conf., papel, fab., instr. (086)",85,,31,33,20,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",3034,536,1094,652,579,173
"Ocupación no especificada (089)",171,,58,45,44,24
"Desocupado (090)",142,5,81,30,20,6
"Hombres (091)",4903,296,1329,1415,1290,573
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",5,,,3,2,
"Profes., científicos e intelectuales (093)",115,,23,65,27,
"Técnicos de nivel medio y trab.asimilados (094)",24,,13,7,4,
"Jefes y empleados de oficina (095)",5,,,1,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",43,,19,13,7,4
"Agricult.trabaj. calif. agrop. y pesqueros (097)",2949,,537,972,958,482
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",53,,18,13,18,4
"Obreros construc., conf., papel, fab., instr. (099)",85,,31,33,20,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",1478,293,612,274,224,75
"Ocupación no especificada (102)",34,,17,7,9,1
"Desocupado (103)",112,3,59,27,17,6
"Mujeres (104)",2476,247,708,672,626,223
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",1,,1,,,
"Profes., científicos e intelectuales (106)",41,,5,30,6,
"Técnicos de nivel medio y trab.asimilados (107)",6,,4,1,1,
"Jefes y empleados de oficina (108)",1,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",76,1,31,26,14,4
"Agricult.trabaj. calif. agrop. y pesqueros (110)",618,,116,194,212,96
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",10,1,6,1,,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",1556,243,482,378,355,98
"Ocupación no especificada (115)",137,,41,38,35,23
"Desocupado (116)",30,2,22,3,3,
