"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia COTABAMBAS (000)",10797,10441,67,1550,1602,1598,2948,1888,658,130,356,41601
"De 12 a 14 años (001)",16,12,,7,5,,,,,,4,17
"De 15 a 19 años (002)",328,287,9,228,44,3,3,,,,41,337
"De 20 a 24 años (003)",1063,980,5,461,366,121,23,4,,,83,1676
"De 25 a 29 años (004)",1324,1239,5,270,385,320,236,21,2,,85,3144
"De 30 a 34 años (005)",1300,1261,2,135,207,301,463,131,20,2,39,4491
"De 35 a 39 años (006)",1213,1200,2,67,130,203,460,276,54,8,13,5287
"De 40 a 44 años (007)",1148,1138,5,44,80,111,408,350,114,26,10,5844
"De 45 a 49 años (008)",939,926,1,47,59,103,295,279,113,29,13,4846
"De 50 y más años (009)",3466,3398,38,291,326,436,1060,827,355,65,68,15959
"Conviviente (010)",4206,4121,24,950,954,724,911,428,101,29,85,12888
"De 12 a 14 años (011)",10,6,,4,2,,,,,,4,8
"De 15 a 19 años (012)",250,219,8,175,33,2,1,,,,31,251
"De 20 a 24 años (013)",832,811,4,378,306,108,13,2,,,21,1378
"De 25 a 29 años (014)",861,853,2,196,295,215,136,9,,,8,2062
"De 30 a 34 años (015)",694,690,1,77,129,169,240,63,10,1,4,2375
"De 35 a 39 años (016)",491,487,1,34,65,88,192,92,13,2,4,1996
"De 40 a 44 años (017)",346,343,2,22,34,31,128,93,23,10,3,1652
"De 45 a 49 años (018)",218,216,,15,18,30,73,54,19,7,2,1042
"De 50 y más años (019)",504,496,6,49,72,81,128,115,36,9,8,2124
"Separado(a) (020)",356,346,2,159,81,41,40,14,5,4,10,795
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
"De 15 a 19 años (022)",34,31,,30,1,,,,,,3,32
