"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",1687,,,,,519,592,519,57
"Superior univ. incompleto (037)",231,,,,32,110,39,48,2
"Superior univ. completo (038)",606,,,,,127,175,278,26
"Hombres (040)",8090,396,981,1136,911,1340,1082,1681,563
"Sin nivel (041)",696,396,60,8,12,20,27,73,100
"Educación inicial (042)",303,,283,9,1,5,5,,
"Primaria (043)",3166,,638,703,125,291,308,744,357
"Secundaria (044)",2351,,,416,713,498,298,371,55
"Superior no univ. incompleto (045)",364,,,,44,188,70,55,7
"Superior no univ. completo (046)",759,,,,,221,257,255,26
"Superior univ. incompleto (047)",118,,,,16,50,22,30,
"Superior univ. completo (048)",333,,,,,67,95,153,18
"Mujeres (050)",9036,358,932,1079,979,1529,1322,2080,757
"Sin nivel (051)",1287,358,69,11,21,62,79,353,334
"Educación inicial (052)",260,,245,7,1,3,4,,
"Primaria (053)",3736,,618,700,192,444,493,962,327
"Secundaria (054)",2032,,,361,657,399,242,321,52
"Superior no univ. incompleto (055)",407,,,,92,203,72,37,3
"Superior no univ. completo (056)",928,,,,,298,335,264,31
"Superior univ. incompleto (057)",113,,,,16,60,17,18,2
"Superior univ. completo (058)",273,,,,,60,80,125,8
,,,,,,,,,
"RURAL (060)",51489,2989,7275,7500,5328,7981,6444,9878,4094
"Sin nivel (061)",11878,2989,1453,166,257,819,1031,2781,2382
"Educación inicial (062)",1315,,1258,20,7,12,18,,
"Primaria (063)",32699,,4564,6421,3240,5647,4651,6505,1671
"Secundaria (064)",4935,,,893,1766,1215,567,463,31
"Superior no univ. incompleto (065)",253,,,,46,136,41,29,1
"Superior no univ. completo (066)",290,,,,,112,110,62,6
"Superior univ. incompleto (067)",48,,,,12,20,7,9,
"Superior univ. completo (068)",71,,,,,20,19,29,3
"Hombres (070)",25691,1526,3698,3929,2746,3931,3173,4743,1945
"Sin nivel (071)",4178,1526,735,60,92,233,272,581,679
"Educación inicial (072)",662,,637,12,5,2,6,,
"Primaria (073)",17440,,2326,3349,1587,2791,2413,3741,1233
"Secundaria (074)",3061,,,508,1038,763,387,340,25
"Superior no univ. incompleto (075)",120,,,,21,64,17,17,1
"Superior no univ. completo (076)",150,,,,,53,59,34,4
"Superior univ. incompleto (077)",26,,,,3,10,6,7,
"Superior univ. completo (078)",54,,,,,15,13,23,3
"Mujeres (080)",25798,1463,3577,3571,2582,4050,3271,5135,2149
"Sin nivel (081)",7700,1463,718,106,165,586,759,2200,1703
"Educación inicial (082)",653,,621,8,2,10,12,,
"Primaria (083)",15259,,2238,3072,1653,2856,2238,2764,438
"Secundaria (084)",1874,,,385,728,452,180,123,6
"Superior no univ. incompleto (085)",133,,,,25,72,24,12,
"Superior no univ. completo (086)",140,,,,,59,51,28,2
"Superior univ. incompleto (087)",22,,,,9,10,1,2,
"Superior univ. completo (088)",17,,,,,5,6,6,
