"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",140,,,4,27,15,48,13,33
"Jefes y empleados de oficina (040)",166,,,,38,12,37,10,69
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",782,43,1,150,364,45,46,58,75
"Agricult.trabaj. calif.agrop. y pesquros (042)",1916,261,5,748,751,38,23,33,57
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",304,17,,49,148,25,31,9,25
"Obreros. construc., conf., papel, fab., instr (044)",343,7,,32,180,27,30,35,32
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",2722,245,6,828,1280,104,79,95,85
"Otra (046)",23,,,,5,,8,9,1
"Ocupación no especificada (047)",496,69,,103,171,25,28,25,75
"Hombres (048)",5591,339,8,1417,2310,230,282,205,800
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",12,,,1,1,,1,1,8
"Profes., científicos e intelectuales (050)",581,,,,10,22,48,17,484
"Técnicos de nivel medio ytrab.asimilados (051)",96,,,3,24,12,28,8,21
"Jefes y empleados de oficina (052)",99,,,,25,10,22,7,35
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",335,9,,50,171,22,21,24,38
"Agricult.trabaj. calif.agrop. y pesquros (054)",1675,173,5,671,697,32,21,26,50
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",261,10,,40,131,21,30,6,23
"Obreros. construc., conf., papel, fab., instr (056)",333,6,,31,177,27,29,34,29
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",1923,117,3,581,963,72,58,59,70
"Otra (058)",22,,,,5,,8,8,1
"Ocupación no especificada (059)",254,24,,40,106,12,16,15,41
"Mujeres (060)",2251,303,4,498,670,95,134,116,431
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",2,,,,1,,,,1
"Profes., científicos e intelectuales (062)",355,,,,4,12,37,16,286
"Técnicos de nivel medio ytrab.asimilados (063)",44,,,1,3,3,20,5,12
"Jefes y empleados de oficina (064)",67,,,,13,2,15,3,34
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",447,34,1,100,193,23,25,34,37
"Agricult.trabaj. calif.agrop. y pesquros (066)",241,88,,77,54,6,2,7,7
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",43,7,,9,17,4,1,3,2
"Obreros. construc., conf., papel, fab., instr (068)",10,1,,1,3,,1,1,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",799,128,3,247,317,32,21,36,15
"Otra (070)",1,,,,,,,1,
"Ocupación no especificada (071)",242,45,,63,65,13,12,10,34
,,,,,,,,,
"RURAL (072)",4471,454,4,1465,1885,159,115,107,282
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",1,,,1,,,,,
"Profes., científicos e intelectuales (074)",177,,,,2,11,14,7,143
"Técnicos de nivel medio ytrab.asimilados (075)",30,,,1,5,2,14,3,5
"Jefes y empleados de oficina (076)",33,,,,10,1,4,2,16
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",136,10,,29,63,6,8,14,6
"Agricult.trabaj. calif.agrop. y pesquros (078)",2180,297,2,812,925,46,31,19,48
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",60,,,4,41,3,5,2,5
"Obreros. construc., conf., papel, fab., instr (080)",95,,,15,58,6,3,7,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",1509,114,2,522,686,76,28,43,38
"Ocupación no especificada (083)",250,33,,81,95,8,8,10,15
"Hombres (084)",3505,304,3,1126,1578,115,83,83,213
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",1,,,1,,,,,
"Profes., científicos e intelectuales (086)",111,,,,2,5,9,4,91
"Técnicos de nivel medio ytrab.asimilados (087)",21,,,1,4,2,8,3,3
"Jefes y empleados de oficina (088)",22,,,,7,,2,2,11
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",76,1,,12,41,4,5,9,4
"Agricult.trabaj. calif.agrop. y pesquros (090)",1964,228,2,740,861,37,30,18,48
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",53,,,3,35,3,5,2,5
"Obreros. construc., conf., papel, fab., instr (092)",94,,,15,57,6,3,7,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1042,66,1,320,516,55,18,34,32
"Ocupación no especificada (095)",121,9,,34,55,3,3,4,13
"Mujeres (096)",966,150,1,339,307,44,32,24,69
"Profes., científicos e intelectuales (098)",66,,,,,6,5,3,52
"Técnicos de nivel medio ytrab.asimilados (099)",9,,,,1,,6,,2
"Jefes y empleados de oficina (100)",11,,,,3,1,2,,5
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",60,9,,17,22,2,3,5,2
"Agricult.trabaj. calif.agrop. y pesquros (102)",216,69,,72,64,9,1,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",7,,,1,6,,,,
"Obreros. construc., conf., papel, fab., instr (104)",1,,,,1,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",467,48,1,202,170,21,10,9,6
"Ocupación no especificada (107)",129,24,,47,40,5,5,6,2
