"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Secundaria (034)",94,,63,23,8,
"Superior no univ. incompleta (035)",22,,17,4,1,
"Superior no univ. completa (036)",32,,17,11,4,
"Superior univ. incompleta (037)",8,,7,1,,
"Superior univ. completa (038)",20,,11,7,2,
"No PEA (040)",17754,6738,4731,2397,2270,1618
"Sin nivel (041)",4731,203,613,1089,1568,1258
"Educación inicial (042)",594,564,20,10,,
"Primaria (043)",7951,5225,1216,811,454,245
"Secundaria (044)",3402,746,2206,270,127,53
"Superior no univ. incompleta (045)",437,,370,49,14,4
"Superior no univ. completa (046)",322,,116,117,59,30
"Superior univ. incompleta (047)",183,,158,14,7,4
"Superior univ. completa (048)",134,,32,37,41,24
,,,,,,
"URBANA (060)",5411,1219,1599,1243,917,433
"Sin nivel (061)",489,14,56,71,180,168
"Educación inicial (062)",83,74,8,1,,
"Primaria (063)",1563,866,159,208,186,144
"Secundaria (064)",1471,265,761,229,166,50
"Superior no univ. incompleta (065)",378,,259,80,35,4
"Superior no univ. completa (066)",788,,174,398,187,29
"Superior univ. incompleta (067)",199,,105,57,31,6
"Superior univ. completa (068)",440,,77,199,132,32
"PEA (070)",2044,19,569,833,515,108
"Sin nivel (071)",121,1,21,17,47,35
"Primaria (073)",308,13,71,96,87,41
"Secundaria (074)",449,5,217,126,89,12
"Superior no univ. incompleta (075)",144,,70,50,24,
"Superior no univ. completa (076)",588,,113,323,145,7
"Superior univ. incompleta (077)",97,,22,49,24,2
"Superior univ. completa (078)",337,,55,172,99,11
"Ocupada (080)",1953,19,516,807,506,105
"Sin nivel (081)",113,1,18,17,44,33
"Primaria (083)",296,13,67,91,85,40
"Secundaria (084)",424,5,202,117,88,12
"Superior no univ. incompleta (085)",129,,59,47,23,
"Superior no univ. completa (086)",572,,105,317,143,7
"Superior univ. incompleta (087)",89,,15,48,24,2
"Superior univ. completa (088)",330,,50,170,99,11
"Desocupada (090)",91,,53,26,9,3
"Sin nivel (091)",8,,3,,3,2
"Primaria (093)",12,,4,5,2,1
"Secundaria (094)",25,,15,9,1,
"Superior no univ. incompleta (095)",15,,11,3,1,
"Superior no univ. completa (096)",16,,8,6,2,
"Superior univ. incompleta (097)",8,,7,1,,
"Superior univ. completa (098)",7,,5,2,,
"No PEA (100)",3367,1200,1030,410,402,325
"Sin nivel (101)",368,13,35,54,133,133
"Educación inicial (102)",83,74,8,1,,
"Primaria (103)",1255,853,88,112,99,103
"Secundaria (104)",1022,260,544,103,77,38
"Superior no univ. incompleta (105)",234,,189,30,11,4
"Superior no univ. completa (106)",200,,61,75,42,22
"Superior univ. incompleta (107)",102,,83,8,7,4
"Superior univ. completa (108)",103,,22,27,33,21
,,,,,,
"RURAL (120)",18587,5604,5014,3397,2907,1665
"Sin nivel (121)",5520,208,726,1334,1877,1375
"Educación inicial (122)",523,490,13,20,,
"Primaria (123)",8356,4412,1609,1310,780,245
"Secundaria (124)",3257,494,2186,405,144,28
"Superior no univ. incompleta (125)",296,,232,53,11,
"Superior no univ. completa (126)",392,,129,190,63,10
"Superior univ. incompleta (127)",121,,87,22,10,2
"Superior univ. completa (128)",122,,32,63,22,5
"PEA (130)",4200,66,1313,1410,1039,372
"Sin nivel (131)",1157,18,148,299,442,250
"Educación inicial (132)",12,,1,11,,
"Primaria (133)",1660,40,481,611,425,103
"Secundaria (134)",877,8,524,238,94,13
"Superior no univ. incompleta (135)",93,,51,34,8,
"Superior no univ. completa (136)",270,,74,148,46,2
"Superior univ. incompleta (137)",40,,12,16,10,2
"Superior univ. completa (138)",91,,22,53,14,2
"Ocupada (140)",3938,58,1188,1354,992,346
"Sin nivel (141)",1086,11,134,288,422,231
"Educación inicial (142)",12,,1,11,,
"Primaria (143)",1574,39,439,591,409,96
"Secundaria (144)",808,8,476,224,87,13
"Superior no univ. incompleta (145)",86,,45,33,8,
"Superior no univ. completa (146)",254,,65,143,44,2
"Superior univ. incompleta (147)",40,,12,16,10,2
"Superior univ. completa (148)",78,,16,48,12,2
"Desocupada (150)",262,8,125,56,47,26
"Sin nivel (151)",71,7,14,11,20,19
"Primaria (153)",86,1,42,20,16,7
"Secundaria (154)",69,,48,14,7,
"Superior no univ. incompleta (155)",7,,6,1,,
"Superior no univ. completa (156)",16,,9,5,2,
"Superior univ. completa (158)",13,,6,5,2,
"No PEA (160)",14387,5538,3701,1987,1868,1293
"Sin nivel (161)",4363,190,578,1035,1435,1125
"Educación inicial (162)",511,490,12,9,,
"Primaria (163)",6696,4372,1128,699,355,142
"Secundaria (164)",2380,486,1662,167,50,15
"Superior no univ. incompleta (165)",203,,181,19,3,
"Superior no univ. completa (166)",122,,55,42,17,8
"Superior univ. incompleta (167)",81,,75,6,,
"Superior univ. completa (168)",31,,10,10,8,3
