"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUARMEY (000)",10485,2135,2997,4534,190,533,96
"Sin nivel (001)",386,26,137,182,1,33,7
"Educación inicial (002)",8,2,1,5,,,
"Primaria (003)",2357,124,716,1282,49,161,25
"Secundaria (004)",4514,576,1524,2041,67,261,45
"Superior no univ. incompleta (005)",626,166,154,254,12,32,8
"Superior no univ. completa (006)",906,386,203,271,27,15,4
"Superior univ. incompleta (007)",511,172,125,187,9,16,2
"Superior univ. completa (008)",1177,683,137,312,25,15,5
"Hombres (010)",7547,1214,2543,3318,144,319,9
"Sin nivel (011)",225,8,96,113,,7,1
"Educación inicial (012)",7,1,1,5,,,
"Primaria (013)",1722,78,567,951,35,88,3
"Secundaria (014)",3519,374,1348,1548,58,187,4
"Superior no univ. incompleta (015)",425,91,119,190,10,15,
"Superior no univ. completa (016)",551,182,182,166,17,3,1
"Superior univ. incompleta (017)",377,109,109,140,8,11,
"Superior univ. completa (018)",721,371,121,205,16,8,
"Mujeres (020)",2938,921,454,1216,46,214,87
"Sin nivel (021)",161,18,41,69,1,26,6
"Educación inicial (022)",1,1,,,,,
"Primaria (023)",635,46,149,331,14,73,22
"Secundaria (024)",995,202,176,493,9,74,41
"Superior no univ. incompleta (025)",201,75,35,64,2,17,8
"Superior no univ. completa (026)",355,204,21,105,10,12,3
"Superior univ. incompleta (027)",134,63,16,47,1,5,2
"Superior univ. completa (028)",456,312,16,107,9,7,5
,,,,,,,
"URBANA (030)",7999,2016,2127,3326,165,280,85
"Sin nivel (031)",223,22,83,99,1,13,5
"Educación inicial (032)",6,2,,4,,,
"Primaria (033)",1424,114,401,766,34,88,21
"Secundaria (034)",3368,546,1084,1519,58,121,40
"Superior no univ. incompleta (035)",570,160,138,230,12,22,8
"Superior no univ. completa (036)",852,371,187,251,26,13,4
"Superior univ. incompleta (037)",467,168,113,165,9,10,2
"Superior univ. completa (038)",1089,633,121,292,25,13,5
"Hombres (040)",5449,1151,1794,2244,120,131,9
"Sin nivel (041)",121,7,56,56,,1,1
"Educación inicial (042)",5,1,,4,,,
"Primaria (043)",943,70,317,489,21,43,3
"Secundaria (044)",2485,354,946,1069,49,63,4
"Superior no univ. incompleta (045)",380,88,105,169,10,8,
"Superior no univ. completa (046)",512,177,167,148,16,3,1
"Superior univ. incompleta (047)",338,107,98,119,8,6,
"Superior univ. completa (048)",665,347,105,190,16,7,
"Mujeres (050)",2550,865,333,1082,45,149,76
"Sin nivel (051)",102,15,27,43,1,12,4
"Educación inicial (052)",1,1,,,,,
"Primaria (053)",481,44,84,277,13,45,18
"Secundaria (054)",883,192,138,450,9,58,36
"Superior no univ. incompleta (055)",190,72,33,61,2,14,8
"Superior no univ. completa (056)",340,194,20,103,10,10,3
"Superior univ. incompleta (057)",129,61,15,46,1,4,2
"Superior univ. completa (058)",424,286,16,102,9,6,5
,,,,,,,
"RURAL (060)",2486,119,870,1208,25,253,11
"Sin nivel (061)",163,4,54,83,,20,2
"Educación inicial (062)",2,,1,1,,,
"Primaria (063)",933,10,315,516,15,73,4
"Secundaria (064)",1146,30,440,522,9,140,5
"Superior no univ. incompleta (065)",56,6,16,24,,10,
"Superior no univ. completa (066)",54,15,16,20,1,2,
"Superior univ. incompleta (067)",44,4,12,22,,6,
"Superior univ. completa (068)",88,50,16,20,,2,
"Hombres (070)",2098,63,749,1074,24,188,
"Sin nivel (071)",104,1,40,57,,6,
"Educación inicial (072)",2,,1,1,,,
"Primaria (073)",779,8,250,462,14,45,
"Secundaria (074)",1034,20,402,479,9,124,
"Superior no univ. incompleta (075)",45,3,14,21,,7,
"Superior no univ. completa (076)",39,5,15,18,1,,
"Superior univ. incompleta (077)",39,2,11,21,,5,
"Superior univ. completa (078)",56,24,16,15,,1,
"Mujeres (080)",388,56,121,134,1,65,11
"Sin nivel (081)",59,3,14,26,,14,2
"Primaria (083)",154,2,65,54,1,28,4
"Secundaria (084)",112,10,38,43,,16,5
"Superior no univ. incompleta (085)",11,3,2,3,,3,
"Superior no univ. completa (086)",15,10,1,2,,2,
"Superior univ. incompleta (087)",5,2,1,1,,1,
"Superior univ. completa (088)",32,26,,5,,1,
