"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",13,1,2,7,2,1
"Primaria (033)",137,10,60,37,24,6
"Secundaria (034)",178,5,112,37,22,2
"Superior no univ. incompleta (035)",20,,9,9,1,1
"Superior no univ. completa (036)",18,,14,3,1,
"Superior univ. incompleta (037)",3,,2,,1,
"Superior univ. completa (038)",14,,1,10,3,
"No PEA (040)",22904,9943,6401,3086,2132,1342
"Sin nivel (041)",1338,237,183,256,352,310
"Educación inicial (042)",574,556,11,7,,
"Primaria (043)",13139,7386,1994,1697,1211,851
"Secundaria (044)",6793,1764,3629,880,422,98
"Superior no univ. incompleta (045)",402,,288,75,28,11
"Superior no univ. completa (046)",293,,90,93,65,45
"Superior univ. incompleta (047)",183,,148,17,13,5
"Superior univ. completa (048)",182,,58,61,41,22
,,,,,,
"URBANA (060)",27569,6309,8510,6640,4511,1599
"Sin nivel (061)",820,91,113,150,260,206
"Educación inicial (062)",330,311,13,6,,
"Primaria (063)",11960,4409,1939,2350,2141,1121
"Secundaria (064)",10463,1498,4965,2464,1372,164
"Superior no univ. incompleta (065)",1052,,578,331,126,17
"Superior no univ. completa (066)",1438,,403,696,281,58
"Superior univ. incompleta (067)",522,,273,162,80,7
"Superior univ. completa (068)",984,,226,481,251,26
"PEA (070)",13148,388,4299,4745,3109,607
"Sin nivel (071)",295,18,37,68,121,51
"Educación inicial (072)",16,7,6,3,,
"Primaria (073)",4571,231,1052,1462,1376,450
"Secundaria (074)",5247,132,2263,1768,1007,77
"Superior no univ. incompleta (075)",681,,312,260,102,7
"Superior no univ. completa (076)",1166,,317,613,222,14
"Superior univ. incompleta (077)",359,,142,146,69,2
"Superior univ. completa (078)",813,,170,425,212,6
"Ocupada (080)",12879,379,4169,4672,3060,599
"Sin nivel (081)",290,17,36,67,119,51
"Educación inicial (082)",16,7,6,3,,
"Primaria (083)",4496,228,1028,1441,1354,445
"Secundaria (084)",5107,127,2179,1738,988,75
"Superior no univ. incompleta (085)",664,,305,252,101,6
"Superior no univ. completa (086)",1151,,306,610,221,14
"Superior univ. incompleta (087)",356,,140,146,68,2
"Superior univ. completa (088)",799,,169,415,209,6
"Desocupada (090)",269,9,130,73,49,8
"Sin nivel (091)",5,1,1,1,2,
"Primaria (093)",75,3,24,21,22,5
"Secundaria (094)",140,5,84,30,19,2
"Superior no univ. incompleta (095)",17,,7,8,1,1
"Superior no univ. completa (096)",15,,11,3,1,
"Superior univ. incompleta (097)",3,,2,,1,
"Superior univ. completa (098)",14,,1,10,3,
"No PEA (100)",14421,5921,4211,1895,1402,992
"Sin nivel (101)",525,73,76,82,139,155
"Educación inicial (102)",314,304,7,3,,
"Primaria (103)",7389,4178,887,888,765,671
"Secundaria (104)",5216,1366,2702,696,365,87
"Superior no univ. incompleta (105)",371,,266,71,24,10
"Superior no univ. completa (106)",272,,86,83,59,44
"Superior univ. incompleta (107)",163,,131,16,11,5
"Superior univ. completa (108)",171,,56,56,39,20
,,,,,,
"RURAL (120)",16187,4367,5008,3792,2322,698
"Sin nivel (121)",1343,183,193,349,382,236
"Educación inicial (122)",267,255,7,5,,
"Primaria (123)",10623,3474,2729,2448,1550,422
"Secundaria (124)",3572,455,1938,839,310,30
"Superior no univ. incompleta (125)",117,,61,31,24,1
"Superior no univ. completa (126)",140,,46,68,24,2
"Superior univ. incompleta (127)",71,,24,26,20,1
"Superior univ. completa (128)",54,,10,26,12,6
"PEA (130)",7704,345,2818,2601,1592,348
"Sin nivel (131)",530,19,86,175,169,81
"Educación inicial (132)",7,3,3,1,,
"Primaria (133)",4873,266,1622,1639,1104,242
"Secundaria (134)",1995,57,1011,655,253,19
"Superior no univ. incompleta (135)",86,,39,27,20,
"Superior no univ. completa (136)",119,,42,58,18,1
"Superior univ. incompleta (137)",51,,7,25,18,1
"Superior univ. completa (138)",43,,8,21,10,4
"Ocupada (140)",7590,338,2748,2571,1587,346
"Sin nivel (141)",522,19,85,169,169,80
"Educación inicial (142)",7,3,3,1,,
"Primaria (143)",4811,259,1586,1623,1102,241
"Secundaria (144)",1957,57,983,648,250,19
"Superior no univ. incompleta (145)",83,,37,26,20,
"Superior no univ. completa (146)",116,,39,58,18,1
"Superior univ. incompleta (147)",51,,7,25,18,1
"Superior univ. completa (148)",43,,8,21,10,4
"Desocupada (150)",114,7,70,30,5,2
"Sin nivel (151)",8,,1,6,,1
"Primaria (153)",62,7,36,16,2,1
"Secundaria (154)",38,,28,7,3,
"Superior no univ. incompleta (155)",3,,2,1,,
"Superior no univ. completa (156)",3,,3,,,
"No PEA (160)",8483,4022,2190,1191,730,350
"Sin nivel (161)",813,164,107,174,213,155
"Educación inicial (162)",260,252,4,4,,
"Primaria (163)",5750,3208,1107,809,446,180
"Secundaria (164)",1577,398,927,184,57,11
"Superior no univ. incompleta (165)",31,,22,4,4,1
"Superior no univ. completa (166)",21,,4,10,6,1
"Superior univ. incompleta (167)",20,,17,1,2,
"Superior univ. completa (168)",11,,2,5,2,2
