"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PAITA (000)",34602,6634,12444,12513,647,1757,607
"Sin nivel (001)",1586,68,491,864,24,97,42
"Educación inicial (002)",53,7,14,20,1,8,3
"Primaria (003)",10746,651,3948,4858,220,839,230
"Secundaria (004)",12850,1959,5659,4220,204,575,233
"Superior no univ. incompleta (005)",2442,732,766,796,43,67,38
"Superior no univ. completa (006)",3719,1687,944,914,64,73,37
"Superior univ. incompleta (007)",1177,457,279,333,38,56,14
"Superior univ. completa (008)",2029,1073,343,508,53,42,10
"Hombres (010)",25894,4018,10365,9713,527,1239,32
"Sin nivel (011)",1151,38,418,618,21,56,
"Educación inicial (012)",38,5,10,16,1,6,
"Primaria (013)",8311,447,3261,3788,180,627,8
"Secundaria (014)",10235,1398,4793,3431,169,428,16
"Superior no univ. incompleta (015)",1717,418,619,596,37,42,5
"Superior no univ. completa (016)",2349,854,771,645,44,34,1
"Superior univ. incompleta (017)",782,251,228,242,32,28,1
"Superior univ. completa (018)",1311,607,265,377,43,18,1
"Mujeres (020)",8708,2616,2079,2800,120,518,575
"Sin nivel (021)",435,30,73,246,3,41,42
"Educación inicial (022)",15,2,4,4,,2,3
"Primaria (023)",2435,204,687,1070,40,212,222
"Secundaria (024)",2615,561,866,789,35,147,217
"Superior no univ. incompleta (025)",725,314,147,200,6,25,33
"Superior no univ. completa (026)",1370,833,173,269,20,39,36
"Superior univ. incompleta (027)",395,206,51,91,6,28,13
"Superior univ. completa (028)",718,466,78,131,10,24,9
,,,,,,,
"URBANA (030)",33112,6487,11870,11922,645,1598,590
"Sin nivel (031)",1454,64,448,789,24,87,42
"Educación inicial (032)",49,7,11,19,1,8,3
"Primaria (033)",10013,622,3698,4501,219,752,221
"Secundaria (034)",12444,1905,5477,4108,204,522,228
"Superior no univ. incompleta (035)",2387,724,738,780,43,65,37
"Superior no univ. completa (036)",3618,1656,899,892,64,70,37
"Superior univ. incompleta (037)",1158,449,271,332,38,55,13
"Superior univ. completa (038)",1989,1060,328,501,52,39,9
"Hombres (040)",24583,3907,9845,9175,525,1099,32
"Sin nivel (041)",1041,35,381,555,21,49,
"Educación inicial (042)",34,5,7,15,1,6,
"Primaria (043)",7655,423,3034,3460,179,551,8
"Secundaria (044)",9856,1349,4620,3323,169,379,16
"Superior no univ. incompleta (045)",1676,412,598,584,37,40,5
"Superior no univ. completa (046)",2271,839,731,625,44,31,1
"Superior univ. incompleta (047)",765,244,220,241,32,27,1
"Superior univ. completa (048)",1285,600,254,372,42,16,1
"Mujeres (050)",8529,2580,2025,2747,120,499,558
"Sin nivel (051)",413,29,67,234,3,38,42
"Educación inicial (052)",15,2,4,4,,2,3
"Primaria (053)",2358,199,664,1041,40,201,213
"Secundaria (054)",2588,556,857,785,35,143,212
"Superior no univ. incompleta (055)",711,312,140,196,6,25,32
"Superior no univ. completa (056)",1347,817,168,267,20,39,36
"Superior univ. incompleta (057)",393,205,51,91,6,28,12
"Superior univ. completa (058)",704,460,74,129,10,23,8
,,,,,,,
"RURAL (060)",1490,147,574,591,2,159,17
"Sin nivel (061)",132,4,43,75,,10,
"Educación inicial (062)",4,,3,1,,,
"Primaria (063)",733,29,250,357,1,87,9
"Secundaria (064)",406,54,182,112,,53,5
"Superior no univ. incompleta (065)",55,8,28,16,,2,1
"Superior no univ. completa (066)",101,31,45,22,,3,
"Superior univ. incompleta (067)",19,8,8,1,,1,1
"Superior univ. completa (068)",40,13,15,7,1,3,1
"Hombres (070)",1311,111,520,538,2,140,
"Sin nivel (071)",110,3,37,63,,7,
"Educación inicial (072)",4,,3,1,,,
"Primaria (073)",656,24,227,328,1,76,
"Secundaria (074)",379,49,173,108,,49,
"Superior no univ. incompleta (075)",41,6,21,12,,2,
"Superior no univ. completa (076)",78,15,40,20,,3,
"Superior univ. incompleta (077)",17,7,8,1,,1,
"Superior univ. completa (078)",26,7,11,5,1,2,
"Mujeres (080)",179,36,54,53,,19,17
"Sin nivel (081)",22,1,6,12,,3,
"Primaria (083)",77,5,23,29,,11,9
"Secundaria (084)",27,5,9,4,,4,5
"Superior no univ. incompleta (085)",14,2,7,4,,,1
"Superior no univ. completa (086)",23,16,5,2,,,
"Superior univ. incompleta (087)",2,1,,,,,1
"Superior univ. completa (088)",14,6,4,2,,1,1
