"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUAMANGA (000)",71283,4496,120,16765,23508,3666,6418,4737,11573
"Agric., ganadería, caza y silvicultura (001)",15217,2315,39,7399,4708,166,164,161,265
"Pesca (002)",13,,,5,,1,2,1,4
"Explotación de minas y canteras (003)",207,7,,27,54,6,18,22,73
"Industrias manufactureras (004)",5124,207,11,1223,2387,323,348,325,300
"Suministro de electricidad, gas y agua (005)",146,,,16,43,6,23,13,45
"Construcción (006)",4789,153,4,1306,2191,212,208,249,466
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",14582,884,14,3381,5891,981,1211,1119,1101
"Venta, mant.y rep. veh.autom.y motoc. (008)",1358,9,1,181,681,123,185,95,83
"Comercio al por mayor (009)",756,16,2,98,305,42,76,101,116
"Comercio al por menor (010)",12468,859,11,3102,4905,816,950,923,902
"Hoteles y restaurantes (011)",3749,288,3,878,1670,247,214,288,161
"Trans., almac. y comunicaciones (012)",5182,65,1,860,2881,354,326,439,256
"Intermediación financiera (013)",398,,,2,23,21,67,90,195
"Activid.inmobil., empres. y de alquiler (014)",3182,6,,54,401,250,451,470,1550
"Admin.pub. y defensa; p. segur.soc.afil (015)",3305,44,,179,600,208,572,409,1293
"Enseñanza (016)",6749,,,15,325,330,1956,387,3736
"Servicios sociales y de salud (017)",2169,6,1,65,156,102,392,168,1279
"Otras activ. serv.comun.soc y personales (018)",2205,126,,278,638,221,206,291,445
"Hogares privados con servicio doméstico (019)",1540,103,3,470,787,94,39,33,11
"Organiz. y organos extraterritoriales (020)",2,,,,,,,1,1
"Actividad economica no especificada (021)",2724,292,44,607,753,144,221,271,392
"Hombres (022)",43379,1767,72,10433,16100,2077,3088,3178,6664
"Agric., ganadería, caza y silvicultura (023)",11571,1259,21,5653,4019,134,122,144,219
"Pesca (024)",11,,,5,,1,1,1,3
"Explotación de minas y canteras (025)",198,7,,26,51,6,18,21,69
"Industrias manufactureras (026)",3820,102,10,931,1883,214,212,256,212
"Suministro de electricidad, gas y agua (027)",121,,,14,37,6,19,10,35
"Construcción (028)",4592,131,3,1250,2138,206,194,237,433
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",5889,76,1,992,2771,434,472,584,559
"Venta, mant.y rep. veh.autom.y motoc. (030)",1213,6,1,169,613,108,167,84,65
"Comercio al por mayor (031)",416,2,,48,179,22,31,62,72
"Comercio al por menor (032)",4260,68,,775,1979,304,274,438,422
"Hoteles y restaurantes (033)",1102,16,1,156,576,78,57,146,72
"Trans., almac. y comunicaciones (034)",4777,63,1,832,2746,302,256,379,198
"Intermediación financiera (035)",229,,,2,12,12,29,57,117
"Activid.inmobil., empres. y de alquiler (036)",2253,3,,39,318,173,283,351,1086
"Admin.pub. y defensa; p. segur.soc.afil (037)",2281,10,,88,455,140,387,293,908
"Enseñanza (038)",3125,,,7,169,144,753,228,1824
"Servicios sociales y de salud (039)",753,3,,9,63,43,115,86,434
"Otras activ. serv.comun.soc y personales (040)",1125,10,,95,350,106,84,219,261
