"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia HUAMALIES (000)",66450,33686,32764,18696,9235,9461,47754,24451,23303
"Menores de 1 año (001)",1375,694,681,366,192,174,1009,502,507
"Menores de 1 mes (002)",90,49,41,36,23,13,54,26,28
"De 1 a 11 meses (003)",1285,645,640,330,169,161,955,476,479
"De 1 a 4 años (004)",6942,3530,3412,1779,918,861,5163,2612,2551
"1 año (005)",1672,869,803,395,216,179,1277,653,624
"2 años (006)",1733,874,859,491,244,247,1242,630,612
"3 años (007)",1716,838,878,415,206,209,1301,632,669
"4 años (008)",1821,949,872,478,252,226,1343,697,646
"De 5 a 9 años (009)",8718,4445,4273,2341,1182,1159,6377,3263,3114
"5 años (010)",1564,788,776,388,191,197,1176,597,579
"6 años (011)",1607,832,775,399,204,195,1208,628,580
"7 años (012)",1803,935,868,498,251,247,1305,684,621
"8 años (013)",1963,1024,939,561,294,267,1402,730,672
"9 años (014)",1781,866,915,495,242,253,1286,624,662
"De 10 a 14 años (015)",9955,5132,4823,2812,1435,1377,7143,3697,3446
"10 años (016)",2066,1040,1026,550,279,271,1516,761,755
"11 años (017)",1936,983,953,528,266,262,1408,717,691
"12 años (018)",2144,1108,1036,643,334,309,1501,774,727
"13 años (019)",1911,1002,909,546,273,273,1365,729,636
"14 años (020)",1898,999,899,545,283,262,1353,716,637
"De 15 a 19 años (021)",6574,3494,3080,1910,989,921,4664,2505,2159
"15 años (022)",1655,862,793,521,261,260,1134,601,533
"16 años (023)",1355,692,663,374,178,196,981,514,467
"17 años (024)",1339,693,646,365,173,192,974,520,454
"18 años (025)",1256,717,539,396,242,154,860,475,385
"19 años (026)",969,530,439,254,135,119,715,395,320
"De 20 a 24 años (027)",4939,2497,2442,1287,609,678,3652,1888,1764
"20 años (028)",1203,622,581,297,146,151,906,476,430
"21 años (029)",826,404,422,242,109,133,584,295,289
"22 años (030)",1006,522,484,223,116,107,783,406,377
"23 años (031)",975,471,504,266,107,159,709,364,345
"24 años (032)",929,478,451,259,131,128,670,347,323
"De 25 a 29 años (033)",4269,2130,2139,1198,551,647,3071,1579,1492
"25 años (034)",1004,485,519,262,117,145,742,368,374
"26 años (035)",798,395,403,229,114,115,569,281,288
"27 años (036)",902,474,428,269,135,134,633,339,294
"28 años (037)",841,438,403,223,98,125,618,340,278
"29 años (038)",724,338,386,215,87,128,509,251,258
"De 30 a 34 años (039)",3917,1967,1950,1164,563,601,2753,1404,1349
"30 años (040)",1068,552,516,295,163,132,773,389,384
"31 años (041)",609,289,320,179,81,98,430,208,222
"32 años (042)",820,419,401,257,121,136,563,298,265
"33 años (043)",736,356,380,223,98,125,513,258,255
"34 años (044)",684,351,333,210,100,110,474,251,223
