"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Intermediación financiera (035)",3,,1,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",145,,23,37,24,29,,1,7,24,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",185,25,8,11,33,5,,1,11,19,72,
"Enseñanza (038)",172,2,162,,5,,,,,3,,
"Servicios sociales y de salud (039)",50,,28,22,,,,,,,,
"Otras activ. serv.comun.soc y personales (040)",79,,11,22,4,,,1,1,40,,
"Hogares privados con servicio doméstico (041)",2,,,,,,,,,2,,
"Actividad economica no especificada (043)",119,,1,1,7,,,,,,,110
"Mujeres (044)",2510,13,281,61,71,539,375,63,7,905,3,192
"Agric., ganadería, caza y silvicultura (045)",913,,,,,,375,,,538,,
"Explotación de minas y canteras (047)",7,,3,,2,,,,,2,,
"Industrias manufactureras (048)",68,,,2,,1,,62,1,2,,
"Construcción (050)",8,,3,,1,,,,3,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",506,,,6,,414,,1,,85,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",2,,,,,2,,,,,,
"Comercio al por mayor (053)",23,,,1,,21,,,,1,,
"Comercio al por menor (054)",481,,,5,,391,,1,,84,,
"Hoteles y restaurantes (055)",161,,1,,,112,,,,48,,
"Trans., almac. y comunicaciones (056)",16,,,2,7,,,,3,4,,
"Intermediación financiera (057)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",36,,4,10,11,2,,,,9,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",61,11,5,3,32,,,,,7,3,
"Enseñanza (060)",253,2,242,,6,,,,,3,,
"Servicios sociales y de salud (061)",60,,21,36,,2,,,,1,,
"Otras activ. serv.comun.soc y personales (062)",41,,2,2,2,8,,,,27,,
"Hogares privados con servicio doméstico (063)",178,,,,,,,,,178,,
"Actividad economica no especificada (065)",200,,,,8,,,,,,,192
,,,,,,,,,,,,
"URBANA (066)",6192,31,481,180,143,834,1918,279,523,1497,73,233
"Agric., ganadería, caza y silvicultura (067)",2820,,5,4,,,1917,,3,891,,
"Pesca (068)",4,,,,,,1,,,3,,
"Explotación de minas y canteras (069)",26,,3,2,3,,,14,,4,,
"Industrias manufactureras (070)",221,,2,5,,1,,203,5,5,,
"Suministro de electricidad, gas y agua (071)",6,,,,,,,1,3,2,,
"Construcción (072)",296,1,13,16,3,,,10,193,60,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",932,,2,18,1,679,,49,5,178,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",61,,1,1,1,14,,40,4,,,
"Comercio al por mayor (075)",47,,,2,,41,,,1,3,,
"Comercio al por menor (076)",824,,1,15,,624,,9,,175,,
"Hoteles y restaurantes (077)",172,,1,3,,118,,,,50,,
"Trans., almac. y comunicaciones (078)",354,,2,6,12,,,,302,32,,
"Intermediación financiera (079)",5,,1,,4,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",153,,25,44,32,23,,1,5,23,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",216,26,13,12,60,4,,,6,22,73,
"Enseñanza (082)",379,4,359,,11,,,,,5,,
"Servicios sociales y de salud (083)",94,,44,48,,1,,,,1,,
"Otras activ. serv.comun.soc y personales (084)",110,,11,21,3,8,,1,1,65,,
"Hogares privados con servicio doméstico (085)",156,,,,,,,,,156,,
"Actividad economica no especificada (087)",248,,,1,14,,,,,,,233
"Hombres (088)",4297,18,233,128,75,356,1698,227,517,874,72,99
"Agric., ganadería, caza y silvicultura (089)",2303,,5,4,,,1697,,3,594,,
"Pesca (090)",4,,,,,,1,,,3,,
"Explotación de minas y canteras (091)",22,,2,2,1,,,14,,3,,
"Industrias manufactureras (092)",164,,2,3,,,,152,4,3,,
"Suministro de electricidad, gas y agua (093)",6,,,,,,,1,3,2,,
"Construcción (094)",289,1,10,16,3,,,10,190,59,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",479,,2,12,1,311,,48,5,100,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",60,,1,1,1,13,,40,4,,,
"Comercio al por mayor (097)",28,,,1,,24,,,1,2,,
"Comercio al por menor (098)",391,,1,10,,274,,8,,98,,
"Hoteles y restaurantes (099)",30,,,3,,20,,,,7,,
"Trans., almac. y comunicaciones (100)",339,,2,4,5,,,,300,28,,
"Intermediación financiera (101)",3,,1,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",120,,21,35,21,21,,1,5,16,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",157,15,8,9,28,4,,,6,15,72,
"Enseñanza (104)",156,2,146,,5,,,,,3,,
"Servicios sociales y de salud (105)",45,,25,20,,,,,,,,
"Otras activ. serv.comun.soc y personales (106)",72,,9,19,2,,,1,1,40,,
"Hogares privados con servicio doméstico (107)",1,,,,,,,,,1,,
"Actividad economica no especificada (109)",107,,,1,7,,,,,,,99
"Mujeres (110)",1895,13,248,52,68,478,220,52,6,623,1,134
"Agric., ganadería, caza y silvicultura (111)",517,,,,,,220,,,297,,
"Explotación de minas y canteras (113)",4,,1,,2,,,,,1,,
"Industrias manufactureras (114)",57,,,2,,1,,51,1,2,,
"Construcción (116)",7,,3,,,,,,3,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",453,,,6,,368,,1,,78,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",1,,,,,1,,,,,,
"Comercio al por mayor (119)",19,,,1,,17,,,,1,,
"Comercio al por menor (120)",433,,,5,,350,,1,,77,,
"Hoteles y restaurantes (121)",142,,1,,,98,,,,43,,
"Trans., almac. y comunicaciones (122)",15,,,2,7,,,,2,4,,
"Intermediación financiera (123)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",33,,4,9,11,2,,,,7,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",59,11,5,3,32,,,,,7,1,
"Enseñanza (126)",223,2,213,,6,,,,,2,,
"Servicios sociales y de salud (127)",49,,19,28,,1,,,,1,,
"Otras activ. serv.comun.soc y personales (128)",38,,2,2,1,8,,,,25,,
"Hogares privados con servicio doméstico (129)",155,,,,,,,,,155,,
"Actividad economica no especificada (131)",141,,,,7,,,,,,,134
,,,,,,,,,,,,
"RURAL (132)",3731,11,65,21,18,128,1966,74,148,1229,2,69
"Agric., ganadería, caza y silvicultura (133)",3060,,1,1,1,,1965,,1,1091,,
"Pesca (134)",4,,,,,,1,,,3,,
"Explotación de minas y canteras (135)",41,,6,,1,,,16,12,6,,
"Industrias manufactureras (136)",51,1,1,,1,,,44,2,2,,
"Construcción (138)",114,,2,1,3,,,4,42,62,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",126,,,1,,101,,8,2,14,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",14,,,,,6,,7,1,,,
"Comercio al por mayor (141)",11,,,,,11,,,,,,
"Comercio al por menor (142)",101,,,1,,84,,1,1,14,,
"Hoteles y restaurantes (143)",25,,,,,17,,,,8,,
"Trans., almac. y comunicaciones (144)",85,,,,,,,1,82,2,,
"Activid.inmobil., empres. y alquileres (146)",28,,2,3,3,8,,,2,10,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",30,10,,2,5,1,,1,5,4,2,
"Enseñanza (148)",46,,45,,,,,,,1,,
"Servicios sociales y de salud (149)",16,,5,10,,1,,,,,,
"Otras activ. serv.comun.soc y personales (150)",10,,2,3,3,,,,,2,,
"Hogares privados con servicio doméstico (151)",24,,,,,,,,,24,,
"Actividad economica no especificada (153)",71,,1,,1,,,,,,,69
"Hombres (154)",3116,11,32,12,15,67,1811,63,147,947,,11
"Agric., ganadería, caza y silvicultura (155)",2664,,1,1,1,,1810,,1,850,,
"Pesca (156)",4,,,,,,1,,,3,,
"Explotación de minas y canteras (157)",38,,4,,1,,,16,12,5,,
"Industrias manufactureras (158)",40,1,1,,1,,,33,2,2,,
"Construcción (160)",113,,2,1,2,,,4,42,62,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",73,,,1,,55,,8,2,7,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",13,,,,,5,,7,1,,,
"Comercio al por mayor (163)",7,,,,,7,,,,,,
"Comercio al por menor (164)",53,,,1,,43,,1,1,7,,
"Hoteles y restaurantes (165)",6,,,,,3,,,,3,,
"Trans., almac. y comunicaciones (166)",84,,,,,,,1,81,2,,
"Activid.inmobil., empres. y alquileres (168)",25,,2,2,3,8,,,2,8,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",28,10,,2,5,1,,1,5,4,,
"Enseñanza (170)",16,,16,,,,,,,,,
"Servicios sociales y de salud (171)",5,,3,2,,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",7,,2,3,2,,,,,,,
"Hogares privados con servicio doméstico (173)",1,,,,,,,,,1,,
"Actividad economica no especificada (175)",12,,1,,,,,,,,,11
"Mujeres (176)",615,,33,9,3,61,155,11,1,282,2,58
"Agric., ganadería, caza y silvicultura (177)",396,,,,,,155,,,241,,
"Explotación de minas y canteras (179)",3,,2,,,,,,,1,,
"Industrias manufactureras (180)",11,,,,,,,11,,,,
"Construcción (182)",1,,,,1,,,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",53,,,,,46,,,,7,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,1,,,,,,
"Comercio al por mayor (185)",4,,,,,4,,,,,,
"Comercio al por menor (186)",48,,,,,41,,,,7,,
"Hoteles y restaurantes (187)",19,,,,,14,,,,5,,
"Trans., almac. y comunicaciones (188)",1,,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (190)",3,,,1,,,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",2,,,,,,,,,,2,
"Enseñanza (192)",30,,29,,,,,,,1,,
"Servicios sociales y de salud (193)",11,,2,8,,1,,,,,,
"Otras activ. serv.comun.soc y personales (194)",3,,,,1,,,,,2,,
"Hogares privados con servicio doméstico (195)",23,,,,,,,,,23,,
"Actividad economica no especificada (197)",59,,,,1,,,,,,,58
