"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia TRUJILLO (000)",811979,802496,7450,2033
"Hombres (001)",392486,388040,3412,1034
"Mujeres (002)",419493,414456,4038,999
"Menores de 1 año (003)",14029,11560,1955,514
"Hombres (004)",7136,5876,1003,257
"Mujeres (005)",6893,5684,952,257
"De 1 a 5 años (006)",72212,66777,4041,1394
"Hombres (007)",36732,33944,2062,726
"Mujeres (008)",35480,32833,1979,668
"De 6 a 14 años (009)",135367,135119,199,49
"Hombres (010)",68671,68556,94,21
"Mujeres (011)",66696,66563,105,28
"De 15 a 29 años (012)",238302,238173,108,21
"Hombres (013)",115755,115692,51,12
"Mujeres (014)",122547,122481,57,9
"De 30 a 44 años (015)",167390,167308,71,11
"Hombres (016)",78901,78874,23,4
"Mujeres (017)",88489,88434,48,7
"De 45 a 64 años (018)",130675,130470,197,8
"Hombres (019)",60638,60608,28,2
"Mujeres (020)",70037,69862,169,6
"De 65 a más años (021)",54004,53089,879,36
"Hombres (022)",24653,24490,151,12
"Mujeres (023)",29351,28599,728,24
,,,,
"URBANA (024)",792355,783147,7235,1973
"Hombres (025)",382402,378072,3322,1008
"Mujeres (026)",409953,405075,3913,965
"Menores de 1 año (027)",13656,11252,1905,499
"Hombres (028)",6973,5739,982,252
"Mujeres (029)",6683,5513,923,247
"De 1 a 5 años (030)",70172,64885,3934,1353
"Hombres (031)",35738,33021,2010,707
"Mujeres (032)",34434,31864,1924,646
"De 6 a 14 años (033)",131520,131279,194,47
"Hombres (034)",66696,66584,92,20
"Mujeres (035)",64824,64695,102,27
"De 15 a 29 años (036)",232871,232747,103,21
"Hombres (037)",112910,112849,49,12
"Mujeres (038)",119961,119898,54,9
"De 30 a 44 años (039)",163562,163486,65,11
"Hombres (040)",76941,76918,19,4
"Mujeres (041)",86621,86568,46,7
"De 45 a 64 años (042)",127860,127667,186,7
"Hombres (043)",59180,59152,26,2
"Mujeres (044)",68680,68515,160,5
"De 65 a más años (045)",52714,51831,848,35
"Hombres (046)",23964,23809,144,11
"Mujeres (047)",28750,28022,704,24
,,,,
"RURAL (048)",19624,19349,215,60
"Hombres (049)",10084,9968,90,26
"Mujeres (050)",9540,9381,125,34
"Menores de 1 año (051)",373,308,50,15
"Hombres (052)",163,137,21,5
"Mujeres (053)",210,171,29,10
"De 1 a 5 años (054)",2040,1892,107,41
"Hombres (055)",994,923,52,19
"Mujeres (056)",1046,969,55,22
"De 6 a 14 años (057)",3847,3840,5,2
"Hombres (058)",1975,1972,2,1
"Mujeres (059)",1872,1868,3,1
"De 15 a 29 años (060)",5431,5426,5,
"Hombres (061)",2845,2843,2,
"Mujeres (062)",2586,2583,3,
"De 30 a 44 años (063)",3828,3822,6,
"Hombres (064)",1960,1956,4,
"Mujeres (065)",1868,1866,2,
"De 45 a 64 años (066)",2815,2803,11,1
"Hombres (067)",1458,1456,2,
"Mujeres (068)",1357,1347,9,1
"De 65 a más años (069)",1290,1258,31,1
"Hombres (070)",689,681,7,1
"Mujeres (071)",601,577,24,
