"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CONDESUYOS (000)",18991,10539,8452,7764,3979,3785,11227,6560,4667
"Menores de 1 año (001)",318,159,159,125,67,58,193,92,101
"Menores de 1 mes (002)",34,16,18,13,7,6,21,9,12
"De 1 a 11 meses (003)",284,143,141,112,60,52,172,83,89
"De 1 a 4 años (004)",1507,773,734,577,303,274,930,470,460
"1 año (005)",345,195,150,145,86,59,200,109,91
"2 años (006)",379,200,179,147,74,73,232,126,106
"3 años (007)",415,204,211,147,74,73,268,130,138
"4 años (008)",368,174,194,138,69,69,230,105,125
"De 5 a 9 años (009)",1707,849,858,771,386,385,936,463,473
"5 años (010)",323,149,174,152,76,76,171,73,98
"6 años (011)",308,147,161,139,69,70,169,78,91
"7 años (012)",342,174,168,156,73,83,186,101,85
"8 años (013)",385,192,193,165,85,80,220,107,113
"9 años (014)",349,187,162,159,83,76,190,104,86
"De 10 a 14 años (015)",1901,950,951,908,454,454,993,496,497
"10 años (016)",411,229,182,178,105,73,233,124,109
"11 años (017)",349,185,164,167,81,86,182,104,78
"12 años (018)",423,194,229,193,93,100,230,101,129
"13 años (019)",378,175,203,184,82,102,194,93,101
"14 años (020)",340,167,173,186,93,93,154,74,80
"De 15 a 19 años (021)",1479,776,703,732,375,357,747,401,346
"15 años (022)",371,169,202,202,89,113,169,80,89
"16 años (023)",338,182,156,184,101,83,154,81,73
"17 años (024)",249,137,112,121,70,51,128,67,61
"18 años (025)",282,156,126,130,65,65,152,91,61
"19 años (026)",239,132,107,95,50,45,144,82,62
"De 20 a 24 años (027)",1654,997,657,614,334,280,1040,663,377
"20 años (028)",363,212,151,133,64,69,230,148,82
"21 años (029)",278,163,115,117,63,54,161,100,61
"22 años (030)",338,211,127,128,78,50,210,133,77
"23 años (031)",347,216,131,119,71,48,228,145,83
"24 años (032)",328,195,133,117,58,59,211,137,74
"De 25 a 29 años (033)",1640,1047,593,545,281,264,1095,766,329
"25 años (034)",332,229,103,117,69,48,215,160,55
"26 años (035)",308,202,106,114,64,50,194,138,56
"27 años (036)",363,222,141,113,56,57,250,166,84
"28 años (037)",345,220,125,106,52,54,239,168,71
"29 años (038)",292,174,118,95,40,55,197,134,63
"De 30 a 34 años (039)",1533,989,544,521,266,255,1012,723,289
"30 años (040)",405,262,143,135,68,67,270,194,76
"31 años (041)",238,159,79,82,42,40,156,117,39
"32 años (042)",317,196,121,106,51,55,211,145,66
"33 años (043)",304,201,103,107,61,46,197,140,57
"34 años (044)",269,171,98,91,44,47,178,127,51
"De 35 a 39 años (045)",1389,825,564,534,238,296,855,587,268
"35 años (046)",297,178,119,99,42,57,198,136,62
"36 años (047)",267,146,121,91,37,54,176,109,67
