"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia TAHUAMANU (000)",3151,7869,7342,,183,93.3,2.3
"De 12 a 14 años (001)",301,4,4,,,100,
"De 15 a 19 años (002)",424,111,108,29,97.3,26.1,
"De 20 a 24 años (003)",461,478,472,53,98.7,11.1,
"De 25 a 29 años (004)",425,675,666,44,98.7,6.5,
"De 30 a 34 años (005)",357,900,867,25,96.3,2.8,
"De 35 a 39 años (006)",323,1055,1016,20,96.3,1.9,
"De 40 a 44 años (007)",252,1030,974,8,94.6,0.8,
"De 45 a 49 años (008)",173,836,786,4,94,0.5,
"De 50 y más años (009)",435,2780,2449,,88.1,,
"Sin nivel (010)",252,1510,1327,7,87.9,0.5,
"De 15 a 19 años (012)",3,,,,,,
"De 20 a 24 años (013)",4,8,8,1,100,12.5,
"De 25 a 29 años (014)",9,15,15,,100,,
"De 30 a 34 años (015)",24,86,84,2,97.7,2.3,
"De 35 a 39 años (016)",26,128,125,3,97.7,2.3,
"De 40 a 44 años (017)",25,115,102,1,88.7,0.9,
"De 45 a 49 años (018)",18,97,95,,97.9,,
"De 50 y más años (019)",143,1061,898,,84.6,,
"Educacion Inicial (020)",2,7,7,,100,,
"De 20 a 24 años (023)",1,1,1,,100,,
"De 30 a 34 años (025)",1,6,6,,100,,
"Primaria (030)",766,2733,2508,26,91.8,1,
"De 12 a 14 años (031)",134,2,2,,100,,
"De 15 a 19 años (032)",37,20,20,4,100,20,
"De 20 a 24 años (033)",45,82,81,3,98.8,3.7,
"De 25 a 29 años (034)",76,170,166,8,97.6,4.7,
"De 30 a 34 años (035)",77,250,243,8,97.2,3.2,
"De 35 a 39 años (036)",87,330,310,3,93.9,0.9,
"De 40 a 44 años (037)",70,367,339,,92.4,,
"De 45 a 49 años (038)",73,380,352,,92.6,,
"De 50 y más años (039)",167,1132,995,,87.9,,
"Secundaria (040)",1381,2301,2231,100,97,4.3,
"De 12 a 14 años (041)",167,2,2,,100,,
"De 15 a 19 años (042)",333,84,81,22,96.4,26.2,
"De 20 a 24 años (043)",256,279,276,36,98.9,12.9,
"De 25 a 29 años (044)",170,304,301,23,99,7.6,
"De 30 a 34 años (045)",119,335,324,6,96.7,1.8,
"De 35 a 39 años (046)",124,380,372,6,97.9,1.6,
