"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",357,33,140,111,61,12
"Hogares privados con servicio doméstico (041)",58,16,26,10,3,3
"Actividad economica no especificada (043)",397,1,129,130,111,26
"Mujeres (045)",11433,241,3659,4506,2621,406
"Agric., ganadería, caza y silvicultura (046)",1440,52,360,461,436,131
"Pesca (047)",2,,,2,,
"Explotación de minas y canteras (048)",10,1,6,1,2,
"Industrias manufactureras (049)",284,3,101,95,70,15
"Suministro de electricidad, gas y agua (050)",12,,5,3,4,
"Construcción (051)",65,1,26,26,12,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",3304,79,940,1285,838,162
"Venta, mant.y rep. veh.autom.y motoc. (053)",45,,25,16,4,
"Comercio al por mayor (054)",88,,28,29,28,3
"Comercio al por menor (055)",3171,79,887,1240,806,159
"Hoteles y restaurantes (056)",1220,38,442,381,308,51
"Trans., almac. y comunicaciones (057)",204,3,134,51,15,1
"Intermediación financiera (058)",74,,42,27,5,
"Activid.inmobil., empres. y alquileres (059)",252,,101,108,42,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",661,,234,275,151,1
"Enseñanza (061)",1703,,312,972,415,4
"Servicios sociales y de salud (062)",719,,203,401,113,2
"Otras activ. serv.comun.soc y personales (063)",367,5,150,155,50,7
"Hogares privados con servicio doméstico (064)",723,58,478,126,57,4
"Organiz. y organos extraterritoriales (065)",1,,,1,,
"Actividad economica no especificada (066)",392,1,125,136,103,27
,,,,,,
"URBANA (067)",22085,526,7064,8693,5059,743
"Agric., ganadería, caza y silvicultura (068)",2166,72,521,700,642,231
"Pesca (069)",4,,1,3,,
"Explotación de minas y canteras (070)",109,1,50,38,20,
"Industrias manufactureras (071)",1073,32,411,345,230,55
"Suministro de electricidad, gas y agua (072)",83,,18,30,34,1
"Construcción (073)",1778,12,633,691,392,50
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",4916,180,1580,1806,1133,217
"Venta, mant.y rep. veh.autom.y motoc. (075)",396,8,211,114,56,7
"Comercio al por mayor (076)",223,5,98,68,48,4
"Comercio al por menor (077)",4297,167,1271,1624,1029,206
"Hoteles y restaurantes (078)",1445,59,575,434,324,53
"Trans., almac. y comunicaciones (079)",1539,61,761,516,182,19
"Intermediación financiera (080)",161,,85,60,16,
"Activid.inmobil., empres. y alquileres (081)",910,4,340,382,161,23
"Admin.pub. y defensa; p. segur.soc.afil (082)",1899,,457,869,553,20
"Enseñanza (083)",3100,,495,1712,871,22
"Servicios sociales y de salud (084)",1055,,242,575,226,12
"Otras activ. serv.comun.soc y personales (085)",688,37,273,255,106,17
"Hogares privados con servicio doméstico (086)",708,68,459,124,53,4
"Organiz. y organos extraterritoriales (087)",1,,,1,,
"Actividad economica no especificada (088)",450,,163,152,116,19
"Hombres (089)",12529,334,3974,4791,2942,488
"Agric., ganadería, caza y silvicultura (090)",1755,58,427,564,508,198
"Pesca (091)",3,,1,2,,
"Explotación de minas y canteras (092)",100,,45,37,18,
"Industrias manufactureras (093)",806,29,317,252,165,43
"Suministro de electricidad, gas y agua (094)",71,,13,27,30,1
"Construcción (095)",1717,11,608,667,381,50
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",1910,106,719,621,384,80
"Venta, mant.y rep. veh.autom.y motoc. (097)",351,8,186,98,52,7
"Comercio al por mayor (098)",137,5,71,40,20,1
"Comercio al por menor (099)",1422,93,462,483,312,72
"Hoteles y restaurantes (100)",327,23,176,78,42,8
"Trans., almac. y comunicaciones (101)",1342,58,632,467,167,18
"Intermediación financiera (102)",87,,43,33,11,
"Activid.inmobil., empres. y alquileres (103)",670,4,245,280,119,22
"Admin.pub. y defensa; p. segur.soc.afil (104)",1254,,228,601,406,19
"Enseñanza (105)",1480,,215,777,470,18
"Servicios sociales y de salud (106)",393,,71,196,116,10
"Otras activ. serv.comun.soc y personales (107)",340,32,132,108,58,10
"Hogares privados con servicio doméstico (108)",41,13,19,6,2,1
"Actividad economica no especificada (110)",233,,83,75,65,10
"Mujeres (112)",9556,192,3090,3902,2117,255
"Agric., ganadería, caza y silvicultura (113)",411,14,94,136,134,33
"Pesca (114)",1,,,1,,
"Explotación de minas y canteras (115)",9,1,5,1,2,
"Industrias manufactureras (116)",267,3,94,93,65,12
"Suministro de electricidad, gas y agua (117)",12,,5,3,4,
"Construcción (118)",61,1,25,24,11,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",3006,74,861,1185,749,137
"Venta, mant.y rep. veh.autom.y motoc. (120)",45,,25,16,4,
"Comercio al por mayor (121)",86,,27,28,28,3
"Comercio al por menor (122)",2875,74,809,1141,717,134
"Hoteles y restaurantes (123)",1118,36,399,356,282,45
"Trans., almac. y comunicaciones (124)",197,3,129,49,15,1
"Intermediación financiera (125)",74,,42,27,5,
"Activid.inmobil., empres. y alquileres (126)",240,,95,102,42,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",645,,229,268,147,1
"Enseñanza (128)",1620,,280,935,401,4
"Servicios sociales y de salud (129)",662,,171,379,110,2
"Otras activ. serv.comun.soc y personales (130)",348,5,141,147,48,7
"Hogares privados con servicio doméstico (131)",667,55,440,118,51,3
"Organiz. y organos extraterritoriales (132)",1,,,1,,
"Actividad economica no especificada (133)",217,,80,77,51,9
,,,,,,
"RURAL (134)",9467,208,2553,3087,2628,991
"Agric., ganadería, caza y silvicultura (135)",7448,180,1881,2344,2156,887
"Pesca (136)",7,,,5,2,
"Explotación de minas y canteras (137)",25,,12,10,3,
"Industrias manufactureras (138)",118,2,37,36,29,14
"Suministro de electricidad, gas y agua (139)",3,,,,3,
"Construcción (140)",385,4,110,182,79,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",396,8,123,128,107,30
"Venta, mant.y rep. veh.autom.y motoc. (142)",13,,8,3,2,
"Comercio al por mayor (143)",5,,4,1,,
"Comercio al por menor (144)",378,8,111,124,105,30
"Hoteles y restaurantes (145)",121,3,52,29,31,6
"Trans., almac. y comunicaciones (146)",140,2,62,62,14,
"Activid.inmobil., empres. y alquileres (148)",40,,13,21,6,
"Admin.pub. y defensa; p. segur.soc.afil (149)",86,,21,34,28,3
"Enseñanza (150)",164,,49,67,47,1
"Servicios sociales y de salud (151)",86,,40,32,13,1
"Otras activ. serv.comun.soc y personales (152)",36,1,17,11,5,2
"Hogares privados con servicio doméstico (153)",73,6,45,12,7,3
"Actividad economica no especificada (155)",339,2,91,114,98,34
"Hombres (156)",7590,159,1984,2483,2124,840
"Agric., ganadería, caza y silvicultura (157)",6419,142,1615,2019,1854,789
"Pesca (158)",6,,,4,2,
"Explotación de minas y canteras (159)",24,,11,10,3,
"Industrias manufactureras (160)",101,2,30,34,24,11
"Suministro de electricidad, gas y agua (161)",3,,,,3,
"Construcción (162)",381,4,109,180,78,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",98,3,44,28,18,5
"Venta, mant.y rep. veh.autom.y motoc. (164)",13,,8,3,2,
"Comercio al por mayor (165)",3,,3,,,
"Comercio al por menor (166)",82,3,33,25,16,5
"Hoteles y restaurantes (167)",19,1,9,4,5,
"Trans., almac. y comunicaciones (168)",133,2,57,60,14,
"Activid.inmobil., empres. y alquileres (170)",28,,7,15,6,
"Admin.pub. y defensa; p. segur.soc.afil (171)",70,,16,27,24,3
"Enseñanza (172)",81,,17,30,33,1
"Servicios sociales y de salud (173)",29,,8,10,10,1
"Otras activ. serv.comun.soc y personales (174)",17,1,8,3,3,2
"Hogares privados con servicio doméstico (175)",17,3,7,4,1,2
"Actividad economica no especificada (177)",164,1,46,55,46,16
"Mujeres (179)",1877,49,569,604,504,151
"Agric., ganadería, caza y silvicultura (180)",1029,38,266,325,302,98
"Pesca (181)",1,,,1,,
"Explotación de minas y canteras (182)",1,,1,,,
"Industrias manufactureras (183)",17,,7,2,5,3
"Construcción (185)",4,,1,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",298,5,79,100,89,25
"Comercio al por mayor (188)",2,,1,1,,
"Comercio al por menor (189)",296,5,78,99,89,25
"Hoteles y restaurantes (190)",102,2,43,25,26,6
"Trans., almac. y comunicaciones (191)",7,,5,2,,
"Activid.inmobil., empres. y alquileres (193)",12,,6,6,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",16,,5,7,4,
"Enseñanza (195)",83,,32,37,14,
"Servicios sociales y de salud (196)",57,,32,22,3,
"Otras activ. serv.comun.soc y personales (197)",19,,9,8,2,
"Hogares privados con servicio doméstico (198)",56,3,38,8,6,1
"Actividad economica no especificada (200)",175,1,45,59,52,18
