"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",44,,,1,4,1,13,3,22
"Profes., científicos e intelectuales (038)",3201,,,,40,138,1517,198,1308
"Técnicos de nivel medio ytrab.asimilados (039)",745,2,,15,128,119,298,78,105
"Jefes y empleados de oficina (040)",606,,,6,111,72,197,65,155
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",3616,205,3,959,1573,289,316,150,121
"Agricult.trabaj. calif.agrop. y pesquros (042)",2805,375,1,1241,922,72,107,43,44
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",1725,61,,400,862,134,165,60,43
"Obreros. construc., conf., papel, fab., instr (044)",2070,24,,461,1182,154,141,74,34
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",4959,462,6,1715,2072,251,269,99,85
"Otra (046)",158,,,,10,2,98,33,15
"Ocupación no especificada (047)",447,40,,110,155,45,51,24,22
"Hombres (048)",11572,245,5,2535,4501,759,1814,560,1153
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",34,,,1,4,1,9,3,16
"Profes., científicos e intelectuales (050)",1772,,,,18,62,796,126,770
"Técnicos de nivel medio ytrab.asimilados (051)",447,,,6,82,76,175,55,53
"Jefes y empleados de oficina (052)",286,,,5,64,37,76,31,73
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",1211,16,1,222,573,120,133,80,66
"Agricult.trabaj. calif.agrop. y pesquros (054)",1955,130,1,872,726,58,94,35,39
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1343,22,,281,711,106,132,57,34
"Obreros. construc., conf., papel, fab., instr (056)",1985,17,,439,1145,145,135,70,34
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",2198,55,3,675,1096,129,141,57,42
"Otra (058)",157,,,,10,2,97,33,15
"Ocupación no especificada (059)",184,5,,34,72,23,26,13,11
"Mujeres (060)",8804,924,5,2373,2558,518,1358,267,801
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",10,,,,,,4,,6
"Profes., científicos e intelectuales (062)",1429,,,,22,76,721,72,538
"Técnicos de nivel medio ytrab.asimilados (063)",298,2,,9,46,43,123,23,52
"Jefes y empleados de oficina (064)",320,,,1,47,35,121,34,82
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",2405,189,2,737,1000,169,183,70,55
"Agricult.trabaj. calif.agrop. y pesquros (066)",850,245,,369,196,14,13,8,5
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",382,39,,119,151,28,33,3,9
"Obreros. construc., conf., papel, fab., instr (068)",85,7,,22,37,9,6,4,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",2761,407,3,1040,976,122,128,42,43
"Otra (070)",1,,,,,,1,,
"Ocupación no especificada (071)",263,35,,76,83,22,25,11,11
,,,,,,,,,
"RURAL (072)",13174,2731,30,6115,3493,239,394,74,98
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",11,,,3,3,1,3,1,
"Profes., científicos e intelectuales (074)",231,,,,14,33,132,11,41
"Técnicos de nivel medio ytrab.asimilados (075)",77,5,,11,17,12,28,2,2
"Jefes y empleados de oficina (076)",71,,,2,26,11,23,4,5
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",484,40,,163,210,32,23,7,9
"Agricult.trabaj. calif.agrop. y pesquros (078)",6441,1526,13,3400,1361,42,60,19,20
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",497,60,3,175,204,20,23,6,6
"Obreros. construc., conf., papel, fab., instr (080)",685,25,,224,356,31,36,8,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",4471,1021,12,2049,1256,56,56,13,8
"Otra (082)",5,,,,,,3,2,
"Ocupación no especificada (083)",201,54,2,88,46,1,7,1,2
"Hombres (084)",8236,974,17,3975,2668,180,286,62,74
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",10,,,2,3,1,3,1,
"Profes., científicos e intelectuales (086)",152,,,,10,20,85,9,28
"Técnicos de nivel medio ytrab.asimilados (087)",52,2,,4,14,10,18,2,2
"Jefes y empleados de oficina (088)",54,,,2,23,8,14,4,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",166,4,,37,90,15,13,3,4
"Agricult.trabaj. calif.agrop. y pesquros (090)",4733,748,9,2701,1160,33,47,16,19
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",323,20,,98,160,17,18,5,5
"Obreros. construc., conf., papel, fab., instr (092)",661,21,,210,351,31,36,8,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2028,171,7,900,842,45,45,11,7
"Otra (094)",5,,,,,,3,2,
"Ocupación no especificada (095)",52,8,1,21,15,,4,1,2
"Mujeres (096)",4938,1757,13,2140,825,59,108,12,24
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,1,,,,,
"Profes., científicos e intelectuales (098)",79,,,,4,13,47,2,13
"Técnicos de nivel medio ytrab.asimilados (099)",25,3,,7,3,2,10,,
"Jefes y empleados de oficina (100)",17,,,,3,3,9,,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",318,36,,126,120,17,10,4,5
"Agricult.trabaj. calif.agrop. y pesquros (102)",1708,778,4,699,201,9,13,3,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",174,40,3,77,44,3,5,1,1
"Obreros. construc., conf., papel, fab., instr (104)",24,4,,14,5,,,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",2443,850,5,1149,414,11,11,2,1
"Ocupación no especificada (107)",149,46,1,67,31,1,3,,
