"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ACOBAMBA (000)",14921,13942,47,2398,2294,2074,3508,2373,1014,234,979,55031
"De 12 a 14 años (001)",22,7,,6,1,,,,,,15,8
"De 15 a 19 años (002)",508,428,8,364,41,9,6,,,,80,497
"De 20 a 24 años (003)",1935,1573,3,838,520,170,32,10,,,362,2589
"De 25 a 29 años (004)",2015,1749,7,440,566,429,289,15,3,,266,4204
"De 30 a 34 años (005)",1780,1686,2,219,371,392,537,148,16,1,94,5568
"De 35 a 39 años (006)",1751,1700,5,128,220,295,611,359,78,4,51,7153
"De 40 a 44 años (007)",1433,1414,2,66,123,184,476,374,154,35,19,7044
"De 45 a 49 años (008)",1318,1304,2,51,126,122,366,371,210,56,14,7085
"De 50 y más años (009)",4159,4081,18,286,326,473,1191,1096,553,138,78,20883
"Sin nivel (010)",5638,5484,16,414,534,674,1657,1398,627,164,154,26926
"De 12 a 14 años (011)",1,,,,,,,,,,1,
"De 15 a 19 años (012)",19,17,,11,3,3,,,,,2,26
"De 20 a 24 años (013)",131,110,,42,41,20,4,3,,,21,221
"De 25 a 29 años (014)",238,218,,31,53,69,61,4,,,20,626
"De 30 a 34 años (015)",350,335,,34,46,62,139,46,8,,15,1278
"De 35 a 39 años (016)",541,525,2,37,47,69,177,156,34,3,16,2442
"De 40 a 44 años (017)",580,572,,19,49,51,187,167,76,23,8,3052
"De 45 a 49 años (018)",692,684,,24,54,50,191,213,112,40,8,3899
"De 50 y más años (019)",3086,3023,14,216,241,350,898,809,397,98,63,15382
"Educacion Inicial (020)",37,34,,6,10,7,5,5,1,,3,109
"De 20 a 24 años (023)",4,3,,1,2,,,,,,1,5
